"","PC1","PC2"
"1",0.277586842566709,-0.0356708770116807
"2",0.247916913926547,-0.0176840349608639
"3",0.240419548611068,-0.0244322183116915
"4",0.23153752182012,-0.0749564018981865
"5",0.198122531737032,-0.0636268856857834
"6",0.157176323989904,-0.00932499014262807
"7",0.156427341971967,-0.0256794479600802
"8",0.137455695632033,-0.0300840085923876
"9",0.133725012815701,-0.00800155719122937
"10",0.122679528344869,-0.0150429847844229
"11",0.121293403031711,-0.0491424151027279
"12",0.119562773083881,-0.0268033777883814
"13",0.1184406623083,-0.0231211871042244
"14",0.117362731408107,-0.024255727729862
"15",0.116457248742228,0.000464726421601863
"16",0.113319147869754,-0.0461148012951965
"17",0.113128877659944,-0.0453978443810713
"18",0.105566690587239,-0.000263374131435495
"19",0.10256486422254,-0.00923857909123929
"20",0.101065831720277,0.0707721052315402
"21",0.0985713258151642,0.07082408054777
"22",0.0984947389155546,0.029957571658053
"23",0.0958039631360942,-0.00935408319549189
"24",-0.0890957259483968,-0.0696016779124854
"25",-0.0867459170706566,0.101845325682547
"26",0.084249734484739,-0.00894566804130861
"27",0.0825157228933634,0.00246357372804802
"28",0.078379145460761,-0.012349448685214
"29",0.0778010577303958,-0.00350568346311833
"30",0.0777586989822128,-0.0180416752109526
"31",-0.0759575675953068,0.0527487415045326
"32",0.0757952045899827,-0.000617225607507813
"33",0.0752652316971882,-0.0268840510722906
"34",0.0734718578780631,-0.0242093883197116
"35",0.070438374397028,-0.0243174944970082
"36",-0.0695732192686016,0.0510147214008417
"37",-0.0676743816069224,0.141307349734517
"38",0.0670178186081382,0.000193477729299786
"39",0.0660089140389925,-0.00448842698850521
"40",0.065877286678545,-0.00687048823980626
"41",0.0651819514589731,-0.00594921019218708
"42",-0.0645588685855683,-0.193992350252712
"43",0.0643708705321174,-0.0119250896819003
"44",-0.0635877757164987,0.0438953130476988
"45",-0.0628696954724264,0.0517950688700272
"46",0.0627386741801343,-0.00362206750085182
"47",-0.0624301017300469,0.0325281735377548
"48",0.0622248620434282,0.0522177808027079
"49",-0.0608530703662998,0.0324102710601063
"50",-0.0604825358317057,-0.176275607389451
"51",-0.0597085835939958,-0.187293690095171
"52",0.0587773573041839,-0.000913510719361478
"53",0.0586598326097819,-0.00429159260608565
"54",0.058088949448106,-0.00139428334594789
"55",0.0572359413885973,-0.00630218224160639
"56",0.0570956144926042,-0.0223351046042011
"57",0.0570760446885716,0.0123492827589106
"58",-0.0544407513216628,0.0237605200785096
"59",-0.0544186621579282,-0.12817211978927
"60",-0.0541823337822158,0.00816142203259401
"61",-0.054165732811227,0.0284321645679225
"62",0.0538938526480438,-0.0107606497814056
"63",0.052928554498533,-0.0218250572113309
"64",0.0524809714727501,0.00804884540685482
"65",0.0512333075482203,-0.00173190510912097
"66",0.0507390915719861,-0.0079042567359011
"67",-0.0503127926343516,-0.127145329830333
"68",-0.0502725579144934,-0.129748382174624
"69",0.0495656719967823,-0.00977052013120154
"70",0.0492795553691544,0.00459416093739884
"71",-0.0489039027078619,0.119024051571645
"72",0.0485475808025517,-0.0341282188736083
"73",0.0484463338525687,-0.00365607024708029
"74",0.0483525992612019,0.00268105405803966
"75",0.0482671247144189,-0.00353588051067012
"76",-0.0482455555943869,-0.149551776551565
"77",0.0472402713587926,-0.0115858986573255
"78",-0.0471968375295448,-0.160360661136988
"79",-0.047073317504729,-0.172983858112509
"80",-0.0470497510636264,-0.0613506482435834
"81",0.0469966863548193,0.0927940994327238
"82",0.0469578113259441,-0.014545434093697
"83",0.04638675184939,-0.00662370855476792
"84",-0.0463396748526007,0.0541612813985606
"85",0.0457525127355882,-0.00779087236254228
"86",0.0456974648671019,-0.0278110939737875
"87",-0.0454408577261029,-0.159248232810116
"88",-0.0453920944335681,0.0203932512617835
"89",-0.0452961773694591,0.0252282621028722
"90",-0.0449534645943287,-0.163228727168905
"91",0.0449232956666316,-0.000433574482242515
"92",-0.0448126863073484,0.029388684477341
"93",-0.0447987294962578,0.0779212976351435
"94",0.0446981238935604,-0.00313572587101778
"95",0.0444798528523545,0.0039857971031602
"96",0.0441103639707947,-0.00076408566242132
"97",0.0435327299284026,-0.00548031748211248
"98",0.0428913813955501,0.0112767615238308
"99",-0.0425410227552278,0.0703860992024076
"100",0.0425040958182678,-0.0220697227495201
"101",-0.0424868401128796,0.0552592574181834
"102",0.0421930684113044,-0.0220417525392953
"103",0.0421786983553284,0.0193592631051511
"104",0.0414819580211645,0.0600890702524289
"105",0.041467431426262,-0.00153739352580639
"106",-0.0411688176730774,-0.159475618119307
"107",0.0411494398000602,-0.00192070075031116
"108",-0.0408604134836442,-0.1410684730128
"109",-0.0407503207150966,-0.131110649681587
"110",0.0400581043141972,-0.00272150432611551
"111",-0.0399884422644572,0.025152138328782
"112",0.0398297671388057,-0.00302389661928714
"113",-0.039815194027534,0.0611687214455306
"114",-0.0397627020990643,0.076962506268021
"115",-0.0396131938128509,0.0689906827281495
"116",-0.0392654418753983,0.0623370762244677
"117",0.0391294751343503,-0.00781072550400692
"118",0.0391181743966427,0.00332128999472451
"119",-0.0389277830058518,-0.1048234370795
"120",-0.038300356254714,0.0174214127596729
"121",0.0377003741288151,-0.00801456861898098
"122",0.0376997177270289,-0.00400717936569639
"123",0.0376852158825875,0.0100593895719253
"124",0.0375989223380729,0.00807279503014632
"125",0.0375523713472337,0.00202152279561519
"126",-0.037189484336881,0.0363262897020916
"127",-0.0371000956225392,0.0186507534976985
"128",-0.0367874738665405,-0.100098802519404
"129",-0.0367778560423918,-0.112521093021171
"130",-0.0364796917994119,-0.122188948148137
"131",0.0361504587790338,-0.018086236798221
"132",-0.0359705405523924,-0.00639084656794976
"133",-0.0359494446232929,-0.0560291087607383
"134",-0.0357109915143993,-0.113738594021656
"135",-0.0352983133869637,0.00934870905395181
"136",-0.0352191175046069,0.0632790653034651
"137",0.0350395779936678,-0.0106239691528938
"138",0.0349082833255127,0.0098840971602723
"139",0.0346115014391881,0.0200464847504784
"140",0.0344824429286516,-0.00233811457162699
"141",-0.0343139108989775,0.0145765470573899
