row ID,row m/z,row retention time,Af-T,Af-L,Af-F,Af-B,Ah-L,Ahv-T,Ah-T,Ah-F,Ahv-F,Ahv-T,Ahv-L,Aj-B,Aj-L,Aj-T,Aj-F
150,483.0192,5.2933,6030.583192,1002.066943,30568.06342,5747.744497,55.51936743,140.2765,160.8405668,2241.820916,89241.54824,59.682,12746.55705,128.6285,11242.60338,97.0275,249.1127985
151,951.0778,2.5417,52.8465,10.668,27156.43557,333.984,0,16.947,21.472,92.76669308,66682.74533,32.928,6.963,43.6015,365.2585566,0,0
152,331.0648,1.2118,10556.32091,7777.241008,31849.86903,6491.781781,17897.51754,165.642817,1762.8218,4647.206271,67177.66097,80.6421853,24437.14461,444.3701852,52885.18277,7489.687843,52.43262012
153,603.0044,4.5082,6471.630275,1398.348075,17362.20314,2944.952865,197.6282266,0,1050.4525,10598.95187,16248.09572,0,2659.638593,62.843,2581.960596,2392.089898,75.37978471
154,467.0356,3.1363,270.325,0,13777.17783,10352.64639,0,59.885,33.75,211.148,3510.31132,76.055,12.932,26.565,62.945,57.546,65.3425
155,505.0621,5.548,8347.66338,1778.0255,10765.30357,5201.187063,0,36.384,369.3382277,70.69751965,403.7634435,50.3125,75.954,354.458,320.2220801,334.977,66.45
156,457.2254,20.828,17851.73928,14235.144,16815.16844,194.88,14558.57148,12121.88684,0,0,14099.94988,14590.39232,7843.578125,22603.56318,6716.930039,13226.72139,8196.417061
157,558.0479,3.9068,23.548,107.5295,10001.02017,68.6565,0,0,17.776,119.0555,158.193,37.672,21.951,28.392,70.11,15.855,43.497
158,965.0924,3.2445,32.2875,123.0075,14658.8253,513.9136285,16.968,0,0,608.6053086,75127.26633,36.8375,174.345,0,5082.361593,19.7275,11.1
159,965.0937,4.3542,46.53,3.834,13325.41441,97.773,27.104,0,0,856.310334,8708.181187,0,96.936,0,337.9618762,35.325,0
160,471.3473,13.8544,4215.837993,9670.041841,10978.17133,2008.014422,800.1594758,10563.16738,3007.915637,5127.765052,259.6247678,16071.72533,863.5406578,11703.90974,1992.995153,26067.82845,1837.322839
161,634.9936,4.525,4091.202872,191.6055,12148.82367,520.6605,35.425,0,79.534,17314.11582,9604.805609,30.63,3543.330197,0,790.0431445,1185.54792,0
162,475.0335,2.5431,40.221,90.962,19257.87325,232.4951738,0,28.305,0,51.969,31522.35212,24.0845,36.698,0,132.9706201,16.9365,35.175
163,603.2394,11.2111,166.4125,28.441,10981.45867,0,59.409,278.2074275,118.7395,1604.63043,395.703,4407.433297,244.212,2180.542481,133.506,240.7600364,73.4525
164,461.3614,21.8688,384.825,158.835,10864.14422,252.16,71.37664795,180.57,0,18789.45645,129.96,1833.575,463.4506372,8873.336367,464.7,2309.648229,2702.884441
165,621.4376,23.7776,8687.155083,11996.23982,13088.23047,12645.18482,9917.06127,6243.014287,48.48,15971.66396,8422.924727,12538.14695,27495.83041,9782.261167,24189.38709,19533.48136,10277.43575
166,441.2867,18.9716,0,44.44,10854.0157,0,0,52.36942841,39.78,36.63,537.4335254,0,0,44.64,42.98,0,237.285
167,867.0909,4.0883,21.87,22.3988502,7232.266918,364.51639,53.382,15.8125,0,4154.19728,9758.185473,0,5293.140624,36.975,997.7366716,1608.474968,0
168,679.4439,18.8255,118553.1207,11948.0633,12511.47183,41621.56598,46.535,59.825,145.36,134.67,0,81.205,162.3108197,1948.458201,174.6055865,38.4,0
169,391.0294,2.6315,898.5380763,765.8307002,10318.81886,2520.685552,60.165,39.007,24.372,204.4364653,31231.87694,21.6935,542.2387141,0,2492.185479,20.4525,16.14
170,392.0379,3.4414,3668.909115,4108.407229,7861.42848,2683.292201,18.5955,69.696,37.011,844.8565834,9445.138008,0,3564.226,32.664,19518.34404,50.029,0
171,624.0713,3.6299,208.261,22.545,14073.8621,159.375,55.468,6.237,28.756,0,80.765,49.26,68.5495,22.449,48.09,0,0
172,311.1263,7.2461,1448.41157,35.3625,6189.678069,717.1575,643.5436252,4147.530115,1680.056346,14988.46863,3065.594655,7528.024187,343.254074,11350.19595,1317.456901,1168.007783,208.018
173,463.0507,3.5139,965.6821248,160.247124,6944.450293,1156.119544,761.6432003,59.829,202.4201923,5734.249855,19037.69656,171.2005,8963.609106,79.62359314,3733.045529,5063.254551,95.598
174,363.033,2.1443,276.393,24.225,8338.273523,262.2645667,76.046,15.834,42.9715,1855.028377,200.402,0,225.2039395,22.13,797.2106398,16.6815,32.18
175,309.1107,7.9875,1893.169692,841.4446991,5959.834133,543.0686932,10103.65303,4009.571305,17540.09322,32527.60308,24512.35604,22033.9543,44284.32434,8300.666839,9275.32256,29155.01426,7341.844623
176,561.2891,21.9352,168.75,43.89,7114.46959,165.09,33.35,313.8873792,40.635,56010.95051,504.585,241.9771729,174.66,4293.027891,307.0536963,1028.734563,1590.763907
177,327.1579,9.0388,232488.848,8262.944219,2326.63257,283672.0259,26580.78729,97199.44159,307137.9191,1755.898995,31817.39095,85196.33381,9332.290615,24056.32915,14341.66581,179897.5808,14784.59028
178,619.42,17.8346,198685.3076,209830.069,8243.117125,85011.64817,253.8,108.8575482,43.74,46.26,137.6412741,135.6480334,1502.727543,9229.853555,538.0334583,254.1788275,289.9688086
179,387.1133,0.7924,36230.15522,25331.391,25486.52184,26572.62037,35765.65818,23522.19975,18100.66327,64003.16562,6057.480076,15599.92967,8173.514637,11738.67483,5127.88175,15758.74802,2100.517402
180,965.0922,3.4375,9716.915277,1270.199719,5787.52609,55539.34321,0,0,7.506,536.1487626,47515.8992,0,339.7225,8.987,1480.274,0,0
181,633.3798,13.2314,57979.37448,2504.080636,10918.94805,48365.29224,475.7360749,18729.69212,5877.130439,62.63422702,67.35948349,19541.83945,200.7635,6350.982304,283.0531938,5846.580395,186.4204021
182,453.3362,18.9741,33777.26093,844.1367859,7040.169686,42273.61422,921.3180273,2700.789093,2569.040637,142.24,707.86,10027.17806,443.0947748,34043.08062,28917.23813,21511.54288,43625.29746
183,225.0586,0.7759,16868.92748,17112.84128,4705.870835,20410.0785,11128.38318,11257.99955,9364.732605,1209.097489,33435.08064,12858.88346,21273.68901,7510.772533,26730.6875,8167.344261,10747.20531
184,497.3628,20.1014,43943.33996,1226.014602,8660.42605,35774.40475,382.8486877,11434.93995,43.875,36.82,214.2288977,9810.442939,292.16,11651.05032,364.8867578,10967.91749,920.01
185,523.2166,5.3214,185.0188554,493.0641611,104.712,15138.87414,2861.608206,21587.76052,3135.2565,116.7071738,169.610894,11283.75179,2177.805739,7732.900957,174.4125,2093.085747,217.6270876
186,655.3303,9.0537,14449.44637,0,99.396,23165.31122,1468.65075,3980.605766,16145.41334,30.155,386.136,2210.008624,44.023,2519.100232,166.6656029,7125.494215,466.4448908
187,649.4313,16.3317,34402.72398,43342.02684,1364.188477,29618.79636,21.735,70.93,101.6651003,808.0901325,29.933,219.102,649.9895064,1248.211984,452.5796912,89.74,152.999
188,895.1256,5.1208,10958.09016,3300.42326,6208.87441,28999.64973,243.0875,0,11758.28217,200.6958876,17043.03178,0,1519.97267,3472.396937,3263.493048,3012.972114,75.94
189,543.3689,20.0475,32830.1509,1000.78,4586.591206,24225.67181,438.615,8389.696221,0,95.83,109.2,12619.23346,336.785,7854.021283,545.105,9257.795938,955.8659932
190,527.4436,26.0039,0,78.525,0,18599.21312,0,89.215,0,0,0,130.65,0,3480.366606,173.46,0,0
191,499.3419,18.9783,20583.59035,440.763652,3203.504121,27622.78038,673.2322681,3805.523311,1765.29468,316.6347705,823.9967664,6097.308291,218.0655615,20413.86633,15690.89399,15309.00812,24814.63408
192,191.0165,1.0819,7870.731819,7906.766105,760.0865,13533.03628,3414.210841,217.1881319,2548.21818,114.433,197.3042205,478.771045,628.8718671,227.6135,925.0675901,2465.703767,5704.493096
193,363.1355,9.0419,10537.26838,678.6,289.017,12517.96586,5600.9936,6705.586111,15356.07462,91.806,3239.946814,6159.591475,1853.492308,4687.860932,2721.920458,4663.696541,4719.680813
194,719.3468,17.8735,31893.15785,1686.965,454.0250928,8299.777578,0,16.94,0,240.0448471,42.12,51.15,77.7,122.96,45.63,201.3081738,110.43
195,593.2604,6.8205,2986.943956,83.564,223.3194308,6972.379863,414.642,112618.3287,30602.08836,157.36,2640.062752,47964.62771,4918.53717,186643.8478,1649.807969,31518.39655,4861.073805
196,493.0304,3.4996,3662.170499,1361.67725,1652.65,15826.17343,0,37.312,20.982,602.0756909,1588.054456,9.867,46.399,34.787,313.3440036,15.8255,43.99
197,537.1965,5.8962,7790.59672,2364.473658,1344.808681,10290.74188,230.375,2875.582662,1402.397737,59.3125,45.7125,1721.91775,461.1359001,2520.538672,247.7195,2135.709059,77.92775012
198,421.133,1.6269,12196.20645,2750.363278,58.462,10926.48668,82.80805725,10325.93377,5170.883286,0,14.589,3581.992221,61.75215118,3425.35697,387.762907,7373.697027,275.3103129
199,911.7158,17.2011,19642.27939,128.39,6433.750132,10950.88436,220.99,19303.9266,7254.120117,88.88,608.3753915,14149.08984,65.36,44923.91844,4062.500479,22957.64533,1007.648613
200,491.0449,4.4068,8713.921665,1449.019238,6892.528885,5199.971527,0,147.186,762.955,203.9751324,533.3268633,76.77,333.4600917,104.7975729,578.842,508.032,26.6805
201,373.1114,2.0436,6353.99754,1510.481498,704.568,9335.165748,140.0869551,7343.19439,7380.12225,19.404,0,2579.827553,61.643,10815.35033,237.16,5775.803836,155.794
202,477.1756,5.0428,3725.528678,2445.941001,4199.270702,6251.773646,202663.2524,580955.7369,228470.5822,12933.08588,124803.31,304457.6374,92120.04541,354540.6126,143879.4112,199274.0971,680.8741171
203,347.096,0.869,563.9356761,527.0808191,7310.140308,171.5284073,91505.83163,244.5177701,1557.633488,0,54274.05414,389.8400842,26807.35423,12.0555,16954.43673,6458.721357,8432.310337
204,173.0424,0.8671,5082.464572,9684.906125,14053.32212,3733.828468,91896.60188,3879.669416,8841.41673,767.4929017,65926.24156,7245.039321,43386.04497,3027.629148,28566.59484,16092.35586,18867.67545
205,327.1211,7.3428,1033.179737,800.1214875,1411.24967,1881.563761,151335.5419,216865.7567,403477.1539,6070.774487,7414.774652,94896.93061,15355.04091,25903.01764,37608.6839,274770.307,3393.04781
206,463.1962,6.3097,187.4540845,106.752,219.1441024,37.94,51484.81866,133661.3231,80852.91836,1036.961608,5268.075477,67296.29893,6525.163078,17538.59304,4297.107031,13825.93685,54.944
207,559.3113,13.8498,3038.179195,14555.35002,575.0396853,3902.020327,35404.59682,3349.021944,128.0465,144.8025554,2412.683032,14209.90771,21954.54501,56.5845,15786.29139,7870.480256,4769.870965
208,345.1324,5.5236,1118.886359,115.2355,117.1555,980.7715,28421.6964,45522.60953,114716.8242,2835.595214,2694.676365,67379.2854,6355.700503,34349.24203,15787.8792,39322.10895,835.6085475
209,153.0159,2.3422,757.1202295,7376.077598,1673.724525,1960.021477,53392.77858,2779.857422,7075.140379,9518.7077,8613.647625,5622.981003,87636.54439,16798.11045,12522.29754,14254.43871,7840.285558
210,297.0585,3.5453,194.4451595,724.7857837,162.2095185,172.524,24401.00019,26.5765,79.454,36.012,0,28.392,2226.879,26.977,375.4509958,24.128,0
211,461.1799,5.6597,142.182667,41.2965,448.4928131,321.7531697,28717.34172,84539.24121,119123.1844,2290.077191,6932.498143,59407.26129,13114.3849,58596.83114,24745.23551,64241.55964,256.75714
212,193.0473,6.0595,0,0,0,0,46665.04219,0,0,0,0,0,0,0,0,0,0
213,955.364,5.0408,25.5345,46.9185,0,102.84,29395.79418,447199.4863,144528.9583,34.26,15269.25542,245852.0589,6491.733718,120046.6097,35623.63097,90210.6317,0
214,493.2063,5.9546,885.5615,398.8414185,1962.570586,393.0693577,23415.30264,404911.4165,168163.6971,1013.957504,41078.1913,268785.1265,40924.07197,210671.0113,6546.443629,65061.41044,364.5419206
215,433.0752,5.1618,174.3738682,49147.17285,172.863,1066.726582,20886.47203,244.7071472,541.8057515,63.2735,530.501,291.6433088,4975.747434,39.959,4284.965332,4056.288852,1133.715021
216,311.0743,4.3781,198.617,280.005,0,10.815,13465.38945,19.236,155.57,52.2805,0,27.6545,1890.922779,62.238,159.082,221.0045,0
217,285.0593,2.6572,1906.131231,1152.133151,255.698,655.77341,28462.58021,1596.108112,11958.09509,193.4326883,0,10443.75153,1334.4819,14947.48273,6991.103823,30747.1361,35594.29269
218,447.2015,6.8752,105.4117095,0,0,38.6485,15251.93546,0,69.222,23.53385986,42.32,108.423,22.66,0,46.3455,51.285,35.536
219,439.1803,4.1669,1167.511496,7943.87609,218.3705,1063.921482,14118.96605,530.5539035,5410.942218,63.193,386.78,1156.736,13060.65935,1643.525271,8887.880073,3534.723588,391.7500761
220,227.1267,8.3055,0,22.71,39.6655,41.31,16577.6887,77.13,46.7775,0,25.079,22.722,42.435,82.325,20.3,0,23.519
221,527.284,14.0427,449.1897548,4780.013684,133.7215,1165.295713,16770.35868,982.3001786,323.337,60.95,332.1158533,1384.310337,8655.11944,116.5305,9453.73538,3301.859029,4788.391306
222,397.0765,5.3293,377.4319287,1062.302871,1679.393496,412.0515,23676.38267,453.0188419,206.83,1423.879615,12488.21113,0,17622.69128,38.3005,64574.93494,4784.632181,133.074
223,311.1262,8.393,5717.128463,7154.326481,581.2042521,2843.697135,8694.699648,12316.50281,71370.95899,8332.754138,11883.50203,29706.81108,104833.4294,11912.84222,4599.875475,38010.46803,4823.964282
224,357.1169,3.1552,251.0503644,487.9334109,27.569,422.7751417,14451.69177,6776.562422,6052.049531,505.3840403,484.3782275,14831.08383,6681.513697,6970.441491,1578.451327,6219.357819,1967.650524
225,789.3521,12.4152,0,3690.065825,6.468,0,7444.563699,0,45.0275,42.69632245,24.6,38.48,26.98,0,40.131,35.805,702.5591016
226,369.0789,1.0071,28.926,13.167,66.7735,5.395,13068.11721,6.8805,29.362,0,1656.300394,23.489,981.7091453,33.02,382.804,305.452539,17.204
227,389.1783,3.7754,156.3162607,555.4909032,0,108.2278386,8233.633271,1401.192514,6971.118138,39.7915,502.052,5166.998957,1917.823153,177.216,564.95,3669.334189,3195.50163
228,367.101,4.2556,45.902,20.0265,28.33,27.0105,8950.318008,19.7635,0,22.491,49.2,29.315,758.7849434,47.268,31.11,20.907,11.684
229,477.1031,6.7161,0,12.8125,346.0681739,0,18791.7718,2131.841326,213.8020637,821.8187842,7150.97127,2643.838414,124504.8509,253.976,10643.60244,4717.030091,4014.268837
230,577.2698,14.1046,0,9044.596793,15.371,746.3913043,10652.63621,202.1205,1002.097194,30.0625,204.3378383,322.5306937,340.0238982,16.2925,5415.465274,42.921,2413.291265
231,325.0899,4.3556,379.4675,215.9311069,74.414,61.978,9616.727688,258.8237748,4360.440215,51.918,526.2592175,2419.64486,16691.37542,376.605669,5605.190496,7719.871246,684.6087852
232,713.2967,13.3735,31.806,0,29.56773633,40.9625,8650.865303,195.460021,238.8260537,59.2185,106.1128291,80.401,12144.29064,96.96426758,5542.644804,6538.252499,76.44
233,699.3814,13.8725,739.8771709,2957.830901,92.30657153,1983.724324,8046.504088,82.43539398,183.0333513,224.665,123.256182,694.5406487,7880.106834,107.2455,4053.203474,1983.636556,521.8619639
234,571.2898,16.5246,0,19900.78674,193.5662246,469.2994581,8158.613607,3650.552644,122.6037036,563.3033545,6748.228807,43.53,3256.898547,37.356,11557.00876,78.8895,4321.692477
235,655.2554,7.3417,32.13,0,75.3565,119.79,10833.78319,34900.59825,43646.25647,20.3375,50.16,14114.77677,370.5723618,3543.617529,2054.548536,45216.50362,173.36
236,545.1628,5.0493,1046.7535,358.3261246,360.1005,682.5041355,11182.42489,11482.73057,6397.900242,2069.620584,11599.49926,10169.70995,11715.76874,12531.8763,18066.09399,12024.84225,50.096
237,225.1103,4.1803,333.3957642,1061.72938,21.33,463.6247611,12969.08958,4418.776306,12231.60165,0,2040.315243,27877.27608,14752.39746,663.2379681,7328.563566,21073.2484,9114.542947
238,303.0462,0.8329,1608.900627,1061.202104,0,4369.195028,7620.765484,145.012,4669.191097,64.7955,733.4432506,12770.96753,10058.63366,65.799,6183.336778,7767.883707,11564.95932
239,727.4132,16.5198,833.3744082,317.267553,91.2475,279.03,12131.43681,585.7843845,0,225.7035,267.2303235,1333.221937,12004.57497,116.6465,2520.975552,1652.858777,255.5544551
240,625.2501,5.6395,486.3048928,432.0759137,481.6461243,255.7379534,5083.011269,132357.0346,102408.5987,241.0114844,1104.948086,53153.68843,510.6102044,224711.5729,259.9275771,69387.13266,66.8125
241,359.1478,7.0128,1702.069054,944.6344425,3137.560205,4682.926971,334787.8983,218904.9939,657766.9128,9459.543788,48480.23242,193716.117,66466.76798,165818.1596,105328.7842,288644.5888,36750.56396
242,507.1864,4.7397,1168.700091,73.024,114.845,495.998532,5885.427737,204624.2093,52098.63354,490.3841586,12902.8243,159534.1914,6771.138938,26815.50287,6247.776074,22874.08857,170.781
243,667.2406,7.5154,185.5055,722.1672382,119.949,45.528,127.4622341,72043.31578,23.56,154.863,1472.260521,44691.59323,155.125,226.186685,69.17382996,658.6055498,30.0605
244,471.3467,20.7465,1696.174936,3319.539956,2211.130377,6061.724678,6286.940697,104774.1491,8365.675771,32225.50453,12405.80637,154070.7581,2362.054036,59421.39445,4763.896772,49023.19336,31885.44016
245,987.4281,5.9739,0,0,0,0,209.82,163345.634,11771.37494,0,198.6378983,25893.3665,2438.65252,25155.80921,27.9375,161.811,0
246,623.2138,6.7649,144.6893512,268.687,162.3990485,152.334,651.3335553,54010.07246,178.1739401,186.5205,14582.50971,64823.80571,13911.18065,202.935,3055.819001,2954.373309,26.652
247,571.273,20.6801,548.5976715,552.97,891.4007489,3381.818613,3554.376807,85544.91687,46538.95359,25172.57916,9527.982827,82885.48889,796.715,35882.83406,1419.16,28589.11723,8699.976296
248,639.2664,5.6614,273.5805358,39.17771143,75.32414099,211.914,163.9788342,54977.73968,672.602322,79.62889517,109.48,7721.767998,60.9095,8441.187022,65.36,2332.347324,25.7895
249,609.2552,6.2229,325.6090146,63.3865,195.7677397,27.1295,516.5691949,34819.43463,21577.85534,113.535,303.5262181,15604.152,296.7428992,34410.56624,149.515,14908.20948,271.9624807
250,719.3081,7.0161,0,0,0,0,64732.51187,53883.08097,178656.0526,0,1582.102523,46052.51569,2403.823926,18969.78047,5396.28768,58393.11842,1385.448395
251,639.2663,6.831,2240.526111,250.0365634,203.4188929,10711.59971,378.2881882,68490.61063,18297.62467,186.711728,1128.985048,31023.6415,871.8423688,120752.6639,1362.573744,19502.62055,3041.43026
252,607.2405,5.5814,487.8405894,7.452,69.30365144,3174.95768,88.2875,27229.98176,9515.150793,30.856,103.692,18638.37257,146.74,15129.65501,104.3720558,10119.91093,49.2905
253,953.3489,5.0629,0,80.84,0,46.278,6375.637443,50788.98436,19520.80874,90.69538477,4758.170388,45554.33212,1238.059286,12784.58629,12352.7678,10072.00613,0
254,923.3728,5.6899,0,0,38.664,0,1443.464686,23359.51802,16928.38148,0,179.625,24906.23116,0,4733.270061,683.492915,4050.49046,0
255,619.4006,15.5746,59.59696875,1755.348031,119.221633,1967.54768,2461.192328,26791.42928,33511.64212,225.4940971,343.8770881,68531.73782,154.0020247,838.983067,376.064,1324.780918,0
256,653.2237,6.7901,84.091,89.69005664,38.952,105.69,270.7517306,35242.33152,650.8504623,44.3295,2434.996406,38172.21138,956.135802,459.6175613,1832.689821,460.3321017,38.8325
257,505.1725,5.406,1800.722663,53.234,131.175,304.0254421,1095.046019,21314.59386,5462.965161,54.414,666.5324484,33645.04295,479.664079,8741.095897,1156.136523,4714.743532,142.8705
258,927.4055,6.2954,17.357,0,0,0,9865.114961,19745.29013,16471.81779,0,0,9203.06084,79.245,679.9000254,34.38,0,0
259,475.1603,4.1058,18.45,60.9175,34.032,31.875,7702.579539,15509.40248,13106.66747,1229.448815,271.5521567,49752.80585,2040.4625,15986.172,3311.014406,8233.96154,1734.087279
260,331.1528,7.2025,32.06,51.152,63.327,329.576,8500.166508,18006.10678,25966.44285,1256.643232,917.6824955,66118.82864,12963.08267,24946.61203,11402.3098,25678.97746,195.5415535
261,1251.514,6.1657,0,0,0,0,0,20450.54903,0,0,0,0,0,0,0,0,0
262,447.1129,2.3008,1452.55608,27.826,16.458,1957.887858,23.24,22361.67758,10693.9929,42.675,5094.298055,13474.10792,709.009827,97.526,27.486,139.5034699,128.8025
263,477.2122,6.4772,2354.193844,30.044,30.837,671.1591595,10237.07454,21641.86605,2808.416903,221.7095,3230.417286,11496.03669,17423.50065,8354.589754,635.2637943,3189.26788,87.3505
264,445.1859,6.301,446.4992096,51.129,21.9375,1443.398842,10925.53364,19885.64188,11467.55304,522.0867994,6863.198363,21764.80093,5203.014503,6713.578591,15319.35254,10188.65016,472.6565645
265,653.246,5.5644,702.0182189,15.4565,81.25059647,2225.104416,76.225,13566.5231,8299.320628,119.2725,174.6419241,7215.271558,51.85,8249.509365,80.135,4749.782512,29.0235
266,313.1419,5.7591,26296.07633,5248.741196,4416.75106,6373.18054,6035.05861,12629.07847,28148.84728,2608.844508,39706.30939,11919.32501,9967.203188,12754.92116,6647.351611,63421.28737,15109.35137
267,389.1581,6.5336,70.455,21.112,35.684,25.575,14664.05376,18993.32813,22744.73655,563.3376168,951.148639,47177.10211,4668.652193,10348.02153,8937.447126,31603.73291,1332.655
268,295.2258,14.2157,1894.742266,7965.978979,717.2784206,954.4275767,7333.332529,28036.4828,1566.5615,39.62,865.6679757,9952.290293,935.3493448,5179.806211,1900.695963,42476.97005,15345.41593
269,453.3363,18.8358,9690.762228,1194.512282,321.1855022,1177.299943,921.3180273,12276.1318,205.07,888.7178595,707.86,12343.6377,1054.16254,28177.75816,1710.519727,1724.144097,43625.29746
270,279.2303,18.884,11539.86139,31778.83557,8312.996792,5001.257432,28827.48,20113.78188,277.0965994,6886.940371,3916.678204,15156.85537,12434.29085,13994.79123,11246.01604,15561.61687,3661.030137
271,491.1915,6.3101,117.8394403,304.0614062,33.3035,1481.087529,9982.676685,16405.74547,9158.007285,471.1392441,5753.753836,26157.92095,4588.687399,9660.415771,11616.30195,8582.639546,134.2580713
272,603.4057,16.1736,0,220.8675,0,362.5543787,1146.580933,11983.845,315.3960502,275.4761671,503.3863654,34766.1482,286.765326,155.0805,52.71,494.3695162,41.37
273,571.2728,21.3184,1319.143182,89.375,138.9,1101.625897,97.165,16227.47197,0,12672.43839,548.655838,8208.53125,741.4886194,9421.964512,400.8591565,2863.19942,4175.901262
274,529.1839,5.9537,67.6575,67.54,48.69,129.948,2186.908418,27807.84111,10925.3601,40.675,2467.843498,19626.83395,5516.010667,9614.448291,124.7125,4053.50867,35.574
275,653.2799,6.814,91.62733447,0,109.3484115,181.167,0,9323.639804,35.004,48.72340195,183.8441479,2488.609033,15.132,7623.605557,85.887,3208.647561,54.0475
276,547.3264,6.4545,39.215,19.7765,0,26.736,257.1505,20147.11701,36429.53922,332.9539191,35.37,23119.14773,143.7689284,1642.974248,110.568,566.5775835,32.509
277,357.1325,6.7767,42.2675,22.694,282.3538749,104.374,5450.968472,9024.78696,29698.96757,250.8030459,877.2090742,20919.92652,2930.548559,5676.338169,3851.783132,26824.0142,466.0744021
278,501.3577,19.974,345.145,227.3048639,525.1446643,244.3547446,640.8309338,8673.708442,4425.009005,4771.833977,2937.034395,1643.988538,156.6,7853.885908,590.0132031,4008.021313,5641.770205
279,651.2446,8.1485,52.3575,31.6095,148.0625,23.5045,178.967,7754.535176,124.0225,34.831,119.015579,12152.52725,139.069,37.87635089,81.084,215.6306493,0
280,647.3953,14.4118,7684.60998,331.8678525,6666.280958,12353.55421,69.26783395,10086.48609,2113.234,17.8125,98.296,14780.87417,46.828,10487.94498,100.675,1657.9735,92.7
281,587.4101,19.8286,1516.529497,267.635,512.4454834,3523.823003,2983.92752,5894.18417,102.7,763.2904431,1048.805336,30080.44037,1439.683585,8990.062329,2553.351794,10470.63281,1059.868291
282,619.3994,16.4939,0,55.76,62.70870331,317.862,71.087,8309.684611,11497.51928,62.75,52.933,23376.85287,95.71850052,161.1185,45.4,377.9208259,131.419
283,564.3305,13.7201,368.7362724,8373.006833,2265.975105,58.97343079,2613.594879,5128.123,51.68,14475.86044,8218.150035,60.775,836.2975967,113.165,15663.18222,5478.851812,536.3771442
284,629.2372,6.8329,79.086,26.7795,32.802,1241.619321,90.0095,16079.66153,5266.013267,67.76,528.654588,5078.543521,186.2183306,23068.55024,337.0789375,5992.074197,474.1518469
285,421.162,3.6635,2098.343191,9801.324443,34.45,1289.701788,2251.713727,8060.912637,10782.51734,48.3865,215.2685,4402.064443,10477.13509,6740.1816,3731.441557,9384.679911,2297.572
286,567.2071,4.6808,4597.411912,1091.055283,340.2012319,3363.437625,1124.643891,9633.820904,9607.230116,67.88,358.8005,6452.531854,1314.264347,11322.99751,3272.602934,5364.280729,1408.212228
287,633.4174,16.973,175.42,62.205,50.34944824,81.03,462.3623511,4382.504443,92.8275943,124.26,244.68,21575.54946,60.54,94.03207581,97.47,687.6892743,77.51
288,693.2384,6.1811,42.168,79.37359201,45.7025,260.8775,381.1065129,15066.73843,5914.440101,144.7733448,192.6410867,9936.090696,118.1396206,10529.96098,79.4112998,1262.213095,351.1470753
289,295.1309,9.4004,132185.0182,1739.939832,2232.820674,216263.912,28950.1351,96600.30215,33729.10708,165.1426909,10443.69847,51333.51166,10316.9676,56909.87672,9163.777527,41238.73316,5102.43525
290,479.1918,4.8263,94.14,127.365,79.1285,117.5886711,427.6775,10539.65861,36388.16528,13.377,252.0075,13398.29457,265.6970313,151305.7178,846.295375,55581.7254,52.875
291,713.2631,11.5758,7554.517862,24.18,509.819098,2856.848167,36.022,291.4165,23194.25118,361.3793915,70.153,9169.319393,41.921,1059.874624,67.8015,6261.201738,1985.232842
292,417.1025,3.0105,241.4993171,112.5,148.3086946,655.8901938,537.1456501,2973.124097,20017.40445,371.0225,155.034,16756.50431,239.31,15.3615,723.4297191,90.9165,38.07
293,691.2764,5.5337,0,56.763,0,0,3440.211322,3357.355231,18122.30918,0,17.16778336,17946.27471,22.3545,2328.709832,526.0054578,2319.94,0
294,441.1754,4.6457,84.939,0,0,42.175,4127.100244,4318.550544,22627.75556,135.894,185.6064463,6003.880593,267.9567222,23421.07058,988.3720944,8516.028008,637.8382505
295,359.0962,2.1783,13060.5886,451.6496294,32.175,5213.035477,1493.357652,6555.811909,10019.24582,17.7625,1368.771711,8753.32274,939.8896398,6546.793225,458.3293184,5088.740881,865.441368
296,453.1012,0.824,12567.7344,1322.017355,463.0074174,5945.747193,9117.575071,2026.542837,16229.95225,1520.831404,296.6920492,18533.87976,1487.298732,1245.297559,1474.313881,6884.510434,2392.971696
297,325.1419,9.6392,12264.00907,6814.60057,2086.459849,5170.783633,5330.863749,9469.591069,18649.8012,1308.25403,13700.56035,20773.70988,5569.006648,9735.176828,11443.28571,32230.34413,5584.415907
298,174.9529,26.0689,38824.56758,18303.1591,3179.843564,18940.24,39858.09426,37846.03671,13163.83633,36282.02039,43774.82801,15577.88492,46803.51163,14955.11705,36640.13625,24521.28352,11465.34971
299,329.1378,6.3285,9636.246183,491.0344667,66.1450918,1866.785266,10227.01925,5778.970734,20870.82871,1247.559651,2048.882766,16048.01474,8855.620429,11287.5196,4778.231125,10022.43273,711.6845
300,597.2182,4.6442,14364.10249,1182.059791,158.8210426,19654.16402,395.664,14514.80405,39162.62232,22.4865,220.902,5541.637805,59.922,40130.39044,584.1028984,8881.044092,595.9145408
301,585.343,16.2301,9134.518559,4355.304329,2892.131528,9193.571729,3280.831454,6691.703418,12557.30971,216.6125,1265.249975,8502.639305,2695.240819,5037.652713,4617.164632,18137.76984,1120.108418
302,387.1636,3.5935,258.1536182,177.6335,0,618.5906256,10840.54827,8277.763749,22383.73516,21.42,6637.272917,20280.15262,3655.738417,893.9451228,491.0142668,12820.10633,2068.585919
