row ID,row m/z,row retention time,Af-T,Af-L,Af-F,Af-B,Ah-L,Ahv-T,Ah-T,Ah-F,Ahv-F,Ahv-T,Ahv-L,Aj-B,Aj-L,Aj-T,Aj-F
303,741.2875,7.0351,17.53,39.6575,0,24.8325,13197.94236,16133.72971,17478.67771,0,358.094,11856.61495,339.4790607,3312.847115,1590.417732,9297.894521,355.2
304,489.1759,4.8044,3529.198723,12976.95851,278.6996995,7281.107131,105.616166,2265.774475,11485.21263,47.154,530.591,10916.08338,516.2537629,19428.7246,4398.03289,23384.4686,6714.079047
305,531.3308,7.5993,18.15,0,0,31.59,36.55957928,4504.244268,7735.421375,12.54,25.8075,11843.01236,0,482.8439282,27.73739191,90.16,0
306,491.1387,3.7494,379.8045,459.4276553,64.77,497.0601635,1988.342815,793.8910182,9690.915969,31.84126146,134.848,521.3698979,291.452145,1617.260514,247.32,2523.894819,116.6950991
307,499.1776,3.6639,3075.888939,10742.20484,120.575,3018.301596,2525.837512,15984.40515,13837.84165,57.26,144.7698901,7191.076148,10241.69506,7276.280365,4877.807238,11195.87791,3717.960206
308,477.0676,4.4147,9369.850308,2923.804545,11492.25041,4916.573901,2483.396545,191.928,7776.752813,1419.841356,27115.24068,2805.477422,7476.122611,563.7942657,9487.236638,6630.13193,1125.895219
309,505.2076,6.7248,393.0415,43.829,72.9,526.5315,8932.494729,814.5215925,21917.40868,71.5,556.7881687,2629.864698,1355.078091,3316.974915,1548.617318,7681.700596,4733.148241
310,167.0315,4.6157,1758.279471,5670.974611,1772.975915,381.8070385,3879.859154,4107.1857,10142.52159,9502.128936,877.6283329,7383.816777,7326.487039,11742.13404,1445.716892,9960.036387,15338.24372
311,463.1805,3.2034,3091.006801,4608.657457,438.202,4775.200359,3062.829923,5805.426722,8041.476398,21.126,404.2985,4528.74824,1343.24933,22384.4929,911.4372561,11497.79354,796.0588107
312,515.4119,20.5374,54.52,60.23,39.84,182.92,0,159.9430383,12756.28834,29.2,0,678.9376068,78.28,48.3,43.68,5705.994297,0
313,329.0852,1.9311,4416.305506,3417.129165,333.2775,3555.964341,10590.22357,3322.301765,5376.051148,25.35,430.725509,1734.867189,2712.564054,3084.542273,999.1298932,4325.015405,548.0651736
314,179.0671,4.3447,216.7956677,11.297,22.58752066,50.9695,1628.28573,362.1255,16130.29856,42.563,0,2306.766881,186.8965,630.8227877,90.2575,4520.708316,929.2995
315,343.1165,5.6656,143.196,65.80115625,1809.572536,102.351,11095.49111,179.6078138,8916.258559,1135.237441,3041.496868,14923.842,8257.818296,233.4176428,5472.228891,6583.964983,5445.131559
316,497.3619,19.5259,73.505,0,50.085,62.37,76.13,24.3,10787.54688,20.97,0,23.4,0,15.12,34.3,26.64,0
317,293.1771,22.9571,2182.060189,2493.685,9162.979761,645.5826166,3982.515386,917.2533075,19487.79297,5154.052607,14721.74839,551.82,3197.59563,1072.922138,1311.265283,445.6723645,5753.911167
318,441.1971,4.9439,2157.662832,4702.818924,187.0656711,1762.2815,6519.411711,845.0711431,12827.7029,52.331,443.4400012,4286.829296,10643.51648,831.361587,6675.949997,3687.126214,760.2442478
319,471.2116,6.4579,53.39,66.1211646,0,0,610.276,30.984,7145.450006,47.1125,0,27.9,44.856,0,46.8765,32.592,18.584
320,551.2131,4.6612,5333.205404,162.4132907,129.481,7271.397237,39.675,6769.803765,19306.48175,0,44.0045,6756.776925,145.551,15888.18903,843.908191,4735.259099,368.5340075
321,327.1208,7.7985,27.45770294,0,27.07872412,123.5862361,1075.677401,4639.518644,9455.957842,196.9125,172.1349457,5613.485627,373.9457666,1614.029677,1307.172444,2348.392571,39.8475
322,553.2616,20.3535,40.2,43.25,72.59,0,1877.335,480.2763959,102,50960.03922,15377.62705,251.8331177,108.81,1256.184148,180.345,3554.504648,35175.01109
323,1003.73,17.3231,0,0,0,0,95.67,56.28,43.89,33159.56672,1189.135073,0,0,32.235,4831.046279,2997.182438,34656.24047
324,487.3422,14.7654,140.331,81.1395,75.00487842,640.6236479,3961.763446,745.5677508,772.7442776,38825.45442,14579.14751,1956.176208,160.5142136,1850.837699,7933.773166,16907.33967,105116.7344
325,907.6854,20.2459,0,41.995,0,0,148.555,142.86,0,33493.95141,7283.030156,42.9,92.69,234.73,80.6,52.79228394,3455.316714
326,547.3634,17.285,188.65,84.63,124.12,152.1038741,2121.521977,279.33,171.4,27800.71828,6448.181645,451.95,190.8080908,260.6857971,12367.09836,10276.64062,27162.31664
327,299.0887,9.5983,0,0,0,0,0,0,0,17793.27977,0,0,0,0,0,0,0
328,519.368,15.4897,172.96,676.493,45.2605,1158.95975,745.9598672,516.0620051,281.3384097,26578.82602,36897.75086,1324.000451,1251.822356,3107.753187,15221.24001,47262.18536,100496.1049
329,499.3421,20.2652,116.07,47.67,285.1875081,95.22,116.6654031,4182.838994,583.9809375,23024.20461,13678.20215,1116.989673,1394.384639,1066.37019,1474.231068,2756.711664,11071.40217
330,515.3372,16.8422,1018.435,81.245,127.9413306,1994.773716,263.265,1574.956318,375.7042212,38116.78355,2436.049888,1977.49364,107.595,1272.79656,1154.181797,2965.655288,28137.59592
331,521.385,13.6677,64.766,17.016,37.689,39.75727501,631.6925,59.0295,581.023,32902.76216,730.5785841,156.0596943,381.86641,315.144,2113.961219,2621.077801,9854.232445
332,583.2739,20.7014,39.15,0,37.6,798.1168628,0,90.64,40.65,18933.29504,242,312.4228619,166.88,678.185,6859.73395,7618.951477,37613.76508
333,939.6752,17.039,0,0,0,0,0,0,0,21842.26789,0,0,0,0,0,0,0
334,563.3585,14.5333,71.652,18.67,64.08242163,46.599,73.32,36.495,453.1001837,14087.40451,158.806,42.625,31.7475,36.405,289.7675,573.8291125,2376.389965
335,617.4079,14.9837,0,0,0,0,0,0,0,15451.56308,0,0,0,0,0,0,0
336,549.3794,16.9416,2336.823818,8366.645244,662.52,2885.636016,1496.0771,766.7061511,253.125,14896.32824,2587.712946,279.5,196.9265533,2209.529194,39577.3698,16313.47812,110928.0495
337,623.417,18.5485,0,0,0,0,0,0,0,13262.68664,0,0,0,0,0,0,0
338,515.3367,16.2598,36.6,0,63.861,359.7135,318.5615,157.1677422,265.5547095,9479.575371,6074.166138,376.3786547,145.912,739.129,893.3815327,852.437418,20467.54338
339,471.3467,21.4167,16506.06133,294.285,346.22,6467.903079,964.2302393,16434.39189,276.985,13589.90836,1007.37845,20185.89141,1476.858066,4112.014678,2572.84041,10623.04276,15922.67251
340,143.0321,2.6818,6799.024743,1308.111839,9145.409735,3999.384947,2865.682961,252.6035,955.7755,5931.521481,1674.679295,4023.450816,2853.871644,1351.34628,2778.141148,766.7513687,2039.129886
341,295.1312,10.8271,3810.676691,3031.324794,3351.209279,3052.720169,19010.70126,43638.22698,5005.434407,5977.166984,27288.61897,38411.30186,126053.1003,135476.8707,22621.24215,79731.38449,20941.3582
342,316.9915,4.5132,6011.506699,1000.616223,29140.62358,970.8128027,263.0217773,23.696,1311.144525,19810.46189,13182.8758,0,2387.294716,48.7575,1232.29803,2581.417441,47.268
343,830.4745,24.5934,18410.47744,16187.10727,2972.624419,9233.282334,10064.96953,5536.613145,41.86,10535.24219,5965.271367,12073.90771,20244.68223,5656.5829,16058.37422,11921.68689,8647.388823
344,501.3577,19.2775,399.63,200.3351035,127.27,1706.728176,229.78,338.4730185,3781.63772,5385.802061,5015.960793,127.19,35.17938995,611.6320184,2136.265909,791.8533649,3058.254407
345,483.3465,20.6317,154.1777829,0,292.8304172,2122.936555,315.41,403.495,0,9901.687734,2659.67875,1149.707244,645.9108856,3116.203159,10343.64277,10083.00208,38330.78617
346,305.0279,4.2701,984.2430146,4111.715899,7529.308413,3424.798915,4588.895436,744.0582957,689.8002797,5805.98857,20394.06436,168.3094623,17590.87434,261.1818539,36030.90117,8942.222941,34.68
347,469.3318,15.695,40.288,50.1575,124.0815,237.88,1411.842824,284.0936592,288.0156358,9949.648896,1143.396452,389.132183,160.5135,172.7872109,1504.865099,7256.484646,7095.835698
348,219.0481,2.5207,3596.036587,1292.580183,12235.64436,4683.861328,1562.616695,434.3669426,874.7522657,6549.288094,1146.942982,704.6243269,3081.129023,2138.856124,1524.980187,617.2205,1422.431968
349,487.3418,15.511,68.103,80.4555,63.405,118.475,945.9798724,253.3291565,340.7199557,16118.60259,2294.069804,437.2953326,142.636,239.41338,1727.689434,2931.309191,10590.74173
350,633.0725,3.0431,7731.851211,989.2920547,6506.863531,5176.728331,70.9325,231.6441104,0,1981.1055,121749.1098,0,1229.00103,29.589,26678.26819,65.27879822,38.7625
351,663.0833,2.2125,108.2675,36.9425,2430.228014,106.492,21.109,26.39,0,41.2695,57335.1273,0,422.9949713,19.356,9094.756972,0,6.21
352,815.097,3.8967,139.0625,24.42,2652.963434,359.9987315,42.99,6.032,0,199.4225,101891.7718,35.9295,29.812,17.78,2604.001145,12.6,36.309
353,467.0363,4.0111,1868.524817,1281.086567,4224.732938,4394.954458,56.7375,69.224,33.06,1954.143944,101724.0135,19.344,1044.597872,0,10982.33611,10.998,24.21
354,935.0837,3.993,553.9228121,384.32,851.0234067,2033.562954,31.031,10.6785,0,703.5724143,90708.53437,0,292.9905,21.008,3436.799635,0,0
355,801.0822,2.8734,101.9905,42.33,559.6446154,63.9480108,0,0,0,40.0497261,31931.07932,33.09,120.786,0,58.4691579,5.2,0
356,407.0421,3.8973,105.316,54.522,1106.445342,261.637,33.285,0,32.062,7.7055,49312.79592,10.17,487.209,25.721,1876.80168,84.749,47.889
357,629.1869,5.3258,33.255,0,0,61.27,1133.122459,1874.034189,742.6442765,305.7243268,26241.61924,3155.52733,5988.260248,720.1591163,16877.26748,719.2304683,0
358,815.0982,1.8964,75.33342972,148.592949,5920.566973,360.2831302,0,0,9.595,114.8962262,29070.41377,17.644,363.2624146,0,2098.754226,29.7945,0
359,827.099,4.1197,2555.538706,1760.094983,201.29,2324.096367,34.25,0,10.71,1051.935739,17758.35826,36.918,8254.081527,11.58,5880.691437,58.925,13.932
360,967.1072,3.876,215.18,184.0425,10913.33737,218.3178783,15.435,84.64,29.859,111.4880209,17816.3062,20.862,25.984,0,8988.662724,9.171,0
361,468.0441,4.2809,1577.485,2982.432444,2199.475627,4698.916318,42.2205,26.697,116.894,565.148292,21779.94418,15.457,4456.791086,61.215,9909.665444,201.824,46.984
362,316.0317,3.0683,2077.441816,93.936,838.8275,1770.212826,26.28,0,0,662.9211685,25369.48256,33.775,57.1225,29.9145,6852.519956,22.08,0
363,469.3311,18.4334,21.195,0,33.005,189.43,38.85,223.9863698,217.39,2095.759095,21315.31195,424.8551776,64.51,11448.98231,1156.264268,6477.354954,9349.15416
364,533.3846,17.3675,368.450238,291.31,31.08,824.083656,2360.513795,1097.866707,62.73,943.3485089,16433.15936,906.1446619,1184.111336,3594.411459,15801.42761,9091.498916,18389.72242
365,482.0405,3.2564,287.57,248.8235,7868.43416,351.692,34.4625,32.781,19.8535,1330.486497,25665.19638,59.5175,89.114,27.0125,2753.333,30.198,0
366,469.0505,4.8565,7287.0377,4679.437211,6702.225666,9277.917589,567.4155022,351.833,146.991,4964.026227,9699.232166,42.2385,8923.196797,263.7225,26475.06447,564.616,76.682
367,967.0512,5.3121,95.04,0,1552.626238,60.025,0,46.5405,34.18,0,15095.04734,0,1035.18,0,424.7680583,0,0
368,558.0456,4.5496,194.549,256.894,7369.591998,1537.486278,29.376,24.108,41.0515,201.5305139,30907.25438,64.814,33.694,39.411,3688.706709,78.732,45.556
369,325.0179,4.3881,309.3531547,261.091319,2753.628907,189.6782211,517.1025815,12.735,148.3534161,4029.406842,12810.87551,0,3928.24898,46.6125,9892.449492,419.904,37.9055
370,378.0404,2.8104,67.464,35.574,583.6105,42.7385,88.3225,14.49,27.353,53.284,11593.472,33.4325,54.107,0,125.076,7.28,0
371,635.0891,3.8617,4014.898337,12375.9788,12873.09413,6552.10767,961.2630298,870.5234566,61.233,4293.755649,10222.91469,0,16157.68876,253.559,63132.91142,5417.902576,87.89
372,951.0805,1.7919,26.519,15.717,7606.830142,51.969,0,0,0,0,25811.45366,4.8925,24.456,0,178.7905,0,4.7495
373,559.0562,4.7062,314.105,44.418,342.132,173.9408398,41.847,0,334.0136319,155.115,9713.416772,0,139.311,47.75,2262.776002,49.55020093,39.6125
374,345.0805,1.4034,632.9401982,1374.933863,4392.740187,333.7127088,2075.271166,40.919,21.56843877,1026.727785,22655.74107,36.25,502.439283,30.757,244.6262268,304.9220982,1287.293608
375,501.3584,18.71,184.6526788,55.16,90.09161865,370.2750732,2215.161182,462.8980157,620.3716559,5314.814604,15888.56304,1221.946769,2411.720481,4087.692644,7945.41738,26260.10277,63455.85414
376,487.3773,17.3809,81.9,114.11,0,760.3662305,1119.987827,93.60665192,22.14,76.95,10898.93057,371.7383698,462.6141669,2391.134427,8916.908774,15013.08045,13296.37312
377,453.335,20.4272,59.475,29.2,80.64151123,477.9211856,2360.650298,391.0429834,128.375,2902.862255,8609.348203,1180.201807,975.5351147,1552.152332,6507.541599,19536.76955,26416.19334
378,685.0655,2.239,64.593,0,190.2774602,138.1,13.689,0,0,19.344,7763.616172,0,48.285,0,1601.233687,5.796,5.782
379,327.1219,6.9756,1116.823714,493.0336453,5389.890544,383.913,3197.500125,343.0947617,889.8631053,1837.995988,6255.212398,1720.45205,4296.483465,481.968692,15177.14434,7066.196646,1743.883013
380,485.3272,13.3647,0,36.6465,36.597,161.025,63.91,224.2542746,253.6434354,1313.71449,5688.82527,278.835,161.925,524.7876881,1714.731893,880.7154181,6749.385725
381,325.1059,5.4831,10044.25421,14063.91603,8236.435598,2657.039337,3656.700797,1374.66932,11673.01983,3262.051688,12448.94345,18990.05619,11607.0312,9033.577277,6161.371763,50314.22029,10438.68997
382,400.032,2.8101,64.4395,20.034,494.402,16.896,0,7.885,28.22,49.288,7175.736219,18.7405,43.9,0,68.629,0,0
383,663.1443,1.183,16.12,0,1905.898571,21.9095,769.3932404,0,17.388,25.553,13559.07218,4.8185,934.2005721,0,9216.239328,39.47787634,0
384,483.0762,2.7794,5283.380325,4451.600683,2450.495997,3013.381621,3027.878158,681.7697634,381.9732648,1703.730268,5189.03947,38.0975,11196.23033,253.3668994,126191.9451,5425.271931,387.5602133
385,927.1132,3.4988,0,0,0,0,0,0,0,0,6968.97691,0,0,0,0,0,0
386,499.3424,20.4201,72.04507736,380.6915515,156.8366162,340.5275494,4845.342795,1112.890515,177.0715714,2070.604678,7400.918145,2666.306528,1451.292126,1728.578315,10788.81406,20423.70576,34585.74354
387,794.0652,2.0743,0,0,0,0,0,0,0,0,10261.54533,0,0,0,0,0,0
388,953.0923,3.3269,150.6625,33.1895,4031.230411,247.874807,0,0,15.21,11.913,13858.05228,0,0,0,393.1872452,33.852,0
389,633.3786,15.7842,6144.897154,739.3987313,1103.260379,6374.833545,2494.120185,29855.96303,1019.111648,139.4057034,103.4233164,28817.73146,357.0218276,2415.553345,299.1647133,1241.869863,206.302
390,337.0909,2.9598,24970.21189,1785.950623,886.6046803,6279.639571,6978.228023,11154.60748,4363.103,82.48521539,5069.727425,28240.10501,1164.8543,185.6385,9876.723328,5169.762113,4816.860625
391,295.0789,3.3697,13.7295,16.8135,70.8275,0,860.5004478,10705.76675,99.9,288.313146,843.1705129,24911.98191,10079.54229,42.672,269.52905,2144.794875,150.5036529
392,561.234,7.6725,19.74,27.982,35.538,33.251,39864.01846,5851.173225,16501.03854,24.07910111,215.9255157,12469.92298,11785.37628,43.89,2391.470836,6199.703955,0
393,499.414,23.8568,0,0,0,0,0,0,0,0,0,36887.89844,0,0,0,0,0
394,1207.825,18.6062,699.3479663,0,0,226.3630408,51.06,7209.829932,0,0,26.64,32779.52361,0,6440.41088,26.1,32719.54213,40.5
395,299.1628,9.1203,40258.81866,767.3548284,315.1415,44874.74521,6812.261812,10315.41839,5499.036104,644.0159211,6832.83109,12381.65887,19273.53525,18737.45983,11579.77271,25110.63787,1428.677195
396,1015.388,4.7821,19.998,0,30.204,0,0,27816.66344,0,0,55.195,10189.65267,65.1255,892.9234595,34.1875,747.586318,20.6115
397,323.1263,9.4989,565.3452627,163.5705331,3877.446377,142.605,4303.736952,8395.687854,9359.351017,5122.876458,8098.587613,11820.62142,9250.542929,13055.71127,5862.478209,27333.23987,5759.904555
398,211.095,9.2536,1190.277842,2166.548532,34.24,868.2835884,108.289,1628.159413,0,59.254,32.38,8928.335411,637.439,2956.748125,167.354,507.25914,252.3520706
399,375.1421,5.2858,111.8735,42.5865,0,17.094,1050.261079,8362.816365,12761.1532,318.4418229,117.328,8278.346308,519.7943942,4992.793494,711.775,4752.86759,92.08233441
400,327.1212,5.3993,958.1659532,7539.709603,1330.952542,1254.082989,2095.651401,1914.463105,7388.068256,1945.174083,12487.98822,16368.42261,20355.67796,13039.70798,5742.65303,40429.74625,7499.151079
401,137.0216,3.0592,960.9357842,1986.580473,120.4983567,365.4243069,7149.925876,9695.669363,13764.89693,8389.402622,317.2545197,6830.120117,2192.853667,15886.07438,1959.213954,13551.8006,3749.774952
402,461.107,7.5137,33.046,81.67660529,112.3235,20.28,39667.04339,1906.262473,107.4005,919.185689,1628.830991,812.4155338,77320.51677,1398.758125,86885.34,18907.55267,3222.572243
403,923.2277,7.5197,34.9875,0,17.93,47.7015,2370.956706,0,35.378,33.24,26.697,43.392,27145.97792,0,30897.94505,450.5137745,51.542
404,699.3816,14.341,4622.650994,38870.12089,1101.337143,12420.31091,73215.68397,2988.832335,132.855,64.06702315,2576.321329,7957.955872,30950.60006,178.1755,18643.52523,16592.36979,6017.978399
405,383.0595,3.8549,202.6610718,1758.877,958.1891787,157.0697802,8477.373509,193.5665,68.8917106,1058.650657,6594.890723,121.3915,18758.99867,47.731,21965.22004,5085.352549,227.0225
406,313.1414,7.6315,990.5947985,789.5855126,306.2930728,374.6066399,225.4515,547.5958066,770.9133276,405.0136941,7265.581812,1661.439328,17756.23039,1399.770703,7530.857761,13662.18686,2280.427502
407,955.2202,6.7023,42.126,0,31.0575,0,277.684,67.0995,0,16.4565,61.712,0,21235.81031,0,72.88911694,45.071,28.847
408,787.1017,4.4563,1603.488414,6728.576066,348.9102869,1654.536028,142.911,140.112,79.362,321.354,3247.932006,43.328,20725.48781,74.095,25606.51909,201.3448799,55.35
409,541.0826,3.2602,914.6819084,694.1469979,43.53,270.3581168,333.2197222,213.6875,349.1874468,2733.888169,1203.440273,102.03,20672.91333,93.474,6180.361474,1340.780366,0
410,483.0765,1.8859,4954.355061,4910.699042,5823.6441,1908.375619,642.3608124,148.317,740.7422292,2139.382462,11924.17136,73.78880902,16503.16554,702.2313288,21006.86999,1199.162473,41.9305
411,541.0819,3.477,953.0837542,214.398,109.44,181.6603925,316.6705735,41.536,302.6194895,3905.244803,2009.370534,74.983,12038.84451,96.631,8172.934862,545.014442,0
412,505.3014,16.319,1239.710307,10112.94278,811.1761655,3402.854713,47338.19464,1965.035407,64.48,197.8309445,481.431,4432.232605,18753.61075,91.6365,25817.38449,11894.22092,8668.765072
413,369.044,1.9933,590.7682211,1142.057895,603.842,377.7195,2950.418857,156.17,252.966,582.4471134,4774.4425,33.372,8969.391105,64.4385,29258.45612,1816.778129,21.2695
414,515.0446,8.9461,413.9642397,1043.668408,844.7774521,29.997,1270.903318,17.745,142.6515,301.2540821,706.8407378,50.0055,9874.483949,17.7625,1682.458899,1801.908045,444.5426765
415,313.1424,6.5948,154.1425,38.3955,34.0685,95.209797,655.9167889,201.324,113.766,263.089,7465.561593,772.247433,10463.27163,1229.147168,16661.36198,5557.778823,529.5772214
416,427.1806,3.3751,543.6724149,3637.831378,0,237.588811,462.0064626,90.4155,436.2128637,12.204,0,599.0815,17870.11791,263.981853,2749.083887,1037.316528,318.828175
417,845.1092,5.2058,293.72,2806.966847,57.61792181,58.1955,114.7965,0,0,66.4355,295.74,0,24105.75148,89.8405,1270.561881,372.913,0
418,529.0948,7.5014,33.165,0,18.744,31.551,6852.280889,296.359,27.19,108.410129,275.416,69.09,10494.55694,218.7938315,12100.24433,2682.822764,222.780951
419,269.1365,4.3996,4223.164117,9147.715773,88.58929364,1786.659014,3500.997046,957.132,2634.782973,0,65.2495,11754.00934,7168.215998,1454.871452,10122.87636,5437.656969,3040.25093
420,619.2344,7.9912,0,45.4275,336.5864546,39.65,2314.0615,154.5359963,158.0935,3132.118813,4560.590864,2936.714664,8366.809652,440.964,145.044,1398.349181,371.84
421,483.0769,2.354,1129.0915,436.334554,771.5412638,226.2132855,1586.903931,386.0134326,127.386,1702.784373,3085.738057,128.9495,8256.338027,88.8725,99070.7313,3881.856975,24.4
422,537.327,16.0939,497.6068145,2843.416744,656.6490479,1231.10884,16984.5532,1226.753028,123.555467,3022.862217,424.7764988,1223.593888,16831.15431,261.731,6737.882682,1543.232069,3254.799674
423,1187.533,6.8319,0,0,0,0,0,0,0,0,0,0,0,38183.30984,0,0,0
424,459.2002,7.4176,4219.586555,1949.029921,346.0038434,5403.165252,875.6334927,1811.250229,1739.712133,24.765,374.1163405,2819.44061,778.0164553,13060.07821,29484.57458,10104.89807,3280.158216
425,297.1472,9.7375,4983.88525,123.356,1061.693631,160.7396285,306.2395256,328.4925,952.9763691,163.9145971,3987.577857,1393.688462,3284.715167,18743.01882,708.7687617,22778.68428,447.124
426,457.3321,12.7169,1184.242866,73.2545,1990.134077,1820.165575,12.3765,777.8479229,314.931,26.336,146.6345,7903.313911,388.5305,28087.60267,34.656,1234.398084,106.0705
427,517.3534,14.4098,418.5616045,330.3919701,689.6407184,554.1102282,193.7137207,196.9533604,728.4596937,16298.48475,335.7635,1348.689325,178.4635,12728.84053,1968.182493,2340.327058,3573.405564
428,637.2498,6.2129,30.381,35.684,0,77.112,40.99505956,2583.483431,1886.698434,38.974,22.24,1367.277339,42.432,10019.32181,146.357,3431.077854,64.8955
429,304.9125,26.2037,39416.25886,7718.861664,135.4489502,7584.023872,33566.96347,28081.36673,294.8846576,25836.6641,41440.24125,37.95,40984.52688,10255.51837,31650.38754,20284.31137,7079.403735
430,453.3361,19.6133,1063.165,72.4,811.8568652,7885.662285,5639.708438,5759.954467,2245.915715,1773.823357,7903.337607,8055.487059,2985.404657,18120.1495,88260.38504,62294.29687,150484.0988
431,959.4005,4.8431,0,0,0,0,0,0,0,0,0,0,0,13438.28325,0,0,0
432,567.2093,4.9187,4735.90399,111.9949655,477.8984142,6963.19678,181.387256,6103.359026,11468.32242,34.9635,243.8193361,5461.242232,103.3735,9346.298076,580.4960455,7863.480199,501.0133872
433,591.2435,6.9301,148.692,34.358,19.456,156.3835,48.93,129.2341306,350.1843509,26.829,20.061,164.9535,93.5755,6665.001582,183.5833727,2833.582742,135.5798304
434,509.2028,4.5707,802.7261815,288.7202585,0,0,1005.43176,1838.655748,5761.920162,57.0605,47.082,1942.464851,971.0143895,12267.8325,270.2140576,7017.304274,192.7094999
435,507.186,3.3772,69.867,100.3455,0,19.57,157.355,84.906,1651.919682,15.27,168.5065,770.6577935,27.7625,4725.648813,1520.641473,4740.419365,615.9844344
436,561.195,5.9772,51.382,99.687,94.094,57.435,5209.440712,14429.82458,14563.57441,365.2165,5625.196781,17696.44594,5681.55821,16152.42476,853.8034895,6557.065338,46.508
437,540.4916,20.5532,0,12428.22021,3202.970493,4778.977712,37.845,8457.009595,0,622.9856305,20372.37621,10264.05732,6099.975811,8385.025918,4454.49425,0,4244.519453
438,1057.755,18.5858,0,0,0,0,0,0,0,0,0,0,0,6362.893491,0,0,0
439,283.0588,10.2229,235.4994247,80.24,352.1365432,3288.518818,4322.716854,1535.99779,2728.939254,318.4645206,611.7484213,1739.245461,164.1293987,2306.029515,65936.54025,39618.83733,50981.90307
440,785.0869,3.8269,878.5866699,836.3581616,1993.919761,287.8024451,34.392,186.986,0,240.565,9405.239855,54.473,3017.473966,0,28785.3868,268.9624283,0
441,313.0687,9.249,126.7855067,62.0475,149.1922605,2345.443038,907.1417017,1290.952011,751.8356968,18644.35945,2168.842716,360.6581418,140.866947,5313.188059,14197.7847,28359.80367,244220.2582
442,845.1796,5.32,0,906.1354503,0,23.8095,4500.69267,0,42.725,0,0,258.048,7022.673583,93.898,18875.35523,394.6705,10.422
443,629.1858,5.9751,53.8815,0,60.825,13.671,1210.36735,1430.986576,2411.19741,679.5499263,4880.977643,2297.381815,1558.097834,3209.296483,18799.35665,2367.757735,14.949
444,491.0825,5.437,707.7834266,11411.53248,567.7969834,490.9796208,3596.240701,281.6637249,188.9074896,257.6822959,333.4935,361.3041465,921.6002158,1002.555101,17762.96878,7719.619416,280.8089714
445,469.3319,16.3317,89.8035,0,455.4825928,1408.769615,1681.041,868.2565704,2720.281541,4533.567639,9386.05577,1603.384044,61.8825,2118.593682,17700.3578,70720.77339,168796.9438
446,535.3642,14.4257,2082.530671,10620.64518,357.740285,1021.110633,922.8377715,767.8605,354.6006161,362.5431732,219.1196071,226.788,356.5771277,3279.437512,10160.89665,53856.60366,69102.09684
447,857.1092,4.5548,164.0585,1654.961108,33.7255,302.4717975,22.212,42.566,0,141.0735,11927.2271,6.36,208.0658247,23.837,11071.83223,46.143,16.9575
448,392.0368,3.8319,456.5106263,263.523,1236.523951,523.6728284,226.5455,57.81,60.09,750.8383436,12112.34293,47.7825,2038.741982,0,12628.37719,205.532,42.22
449,633.077,2.3908,13594.5549,2414.091075,10436.42359,6216.884525,21.8295,192.654,57.8175,2807.363886,54419.99193,0,4538.238233,33.24,20700.07217,211.2392878,0
450,473.3628,14.8278,718.8108102,33.816,37.168,3720.837192,396.8511318,1280.055678,779.4931274,4250.137645,248.00064,1919.810108,411.4575543,7019.860856,10448.71633,46638.23073,158797.3347
451,311.1262,8.0301,196.207,1146.909,355.6061072,60.564,5067.921043,741.3099294,905.807127,1925.101092,8792.676417,5513.056162,14819.96805,2618.951268,10272.4196,4081.893003,1803.556027
452,655.0571,3.5133,1568.514818,1779.155854,3811.730704,454.7910081,91.63627835,147.226,45.136,1475.596644,6216.150731,0,8693.250205,36.139,21955.93662,131.2799695,15.372
453,505.0567,2.7807,693.0984889,459.6576891,267.860159,478.0678641,657.0817616,310.501,182.0225,104.3167859,1231.937,31.9315,2207.514863,73.68,19465.3681,1195.152464,75.0975
454,549.3786,17.4975,1175.664209,1507.993474,982.7203436,989.1066907,388.72,354.63,164.385,723.0623376,2709.578513,138.1980743,125.42,661.2980774,9394.518193,7885.000342,67379.24557
455,329.0271,7.0987,4131.741036,1131.785273,1061.906244,14789.71304,6039.741293,283.999,3253.639841,2229.470861,1310.839312,1026.810661,3333.606773,3607.173055,5301.233752,1357.920618,251.7419046
456,563.3951,19.088,2353.666716,396.3159052,40.515,340.0777197,708.59,134.095,29.835,256.231582,105.2217389,37.26,0,851.4597961,8745.531592,4709.758357,37921.55891
457,519.3679,12.7425,109.3925,203.7035,124.9399183,874.1315,522.7573291,183.3651626,234.9777354,1770.409507,477.211,389.5934132,92.98,1801.741519,9736.296223,44959.26309,150242.6077
458,485.3267,15.2657,147.2820595,0,50.9355,58.58392548,833.6030679,632.339254,344.5002598,1217.998626,2601.105852,429.1156538,53.361,982.0077338,9882.040849,22637.85777,23049.88378
459,577.135,8.6129,546.3104614,2625.366144,130.8915,290.4784128,13523.43205,58.7225,281.5515449,722.1958262,19.44,1152.037743,20336.6027,187.3741322,5462.365195,5178.797772,0
460,505.0582,2.6055,177.724,63.441,190.026,111.4575832,212.272,135.7222857,19.228,97.93903864,598.1027509,22.7475,2253.333902,37.933,11406.59676,1065.830487,54.876
461,331.0644,1.481,4101.241707,3896.884659,618.8796909,2224.429446,975.9475305,61.07667896,873.6141551,237.169651,1568.222417,255.0596406,3122.269633,1009.338527,12133.4792,2919.360446,190.1291258
462,519.37,13.2227,69.9255,60.69,168.558,821.0825752,163.3412321,251.9086177,100.1283238,712.2329014,326.7880243,196.0600687,49.8185,658.803174,5319.5466,32441.24582,120138.8851
