"shared name","IDs","cor"," p_value","Af-T","Af-L","Af-F","Af-B","Ah-L","Ahv-T","Ah-T","Ah-F","Ahv-F","Ahv-T.1","Ahv-L","Aj-B","Aj-L","Aj-T","Aj-F"
"202","477.1756_5.0428","0.581138296741607","0.0230862105805129","0.0007955016","0.0006035340","0.0022037756","0.0015112555","0.0521279243","0.0944759008","0.0418883726","0.0067984938","0.0258120461","0.0557425095","0.0264245165","0.0773806660","0.0316357176","0.0320752256","0.0001232809"
"203","347.096_0.869","-0.000829223604966758","0.997659874179196","1.205967e-04","1.302503e-04","3.835970e-03","4.169901e-05","2.353677e-02","3.992640e-05","2.857625e-04","5.256262e-07","1.122517e-02","7.155786e-05","7.689858e-03","2.849435e-06","3.728078e-03","1.039754e-03","1.524719e-03"
"204","173.0424_0.8671","-0.105798549254513","0.707464154517956","0.0010851665","0.0023890130","0.0073739466","0.0009026842","0.0236372778","0.0006310792","0.0016211839","0.0004039400","0.0136350820","0.0013266578","0.0124453829","0.0006610150","0.0062813023","0.0025903790","0.0034114033"
"205","327.1211_7.3428","0.474280840295507","0.0740693779334301","0.0002207662","0.0001975953","0.0007409716","0.0004550036","0.0389257587","0.0352671393","0.0739743782","0.0031914835","0.0015337316","0.0173746058","0.0044048128","0.0056536950","0.0082694324","0.0442270599","0.0006136343"
"206","463.1962_6.3097","0.536848254785159","0.039071339692822","4.022927e-05","2.657686e-05","1.155040e-04","9.411549e-06","1.324283e-02","2.173633e-02","1.482390e-02","5.455798e-04","1.089751e-03","1.232128e-02","1.872001e-03","3.828113e-03","9.450466e-04","2.225577e-03","1.011452e-05"
"207","559.3113_13.8498","0.0222614351826024","0.937233665519353","6.487732e-04","3.590300e-03","3.022334e-04","9.433351e-04","9.106787e-03","5.447847e-04","2.365961e-05","7.663764e-05","4.991983e-04","2.601837e-03","6.297851e-03","1.256814e-05","3.471232e-03","1.266990e-03","8.625600e-04"
"208","345.1324_5.5236","0.503183946316207","0.0558737162810108","0.0002390620","0.0000286693","0.0000619932","0.0002372879","0.0073106932","0.0074031055","0.0210325631","0.0014909886","0.0005575202","0.0123364744","0.0018233916","0.0074971301","0.0034715812","0.0063294291","0.0001512565"
"209","153.0159_2.3422","0.0343421291804034","0.903293254989878","0.0001618358","0.0018195442","0.0008786855","0.0004739664","0.0137335855","0.0004522265","0.0012973517","0.0050038073","0.0017816827","0.0010296795","0.0251384440","0.0036664987","0.0027535611","0.0022945487","0.0014176823"
"210","297.0585_3.5453","0.233930237282297","0.401388405838875","4.172165e-05","1.790139e-04","8.563190e-05","4.193964e-05","6.276517e-03","4.484524e-06","1.475057e-05","1.945448e-05","2.068202e-07","5.381302e-06","6.390573e-04","6.106135e-06","8.277219e-05","4.044591e-06","1.807972e-07"
"211","461.1799_5.6597","0.553380247030379","0.0323592703556737","3.056519e-05","1.043236e-05","2.358375e-04","7.800738e-05","7.386737e-03","1.374804e-02","2.184043e-02","1.204250e-03","1.433987e-03","1.087690e-02","3.762090e-03","1.278930e-02","5.441081e-03","1.034045e-02","4.660176e-05"
"212","193.0473_6.0595","0.267828022740795","0.334498169401011","2.134699e-07","2.466484e-07","5.246747e-07","2.416936e-07","1.200312e-02","1.626212e-07","1.833417e-07","5.256262e-07","2.068202e-07","1.830873e-07","2.868456e-07","2.182555e-07","2.198751e-07","1.609595e-07","1.807972e-07"
"213","955.364_5.0408","0.531253503602526","0.0415622144655435","5.664316e-06","1.181902e-05","5.246747e-07","2.509746e-05","7.561244e-03","7.272429e-02","2.649837e-02","1.853358e-05","3.158197e-03","4.501257e-02","1.862412e-03","2.620105e-02","7.832969e-03","1.452042e-02","1.807972e-07"
"214","493.2063_5.9546","0.529397605330829","0.0424139776453418","1.892542e-04","9.862024e-05","1.030236e-03","9.524405e-05","6.022983e-03","6.584736e-02","3.083160e-02","5.334882e-04","8.496005e-03","4.921133e-02","1.173918e-02","4.598033e-02","1.439620e-03","1.047241e-02","6.608895e-05"
"215","433.0752_5.1618","-0.188712455108576","0.50058748097687","3.743704e-05","1.212232e-02","9.122151e-05","2.580627e-04","5.372534e-03","3.995720e-05","9.951894e-05","3.378383e-05","1.099251e-04","5.357927e-05","1.427558e-03","8.939528e-06","9.423770e-04","6.530593e-04","2.051533e-04"
"216","311.0743_4.3781","0.236524029105746","0.396036127820442","4.261222e-05","6.930943e-05","5.246747e-07","2.855610e-06","3.463733e-03","3.290803e-06","2.870581e-05","2.800562e-05","2.068202e-07","5.246275e-06","5.426897e-04","1.380204e-05","3.519804e-05","3.573374e-05","1.807972e-07"
"217","285.0593_2.6572","0.627072968582122","0.0123481866197942","4.071151e-04","2.844184e-04","1.346829e-04","1.587379e-04","7.321209e-03","2.597237e-04","2.192601e-03","1.021989e-04","2.068202e-07","1.912301e-03","3.830771e-04","3.262589e-03","1.537389e-03","4.949205e-03","6.435529e-03"
"218","447.2015_6.8752","0.267692472188095","0.33475224722935","2.271569e-05","2.466484e-07","5.246747e-07","9.582789e-06","3.923257e-03","1.626212e-07","1.287462e-05","1.289564e-05","8.959449e-06","2.003396e-05","6.786767e-06","2.182555e-07","1.041010e-05","8.415769e-06","6.605606e-06"
"219","439.1803_4.1669","-0.0939988436575629","0.738974723601897","2.494420e-04","1.959591e-03","1.150981e-04","2.573847e-04","3.631842e-03","8.644195e-05","9.922348e-04","3.374152e-05","8.020072e-05","2.119668e-04","3.746680e-03","3.589267e-04","1.954443e-03","5.691084e-04","7.100811e-05"
"220","227.1267_8.3055","0.267085166488802","0.335891930592188","2.134699e-07","5.848033e-06","2.133616e-05","1.022606e-05","4.264258e-03","1.270560e-05","8.759609e-06","5.256262e-07","5.393663e-06","4.343197e-06","1.245914e-05","1.818614e-05","4.683339e-06","1.609595e-07","4.432966e-06"
"221","527.284_14.0427","0.0565494690226876","0.841344905431754","9.610195e-05","1.179229e-03","7.068496e-05","2.818862e-04","4.313815e-03","1.599055e-04","5.946450e-05","3.256254e-05","6.889507e-05","2.536327e-04","2.482970e-03","2.565168e-05","2.078861e-03","5.316266e-04","8.659084e-04"
"222","397.0765_5.3293","-0.209910196714328","0.452727211003524","8.078382e-05","2.622619e-04","8.816599e-04","9.983191e-05","6.090136e-03","7.383310e-05","3.810391e-05","7.489540e-04","2.583021e-03","1.830873e-07","5.055278e-03","8.577551e-06","1.419864e-02","7.702931e-04","2.424020e-05"
"223","311.1262_8.393","-0.00635696953484592","0.982061502895129","0.0012206482","0.0017648497","0.0003054678","0.0006875451","0.0022366489","0.0020030875","0.0130854576","0.0043804391","0.0024579545","0.0054391229","0.0300712948","0.0026002619","0.0010116179","0.0061183079","0.0008723399"
"224","357.1169_3.1552","0.563541537234285","0.0286884184054582","5.380516e-05","1.205946e-04","1.498943e-05","1.024237e-04","3.717423e-03","1.102176e-03","1.109777e-03","2.661687e-04","1.003860e-04","2.715566e-03","1.916850e-03","1.521556e-03","3.472820e-04","1.001226e-03","3.559265e-04"
"225","789.3521_12.4152","0.141546716280924","0.614827326126836","2.134699e-07","9.103954e-04","3.918270e-06","2.416936e-07","1.915097e-03","1.626212e-07","8.438761e-06","2.296793e-05","5.294596e-06","7.228287e-06","8.025940e-06","2.182555e-07","9.043682e-06","5.924115e-06","1.272015e-04"
"226","369.0789_1.0071","0.218259505967656","0.434524073797498","6.388299e-06","3.494268e-06","3.555904e-05","1.545631e-06","3.361550e-03","1.281537e-06","5.566621e-06","5.256262e-07","3.427631e-04","4.483625e-06","2.818858e-04","7.425053e-06","8.438894e-05","4.932646e-05","3.291232e-06"
"227","389.1783_3.7754","0.469623171205549","0.0773568665784679","3.358228e-05","1.372576e-04","5.246747e-07","2.639967e-05","2.118057e-03","2.280263e-04","1.278280e-03","2.144108e-05","1.040413e-04","9.461950e-04","5.504060e-04","3.889663e-05","1.244383e-04","5.907753e-04","5.779185e-04"
"228","367.101_4.2556","0.249697740289381","0.369444679731148","1.001216e-05","5.186152e-06","1.538871e-05","6.769959e-06","2.302397e-03","3.376586e-06","1.833417e-07","1.234748e-05","1.038237e-05","5.550291e-06","2.179410e-04","1.053476e-05","7.060189e-06","3.526140e-06","2.293231e-06"
"229","477.1031_6.7161","-0.14989931186273","0.593880943837347","2.134699e-07","3.406831e-06","1.820979e-04","2.416936e-07","4.833749e-03","3.468453e-04","3.938218e-05","4.324951e-04","1.479172e-03","4.842363e-04","3.571396e-02","5.564992e-05","2.340483e-03","7.594119e-04","7.259493e-04"
"230","577.2698_14.1046","-0.027339017816893","0.922952935208869","2.134699e-07","2.231082e-03","8.589449e-06","1.806397e-04","2.740256e-03","3.303171e-05","1.839096e-04","1.632726e-05","4.246800e-05","5.923436e-05","9.782120e-05","3.774184e-06","1.190946e-03","7.069503e-06","4.364971e-04"
"231","325.0899_4.3556","0.0086272361997604","0.975656639583858","8.121835e-05","5.350571e-05","3.956781e-05","1.522138e-05","2.473807e-03","4.225286e-05","7.996339e-04","2.781508e-05","1.090478e-04","4.431893e-04","4.788134e-03","8.241452e-05","1.232662e-03","1.242748e-03","1.239561e-04"
"232","713.2967_13.3735","0.00390511207776422","0.988979800403188","7.003093e-06","2.466484e-07","1.603812e-05","1.014207e-05","2.225374e-03","3.194857e-05","4.397012e-05","3.165242e-05","2.215309e-05","1.490349e-05","3.483823e-03","2.138124e-05","1.218909e-03","1.052555e-03","1.400093e-05"
"233","699.3814_13.8725","-0.099351918720463","0.724628525014244","1.581550e-04","7.297908e-04","4.895559e-05","4.796952e-04","2.069924e-03","1.356837e-05","3.374099e-05","1.186154e-04","2.569868e-05","1.273447e-04","2.260661e-03","2.362518e-05","8.914183e-04","3.194462e-04","9.453197e-05"
"234","571.2898_16.5246","-0.306146102214636","0.267106791854459","2.134699e-07","4.908743e-03","1.020840e-04","1.136684e-04","2.098760e-03","5.938200e-04","2.266172e-05","2.966126e-04","1.395877e-03","8.152877e-06","9.345139e-04","8.371409e-06","2.541318e-03","1.285898e-05","7.815306e-04"
"235","655.2554_7.3417","0.507437993788419","0.053501510788201","7.072257e-06","2.466484e-07","4.006232e-05","2.919417e-05","2.786849e-03","5.675741e-03","8.002363e-03","1.121555e-05","1.058092e-05","2.584419e-03","1.065839e-04","7.736324e-04","4.519639e-04","7.278188e-03","3.152380e-05"
"236","545.1628_5.0493","0.193260118094397","0.490125881261084","2.236638e-04","8.862720e-05","1.894603e-04","1.651986e-04","2.876525e-03","1.867498e-03","1.173185e-03","1.088372e-03","2.399217e-03","1.862128e-03","3.360904e-03","2.735370e-03","3.972504e-03","1.935674e-03","9.238013e-06"
"237","225.1103_4.1803","0.396426840384324","0.143496439049365","7.138342e-05","2.621205e-04","1.171598e-05","1.122968e-04","3.336078e-03","7.187495e-04","2.242746e-03","5.256262e-07","4.221851e-04","5.104158e-03","4.231947e-03","1.449736e-04","1.611588e-03","3.392101e-03","1.648064e-03"
"238","303.0462_0.8329","0.203270488297303","0.467468210098466","3.436653e-04","2.619904e-04","5.246747e-07","1.056248e-03","1.960419e-03","2.374465e-05","8.562409e-04","3.458384e-05","1.518977e-04","2.338385e-03","2.885562e-03","1.457925e-05","1.359782e-03","1.250476e-03","2.091093e-03"
"239","727.4132_16.5198","0.0436612635004228","0.877214285716124","1.781138e-04","7.850017e-05","4.839992e-05","6.768146e-05","3.120623e-03","9.542360e-05","1.833417e-07","1.191613e-04","5.547544e-05","2.442791e-04","3.443746e-03","2.567700e-05","5.545196e-04","2.662043e-04","4.638432e-05"
"240","625.2501_5.6395","0.493349519203907","0.0616508026543629","1.040249e-04","1.068175e-04","2.532322e-04","6.205192e-05","1.307675e-03","2.152423e-02","1.877595e-02","1.272076e-04","2.287323e-04","9.731948e-03","1.467531e-04","4.904476e-02","5.737147e-05","1.116868e-02","1.226031e-05"
"241","359.1478_7.0128","0.474798215490262","0.0737104936801189","0.0003635539","0.0002332392","0.0016467230","0.0011320752","0.0861121294","0.0355987626","0.1205962996","0.0049727092","0.0100268958","0.0354671436","0.0190659868","0.0361909478","0.0231593952","0.0464602577","0.0066445792"
"242","507.1864_4.7397","0.458769316408165","0.0854203710524214","2.496957e-04","1.825790e-05","6.078094e-05","1.201214e-04","1.514067e-03","3.327640e-02","9.552036e-03","2.582844e-04","2.668771e-03","2.920887e-02","1.942558e-03","5.852850e-03","1.373950e-03","3.681963e-03","3.105752e-05"
"243","667.2406_7.5154","0.379858466882287","0.162544460151706","3.981331e-05","1.783680e-04","6.345887e-05","1.124552e-05","3.304218e-05","1.171594e-02","4.502873e-06","8.192567e-05","3.047000e-04","8.182646e-03","4.478377e-05","4.958475e-05","1.542948e-05","1.061698e-04","5.615651e-06"
"244","471.3467_20.7465","0.676378014381115","0.00562761174896857","0.0003622957","0.0008190058","0.0011606487","0.0014653218","0.0016173415","0.0170386639","0.0015339607","0.0169390936","0.0025659776","0.0282085820","0.0006778317","0.0129692659","0.0010476821","0.0078909110","0.0057649785"
"245","987.4281_5.9739","0.372916246370513","0.171000707034408","2.134699e-07","2.466484e-07","5.246747e-07","2.416936e-07","5.422569e-05","2.656363e-02","2.158367e-03","5.256262e-07","4.128914e-05","4.740930e-03","6.998036e-04","5.490613e-03","6.362635e-06","2.620598e-05","1.807972e-07"
"246","623.2138_6.7649","0.273818237301648","0.323379386961882","3.110029e-05","6.651786e-05","8.573134e-05","3.705985e-05","1.677888e-04","8.783347e-03","3.285006e-05","9.856568e-05","3.016164e-03","1.186860e-02","3.990648e-03","4.450994e-05","6.721183e-04","4.756955e-04","4.999404e-06"
"247","571.273_20.6801","0.68150370002663","0.00514422198837278","0.0001173225","0.0001366358","0.0004682201","0.0008176057","0.0009144899","0.0139115825","0.0085327151","0.0132318916","0.0019707857","0.0151754633","0.0002288210","0.0078318451","0.0003122578","0.0046018518","0.0015731120"
"248","639.2664_5.6614","0.374156119554692","0.169469640504203","5.861467e-05","9.909767e-06","4.004534e-05","5.145995e-05","4.243474e-05","8.940710e-03","1.234994e-04","4.238066e-05","2.284949e-05","1.413941e-03","1.775847e-05","1.842554e-03","1.459091e-05","3.755745e-04","4.843466e-06"
"249","609.2552_6.2229","0.551417788693675","0.0331070798036378","6.972118e-05","1.588083e-05","1.032390e-04","6.798721e-06","1.331256e-04","5.662542e-03","3.956304e-03","6.020259e-05","6.298216e-05","2.857105e-03","8.540624e-05","7.510514e-03","3.309450e-05","2.399779e-03","4.935085e-05"
"250","719.3081_7.0161","0.419670001612638","0.119400883729107","2.134699e-07","2.466484e-07","5.246747e-07","2.416936e-07","1.665031e-02","8.762696e-03","3.275529e-02","5.256262e-07","3.274175e-04","8.431814e-03","6.898132e-04","4.140478e-03","1.186729e-03","9.399090e-03","2.506660e-04"
"251","639.2663_6.831","0.431437597408494","0.108332848731902","4.784983e-04","6.191776e-05","1.072534e-04","2.589167e-03","9.755793e-05","1.113819e-02","3.354901e-03","9.866619e-05","2.337037e-04","5.680218e-03","2.503710e-04","2.635515e-02","2.998159e-04","3.139294e-03","5.500628e-04"
"252","607.2405_5.5814","0.554211597313417","0.0320463354143075","1.043527e-04","2.084672e-06","3.688654e-05","7.676087e-04","2.296593e-05","4.428336e-03","1.744707e-03","1.674435e-05","2.165242e-05","3.412632e-03","4.237857e-05","3.302349e-03","2.316869e-05","1.629057e-03","9.092381e-06"
"253","953.3489_5.0629","0.493397744524573","0.0616214563984087","2.134699e-07","2.018570e-05","5.246747e-07","1.142679e-05","1.640155e-03","8.259530e-03","3.579162e-03","4.819749e-05","9.842923e-04","8.340603e-03","3.554187e-04","2.790525e-03","2.716286e-03","1.621346e-03","1.807972e-07"
"254","923.3728_5.6899","0.492729724187376","0.0620288670699176","2.134699e-07","2.466484e-07","2.081070e-05","2.416936e-07","3.715354e-04","3.798916e-03","3.103862e-03","5.256262e-07","3.735689e-05","4.560198e-03","2.868456e-07","1.033281e-03","1.505029e-04","6.521260e-04","1.807972e-07"
"255","619.4006_15.5746","0.364595813686988","0.181510610720945","1.293563e-05","4.332004e-04","6.307724e-05","4.757854e-04","6.333084e-04","4.357018e-03","6.144265e-03","1.190512e-04","7.132753e-05","1.254747e-02","4.446165e-05","1.833309e-04","8.290698e-05","2.133971e-04","1.807972e-07"
"256","653.2237_6.7901","0.36979552177427","0.17489453888342","1.816436e-05","2.236856e-05","2.096180e-05","2.578629e-05","6.989814e-05","5.731314e-03","1.195114e-04","2.382637e-05","5.038131e-04","6.989030e-03","2.745502e-04","1.005323e-04","4.031827e-04","7.425580e-05","7.201604e-06"
"257","505.1725_5.406","0.4766341264429","0.0724470605175348","3.846135e-04","1.337673e-05","6.934887e-05","7.372270e-05","2.819175e-04","3.466368e-03","1.001773e-03","2.912705e-05","1.380592e-04","6.160163e-03","1.378764e-04","1.908011e-03","2.544255e-04","7.590439e-04","2.601138e-05"
"258","927.4055_6.2954","0.472375360293619","0.0754019536383225","3.918666e-06","2.466484e-07","5.246747e-07","2.416936e-07","2.537695e-03","3.211166e-03","3.020155e-03","5.256262e-07","2.068202e-07","1.685147e-03","2.301793e-05","1.486102e-04","7.779181e-06","1.609595e-07","1.807972e-07"
"259","475.1603_4.1058","0.554065309200145","0.0321012351989779","4.151989e-06","1.527185e-05","1.838040e-05","7.945678e-06","1.981462e-03","2.522321e-03","2.403182e-03","6.467561e-04","5.636928e-05","9.109290e-03","5.855845e-04","3.489289e-03","7.282294e-04","1.325496e-03","3.136989e-04"
"260","331.1528_7.2025","0.507283259773682","0.0535864793917038","7.057314e-06","1.286321e-05","3.375075e-05","7.989811e-05","2.186612e-03","2.928338e-03","4.760916e-03","6.610502e-04","1.900021e-04","1.210570e-02","3.718690e-03","5.444954e-03","2.507304e-03","4.133437e-03","3.553416e-05"
"261","1251.514_6.1657","0.26781839745926","0.334516207557386","2.134699e-07","2.466484e-07","5.246747e-07","2.416936e-07","2.572132e-07","3.325856e-03","1.833417e-07","5.256262e-07","2.068202e-07","1.830873e-07","2.868456e-07","2.182555e-07","2.198751e-07","1.609595e-07","1.807972e-07"
"262","447.1129_2.3008","0.272219047215812","0.326326774513666","3.102904e-04","7.109886e-06","9.159770e-06","4.734507e-04","6.234848e-06","3.636646e-03","1.960838e-03","2.295672e-05","1.053810e-03","2.467121e-03","2.036632e-04","2.150384e-05","6.263362e-06","2.261537e-05","2.346793e-05"
"263","477.2122_6.4772","0.266681837809974","0.33665003740042","5.027629e-04","7.656952e-06","1.670407e-05","1.624566e-04","2.633368e-03","3.519590e-03","5.150833e-04","1.170619e-04","6.683222e-04","2.104961e-03","4.998141e-03","1.823654e-03","1.398986e-04","5.135040e-04","1.597352e-05"
"264","445.1859_6.301","0.412884860332493","0.126124274121089","9.552760e-05","1.285753e-05","1.203472e-05","3.491020e-04","2.810449e-03","3.233990e-03","2.102664e-03","2.749481e-04","1.419655e-03","3.985042e-03","1.492749e-03","1.465494e-03","3.368564e-03","1.640121e-03","8.563577e-05"
"265","653.246_5.5644","0.51175860295985","0.0511686038052648","1.500732e-04","4.058969e-06","4.315480e-05","5.380352e-04","1.986329e-05","2.206367e-03","1.521795e-03","6.321837e-05","3.632629e-05","1.321208e-03","1.515979e-05","1.800719e-03","1.783957e-05","7.646837e-04","5.428164e-06"
"266","313.1419_5.7591","-0.0287715535521443","0.918927690037614","0.005613634","0.001294840","0.002317882","0.001540599","0.001552554","0.002053919","0.005161041","0.001371803","0.008212272","0.002182460","0.002859335","0.002784050","0.001461807","0.010208421","0.002731909"
"267","389.1581_6.5336","0.600640203513229","0.0178954051188797","1.525349e-05","5.453889e-06","1.924716e-05","6.423008e-06","3.772046e-03","3.088881e-03","4.170242e-03","2.966306e-04","1.969235e-04","8.637711e-03","1.339469e-03","2.258731e-03","1.965342e-03","5.087083e-03","2.411211e-04"
"268","295.2258_14.2157","0.539873400466954","0.0377717507277464","4.046839e-04","1.965042e-03","3.768625e-04","2.309207e-04","1.886487e-03","4.559490e-03","2.873994e-04","2.135093e-05","1.792444e-04","1.822321e-03","2.685877e-04","1.130740e-03","4.181356e-04","6.837234e-03","2.774589e-03"
"269","453.3363_18.8358","0.445322836907958","0.0962153156152867","2.068899e-03","2.948712e-04","1.690426e-04","2.847876e-04","2.372324e-04","1.996522e-03","3.778123e-05","4.676590e-04","1.466065e-04","2.260146e-03","3.026687e-04","6.150170e-03","3.763205e-04","2.776784e-04","7.887512e-03"
"270","279.2303_18.884","0.000863424134789555","0.997563358199664","2.463626e-03","7.838445e-03","4.362143e-03","1.209014e-03","7.415066e-03","3.271091e-03","5.098671e-05","3.620482e-03","8.102548e-04","2.775211e-03","3.567008e-03","3.054659e-03","2.472939e-03","2.504951e-03","6.620847e-04"
"271","491.1915_6.3101","0.472330979770903","0.0754331939115295","2.536864e-05","7.524290e-05","1.799818e-05","3.582111e-04","2.567934e-03","2.668085e-03","1.679228e-03","2.481687e-04","1.190199e-03","4.789366e-03","1.316532e-03","2.108657e-03","2.554355e-03","1.381619e-03","2.445428e-05"
"272","603.4057_16.1736","0.355208240341511","0.193863702844953","2.134699e-07","5.472326e-05","5.246747e-07","8.786877e-05","2.951730e-04","1.948990e-03","5.800860e-05","1.453231e-04","1.043173e-04","6.365423e-03","8.254422e-05","3.406543e-05","1.180949e-05","7.973444e-05","7.660377e-06"
"273","571.2728_21.3184","0.509897510623774","0.0521641450287473","2.818108e-04","2.229085e-05","7.340198e-05","2.664976e-04","2.524934e-05","2.639094e-03","1.833417e-07","6.661491e-03","1.136799e-04","1.503061e-03","2.129796e-04","2.056614e-03","8.835882e-05","4.610202e-04","7.551720e-04"
"274","529.1839_5.9537","0.493008996709243","0.0618583077530935","1.465631e-05","1.690528e-05","2.607108e-05","3.164930e-05","5.627590e-04","4.522308e-03","2.003258e-03","2.190547e-05","5.106066e-04","3.593607e-03","1.582530e-03","2.098625e-03","2.764105e-05","6.526118e-04","6.612476e-06"
"275","653.2799_6.814","0.498536265084324","0.0585523277380374","1.977315e-05","2.466484e-07","5.789701e-05","4.402860e-05","2.572132e-07","1.516384e-03","6.601035e-06","2.613592e-05","3.822949e-05","4.558158e-04","4.627393e-06","1.664112e-03","1.910429e-05","5.166234e-04","9.952433e-06"
"276","547.3264_6.4545","0.338416467217564","0.217283177787785","8.584691e-06","5.124490e-06","5.246747e-07","6.703614e-06","6.639972e-05","3.276512e-03","6.679238e-03","1.755349e-04","7.522049e-06","4.233005e-03","4.152633e-05","3.588065e-04","2.453102e-05","9.135702e-05","6.058333e-06"
"277","357.1325_6.7767","0.483258833270174","0.0680173916493739","9.236308e-06","5.844087e-06","1.486686e-04","2.546822e-05","1.402318e-03","1.467785e-03","5.445243e-03","1.323543e-04","1.816313e-04","3.830356e-03","8.409018e-04","1.239110e-03","8.471310e-04","4.317742e-03","8.444574e-05"
"278","501.3577_19.974","0.622441436376387","0.0132079535445577","7.389153e-05","5.631102e-05","2.760548e-04","5.930068e-05","1.650874e-04","1.410692e-03","8.114721e-04","2.508726e-03","6.076447e-04","3.011765e-04","4.520687e-05","1.714372e-03","1.299491e-04","6.452902e-04","1.020197e-03"
"279","651.2446_8.1485","0.372951443687706","0.170957118325165","1.139022e-05","8.043080e-06","7.820932e-05","5.922581e-06","4.628989e-05","1.261215e-03","2.292184e-05","1.883371e-05","2.482164e-05","2.225156e-03","4.017818e-05","8.484978e-06","1.804823e-05","3.486877e-05","1.807972e-07"
"280","647.3953_14.4118","-0.14556200784118","0.60472214922481","1.640646e-03","8.210132e-05","3.498153e-03","2.986017e-03","1.807382e-05","1.640439e-03","3.876273e-04","9.888342e-06","2.053641e-05","2.706373e-03","1.371925e-05","2.289270e-03","2.235580e-05","2.670276e-04","1.694070e-05"
"281","587.4101_19.8286","0.436686687977004","0.103633783513888","3.239468e-04","6.625839e-05","2.693918e-04","8.519272e-04","7.677628e-04","9.586821e-04","1.901254e-05","4.017310e-04","2.171209e-04","5.507530e-03","4.132537e-04","1.962349e-03","5.616383e-04","1.685509e-03","1.918020e-04"
"282","619.3994_16.4939","0.357145980171338","0.19127060230233","2.134699e-07","1.399976e-05","3.342634e-05","7.706691e-05","1.854173e-05","1.351494e-03","2.108158e-03","3.350867e-05","1.115443e-05","4.280188e-03","2.774328e-05","3.538326e-05","1.020220e-05","6.099092e-05","2.394098e-05"
"283","564.3305_13.7201","0.0483989110293586","0.863999499160006","7.892755e-05","2.065435e-03","1.189424e-03","1.449520e-05","6.725084e-04","8.341043e-04","9.658442e-06","7.609416e-03","1.699886e-03","1.131022e-05","2.401751e-04","2.491714e-05","3.444163e-03","8.820344e-04","9.715627e-05"
"284","629.2372_6.8329","0.468247767022711","0.0783472976555625","1.709595e-05","6.851769e-06","1.773505e-05","3.003332e-04","2.340885e-05","2.615057e-03","9.656633e-04","3.614205e-05","1.095432e-04","9.299999e-04","5.370275e-05","5.035057e-03","7.433514e-05","9.646424e-04","8.590611e-05"
"285","421.162_3.6635","0.0355248980898065","0.899977740036054","4.481465e-04","2.417727e-03","1.859972e-05","3.119544e-04","5.794277e-04","1.311038e-03","1.977069e-03","2.595884e-05","4.472868e-05","8.061452e-04","3.005607e-03","1.471300e-03","8.206709e-04","1.510715e-03","4.155753e-04"
"286","567.2071_4.6808","0.354286022127363","0.195105746512738","9.816224e-04","2.693537e-04","1.790196e-04","8.131631e-04","2.895305e-04","1.566826e-03","1.761589e-03","3.620513e-05","7.441399e-05","1.181560e-03","3.772778e-04","2.471525e-03","7.197837e-04","8.635931e-04","2.547816e-04"
"287","633.4174_16.973","0.327377028984388","0.233612231074339","3.766035e-05","1.558941e-05","2.694175e-05","1.982613e-05","1.191829e-04","7.128509e-04","1.720251e-05","6.583993e-05","5.081157e-05","3.950392e-03","1.765248e-05","2.074128e-05","2.165110e-05","1.108511e-04","1.419439e-05"
"288","693.2384_6.1811","0.547416949908933","0.0346717330748164","9.215067e-06","1.982402e-05","2.450362e-05","6.329412e-05","9.828285e-05","2.450334e-03","1.084547e-03","7.662228e-05","4.004888e-05","1.819355e-03","3.417468e-05","2.298440e-03","1.768044e-05","2.033262e-04","6.366720e-05"
"289","295.1309_9.4004","-0.237807414549623","0.393401953695911","2.821773e-02","4.294000e-04","1.172029e-03","5.226985e-02","7.446615e-03","1.570942e-02","6.184136e-03","8.732894e-05","2.160174e-03","9.398697e-03","2.959664e-03","1.242111e-02","2.015106e-03","6.637928e-03","9.226867e-04"
"290","479.1918_4.8263","0.384050068486841","0.157575347348886","2.030952e-05","3.166102e-05","4.204139e-05","2.866212e-05","1.102615e-04","1.714135e-03","6.671652e-03","7.556927e-06","5.232705e-05","2.453241e-03","7.650087e-05","3.302353e-02","1.862991e-04","8.946569e-03","9.740448e-06"
"291","713.2631_11.5758","0.0995241659249079","0.724168285140618","1.612875e-03","6.210606e-06","2.680138e-04","6.907237e-04","9.522548e-06","4.755313e-05","4.252657e-03","1.904761e-04","1.471587e-05","1.678969e-03","1.231170e-05","2.315417e-04","1.512774e-05","1.007961e-03","3.591053e-04"
"292","417.1025_3.0105","0.260043042851738","0.349266983917006","5.176630e-05","2.799459e-05","7.833849e-05","1.587662e-04","1.384182e-04","4.836557e-04","3.670209e-03","1.955448e-04","3.227098e-05","3.068086e-03","6.893187e-05","3.570988e-06","1.592840e-04","1.479484e-05","7.063746e-06"
"293","691.2764_5.5337","0.392712245488803","0.147629350768488","2.134699e-07","1.424715e-05","5.246747e-07","2.416936e-07","8.851250e-04","5.461399e-04","3.322759e-03","5.256262e-07","3.757464e-06","3.285918e-03","6.699136e-06","5.084720e-04","1.158754e-04","3.735774e-04","1.807972e-07"
"294","441.1754_4.6457","0.454599644128016","0.0886710407439507","1.834539e-05","2.466484e-07","5.246747e-07","1.043512e-05","1.061802e-03","7.024506e-04","4.148795e-03","7.195507e-05","3.859397e-05","1.099417e-03","7.714905e-05","5.111996e-03","2.175383e-04","1.370897e-03","1.155002e-04"
