"shared name","IDs","cor"," p_value","Af-T","Af-L","Af-F","Af-B","Ah-L","Ahv-T","Ah-T","Ah-F","Ahv-F","Ahv-T.1","Ahv-L","Aj-B","Aj-L","Aj-T","Aj-F"
"110","667.4052_12.5899","-0.294999277194296","0.285793856421751","3.344593e-05","2.570962e-03","1.752413e-05","1.198800e-05","2.314996e-05","3.591327e-06","1.331134e-05","4.782594e-05","2.068202e-07","5.797642e-06","1.749586e-05","2.182555e-07","9.748812e-05","1.609595e-07","2.761903e-05"
"111","479.0817_4.0693","-0.318811972589286","0.246793375313708","2.296498e-04","3.565653e-03","1.840296e-05","1.121828e-04","1.151196e-05","1.150480e-05","1.613517e-05","3.995179e-05","3.955559e-05","7.050692e-06","3.394301e-05","1.016001e-05","1.278618e-05","2.072512e-05","1.929291e-05"
"112","519.3683_19.2409","0.00798167037483879","0.977477781599277","2.245174e-03","3.133411e-03","8.038514e-04","2.259510e-03","9.751570e-05","9.182066e-05","1.080341e-05","1.143158e-04","9.167760e-05","4.182538e-05","4.132871e-05","6.477510e-05","1.433708e-03","5.266380e-03","5.453324e-03"
"113","651.4115_12.7346","-0.30330087986378","0.271804676847518","3.762620e-05","1.782710e-03","1.591688e-05","5.163760e-05","8.826272e-06","8.196517e-06","1.833417e-07","2.342956e-05","2.068202e-07","2.955029e-06","1.427573e-05","6.266662e-06","1.252463e-05","1.609595e-07","1.807972e-07"
"114","451.2162_2.3385","-0.298715037955136","0.279480478006948","7.397068e-05","4.310729e-03","1.588085e-05","1.606273e-04","2.126214e-05","2.261915e-05","4.370500e-05","5.256262e-07","1.769719e-05","4.122211e-06","7.949496e-06","6.295826e-05","3.600389e-05","5.941100e-05","2.087541e-05"
"115","555.2841_19.3669","0.10599140828449","0.706952624197402","6.404096e-06","5.599267e-03","1.585042e-05","9.919382e-05","1.679542e-02","8.324805e-05","8.195800e-04","3.752382e-03","1.219865e-04","1.737956e-05","6.623631e-03","8.880817e-06","4.739292e-03","5.857996e-05","5.427663e-04"
"116","665.4251_14.6096","-0.282527660891556","0.307596779104056","2.897213e-05","4.595210e-03","2.145290e-05","2.659464e-05","7.540205e-06","9.364218e-06","8.624578e-06","1.749779e-04","2.068202e-07","1.830873e-07","1.388906e-05","4.343285e-06","9.633277e-06","9.879375e-06","1.807972e-07"
"117","785.0857_3.4536","-0.671700579368651","0.00609940052160097","2.224749e-03","2.144752e-03","1.580276e-02","1.972233e-03","2.572132e-07","2.183548e-05","5.105517e-06","1.108130e-03","1.568012e-02","2.503444e-06","3.912278e-03","2.182555e-07","9.692275e-03","2.067192e-05","2.803803e-06"
"118","695.4399_16.6881","-0.466657423117141","0.0795037641877163","1.368119e-03","5.773098e-03","1.131706e-03","8.786542e-04","2.572132e-07","5.770401e-06","6.600302e-06","3.658358e-05","4.244984e-06","3.579595e-05","3.621282e-05","1.893246e-05","7.844044e-06","1.609595e-07","1.335766e-05"
"119","531.0752_4.6599","-0.258212178205113","0.352792286928031","2.657997e-04","5.050850e-03","5.934831e-05","4.520149e-04","2.553687e-03","6.443647e-05","3.237998e-05","1.136293e-04","2.177835e-04","2.866550e-04","3.111898e-03","3.680192e-05","5.281407e-04","3.560830e-04","9.402935e-05"
"120","293.2097_13.2478","0.197812971392419","0.479757058062009","1.837750e-04","2.181910e-03","1.357622e-05","1.776285e-04","4.642639e-03","3.821723e-04","3.646787e-04","1.347653e-05","4.331031e-05","2.071329e-04","9.238667e-04","2.119877e-04","1.245110e-03","1.527172e-03","8.649716e-04"
"121","677.4266_16.6871","-0.34339670398397","0.210159252720731","3.275392e-05","2.582287e-03","5.156739e-05","4.163540e-04","4.609261e-06","2.443384e-05","1.424565e-05","1.752438e-05","2.068202e-07","1.184849e-05","3.228820e-05","2.722019e-05","1.747303e-05","8.895267e-06","1.807972e-07"
"122","449.0702_4.5595","-0.293847539194102","0.287767799505827","1.573815e-05","2.489462e-03","1.917607e-05","1.451890e-05","2.572132e-07","6.126755e-06","8.523465e-06","1.249413e-05","2.068202e-07","1.830873e-07","1.558527e-05","5.893772e-06","2.048686e-05","5.987373e-06","1.807972e-07"
"123","417.2109_5.5199","-0.298141132505207","0.280450103370552","1.995024e-03","1.881210e-03","1.647310e-04","2.229982e-03","4.622389e-05","1.762995e-04","4.810056e-04","5.256262e-07","5.662943e-06","7.723583e-05","8.278479e-05","2.318358e-03","8.806321e-04","1.020313e-03","3.602013e-04"
"124","791.3717_18.556","-0.548226248574949","0.0343508503059404","2.152751e-03","2.177427e-03","4.412747e-05","1.059003e-03","2.572132e-07","4.026502e-06","3.226814e-06","1.587391e-05","2.068202e-07","1.830873e-07","3.334210e-05","3.654798e-05","3.689284e-05","6.628313e-06","9.148337e-06"
"125","607.3507_11.4959","-0.32559343591767","0.236320154680851","4.273880e-05","1.697577e-03","1.656753e-04","3.832311e-05","2.871786e-06","7.012715e-06","1.048715e-05","3.497727e-05","5.056029e-06","9.262020e-06","2.200378e-05","4.809042e-06","7.735645e-06","1.420709e-05","2.685381e-05"
"126","315.1063_3.4391","0.13166260164343","0.639974818132736","1.110431e-04","1.859584e-03","8.197884e-05","3.636280e-05","2.370447e-03","1.763232e-04","4.945443e-04","4.538703e-05","1.068150e-04","3.834556e-04","5.909637e-04","1.081654e-04","4.234231e-04","2.180824e-04","1.018069e-03"
"127","501.0629_5.1545","-0.203272341321813","0.467464063841093","8.239937e-06","3.213996e-03","6.363186e-05","2.696624e-05","1.162995e-03","1.626212e-07","1.667970e-05","7.628202e-05","5.576157e-05","2.402435e-05","1.904944e-04","2.182555e-07","1.108736e-04","7.073527e-05","1.459874e-05"
"128","395.1906_3.3857","-0.416217686276036","0.12279020477917","2.018215e-03","3.281043e-03","6.476977e-05","1.073353e-03","3.824162e-04","1.487292e-04","5.893635e-04","1.502818e-05","4.319635e-05","7.895113e-04","7.583515e-04","5.941632e-05","3.149208e-04","9.849851e-04","9.635271e-05"
"129","693.4244_13.9876","-0.334806026011371","0.222541915398794","2.039935e-04","1.907388e-03","1.622792e-05","2.828848e-04","8.961308e-06","2.896609e-06","7.900195e-06","2.625873e-04","1.926737e-06","1.830873e-07","4.463296e-05","2.103391e-05","1.537213e-05","7.714468e-06","2.067235e-05"
"130","429.1751_5.5421","-0.414272902175402","0.124728278257495","3.319675e-03","1.781427e-03","6.387914e-05","1.918810e-03","5.971224e-04","7.954650e-05","1.634292e-03","3.561170e-05","8.192146e-06","1.125981e-04","1.382108e-05","9.034258e-04","1.339351e-03","6.341724e-04","6.832816e-04"
"131","367.0402_10.6861","-0.512768065990285","0.0506344950776297","9.726018e-04","1.628124e-03","7.008971e-05","4.697889e-04","1.012803e-05","7.035401e-06","6.521465e-06","5.256262e-07","6.226527e-06","6.093237e-06","1.585510e-05","8.184691e-06","1.660288e-05","5.814019e-06","1.974947e-05"
"132","383.1179_0.833","-0.0734893622068541","0.794646264067105","2.549463e-03","2.111692e-03","1.684985e-04","2.636598e-03","7.850870e-03","1.261322e-04","6.377500e-04","5.256262e-07","3.953197e-03","1.666849e-03","1.091914e-02","6.746573e-05","5.720407e-03","2.123692e-03","9.296387e-03"
"133","540.3287_14.5729","-0.376317200007598","0.166822658838697","1.550317e-04","2.182007e-03","7.939284e-04","3.390901e-05","1.529127e-03","5.852352e-04","1.985508e-05","4.464185e-04","2.657534e-03","3.745176e-05","3.093069e-04","2.959537e-05","2.883359e-03","1.044843e-03","1.165124e-04"
"134","709.4175_14.0309","-0.309669218521705","0.261358072395596","5.541349e-05","2.320974e-03","2.961264e-05","8.566347e-05","2.572132e-07","3.056954e-06","1.833417e-07","1.562739e-05","2.068202e-07","5.180638e-06","7.825148e-06","1.315251e-05","3.434480e-05","2.220400e-05","1.807972e-07"
"135","717.4235_16.0916","-0.35743917400695","0.190880210863845","2.630905e-04","4.574603e-03","9.378724e-05","6.740072e-04","6.821037e-06","5.223231e-06","9.697402e-06","2.871233e-05","9.403595e-06","2.124179e-06","2.777985e-05","3.628280e-05","2.909640e-05","7.266196e-06","1.954860e-05"
"136","285.0385_7.9867","-0.300797284107708","0.275979321227769","3.875131e-04","1.655354e-03","7.314070e-05","5.449203e-04","6.339475e-05","1.626212e-07","1.585356e-05","9.964219e-04","2.707400e-05","2.167095e-05","1.337948e-04","2.182555e-07","2.838214e-04","1.034341e-04","9.746786e-05"
"137","158.9754_0.6805","-0.562943511184131","0.0288953159930239","0.0020758474","0.0015356923","0.0037251008","0.0030349923","0.0028699456","0.0007797455","0.0009906082","0.0025206573","0.0019769385","0.0008354948","0.0026835869","0.0007649673","0.0019413376","0.0012280525","0.0005531667"
"138","181.0686_0.7897","0.150774043375409","0.591704046938239","0.0010828946","0.0023070535","0.0230396702","0.0009657473","0.0045878284","0.0021978535","0.0043670964","0.0328834253","0.0004697117","0.0028328726","0.0029365341","0.0034234105","0.0010451709","0.0065134877","0.0023487172"
"139","783.0709_2.0834","-0.488999365284369","0.0643399679271173","5.080890e-04","2.081654e-04","4.558887e-02","1.223621e-03","2.572132e-07","2.144649e-06","3.873094e-06","4.768542e-04","4.383679e-02","4.158828e-06","9.687354e-05","5.642560e-06","2.111525e-03","8.965848e-06","3.202732e-06"
"140","783.0716_2.6536","-0.496708311453772","0.0596310623894468","7.296288e-04","6.809394e-04","3.605696e-02","2.034377e-03","2.572132e-07","2.345405e-06","2.688156e-06","1.840611e-03","4.156145e-02","6.950177e-06","4.300958e-04","2.182555e-07","2.251951e-03","3.097022e-06","3.372048e-06"
"141","551.0421_3.152","-0.322328677270509","0.24132715247286","8.748849e-06","2.278760e-05","1.396913e-02","2.416936e-07","5.614450e-06","2.886364e-06","1.833417e-07","2.385554e-05","1.996019e-05","1.129008e-05","1.272677e-05","5.864962e-06","1.594094e-05","1.135738e-05","1.181862e-05"
"142","935.0828_3.191","-0.459434278673215","0.0849098995810431","7.632060e-05","1.313970e-05","1.287376e-02","4.191130e-03","2.572132e-07","1.626212e-07","1.833417e-07","9.557986e-06","1.834076e-03","1.830873e-07","1.304574e-05","2.182555e-07","9.783122e-06","1.609595e-07","1.807972e-07"
"143","679.4436_19.25","-0.538665499595439","0.0382867298557734","5.306237e-02","1.825553e-02","1.263597e-02","1.212229e-02","4.908573e-05","1.612642e-05","1.833417e-07","2.170836e-05","1.220756e-05","3.860945e-05","4.171401e-04","1.429300e-03","4.489080e-05","9.485624e-05","2.738649e-05"
"144","617.0591_2.8466","-0.325002543658554","0.237221553310913","1.218646e-05","3.011330e-06","1.045191e-02","5.836912e-05","2.572132e-07","1.626212e-07","1.833417e-07","2.005312e-05","4.073013e-05","1.830873e-07","8.186573e-06","5.526230e-06","5.604836e-06","7.154088e-06","5.010523e-06"
"145","533.058_2.8877","-0.538320370169424","0.0384348303163162","1.424649e-03","7.144787e-06","1.073497e-02","7.807675e-03","3.420254e-05","1.626212e-07","1.988084e-05","3.746873e-05","1.498909e-03","1.830873e-07","1.434085e-06","1.394806e-05","6.784155e-05","9.852494e-06","1.807972e-07"
"146","481.0612_1.1007","-0.579215602667815","0.0236540535527363","1.328906e-03","1.080394e-03","1.413521e-02","2.276299e-03","2.179676e-05","1.258010e-05","1.209258e-05","3.959064e-03","1.220933e-02","3.631903e-06","4.791337e-03","2.375897e-05","2.013905e-03","1.225855e-05","1.043652e-06"
"147","469.0028_3.5848","-0.471896046829205","0.0757398422534466","2.268544e-05","1.903977e-05","1.029744e-02","3.158680e-04","5.978278e-06","4.108707e-06","4.139856e-06","4.109226e-04","1.325417e-02","1.830873e-07","7.760364e-05","6.525622e-06","2.284081e-04","1.033835e-05","1.571091e-05"
"148","433.0395_4.0965","-0.3410263413029","0.213531138699527","1.819927e-03","3.502283e-04","1.550920e-02","1.926100e-03","7.631417e-04","8.257687e-05","2.007773e-04","1.008922e-02","4.977548e-03","1.628578e-04","7.509208e-03","2.136597e-04","2.146289e-03","2.258382e-03","5.980710e-05"
"149","585.2287_13.4693","0.0084512251373246","0.976153156303166","3.651448e-04","2.225001e-05","8.719701e-03","9.863955e-05","6.649176e-04","7.024270e-04","1.266415e-03","6.362380e-03","8.495818e-04","1.491580e-03","5.703534e-04","1.467756e-03","4.639407e-04","1.780661e-03","2.923023e-04"
"150","483.0192_5.2933","-0.558965919005403","0.0303002329803366","1.287561e-03","2.474048e-04","1.603881e-02","1.389435e-03","1.453753e-05","2.297456e-05","2.967213e-05","1.178885e-03","1.845716e-02","1.111010e-05","3.656581e-03","2.829214e-05","2.472188e-03","1.577846e-05","4.521969e-05"
"151","951.0778_2.5417","-0.472130587866125","0.0755743689813982","1.149461e-05","2.877893e-06","1.424882e-02","8.096349e-05","2.572132e-07","2.918563e-06","4.120055e-06","4.928623e-05","1.379154e-02","6.211786e-06","2.284152e-06","9.734524e-06","8.053113e-05","1.609595e-07","1.807972e-07"
"152","331.0648_1.2118","-0.610676119395179","0.0156010997081749","2.253670e-03","1.918491e-03","1.671134e-02","1.569264e-03","4.603735e-03","2.709966e-05","3.233821e-04","2.443219e-03","1.389390e-02","1.494765e-05","7.009974e-03","9.720450e-05","1.162835e-02","1.205698e-03","9.660467e-06"
"153","603.0044_4.5082","-0.335467620186663","0.221572345586177","1.381712e-03","3.451469e-04","9.110033e-03","7.120180e-04","5.108981e-05","1.626212e-07","1.927751e-04","5.571612e-03","3.360640e-03","1.830873e-07","7.631925e-04","1.393409e-05","5.679287e-04","3.851906e-04","1.380925e-05"
"154","467.0356_3.1363","-0.446677242396415","0.0950866986367801","5.791971e-05","2.466484e-07","7.229061e-03","2.502410e-03","2.572132e-07","9.901194e-06","6.371125e-06","1.115105e-04","7.262099e-04","1.410779e-05","3.996333e-06","6.016214e-06","1.405991e-05","9.423537e-06","1.199454e-05"
"155","505.0621_5.548","-0.503251133638961","0.055835663191394","1.782188e-03","4.387937e-04","5.648807e-03","1.257335e-03","2.572132e-07","6.079432e-06","6.789845e-05","3.768609e-05","8.371324e-05","9.394667e-06","2.207392e-05","7.758067e-05","7.062873e-05","5.407870e-05","1.219477e-05"
"156","457.2254_20.828","-0.250321626474198","0.36821014554856","3.811022e-03","3.511322e-03","8.823017e-03","4.734295e-05","3.744914e-03","1.971439e-03","1.833417e-07","5.256262e-07","2.916361e-03","2.671499e-03","2.250183e-03","4.933571e-03","1.477105e-03","2.129128e-03","1.482070e-03"
"157","558.0479_3.9068","-0.323889728438884","0.238924926194018","5.240258e-06","2.676862e-05","5.247806e-03","1.683553e-05","2.572132e-07","1.626212e-07","3.442424e-06","6.310431e-05","3.292432e-05","7.080352e-06","6.583393e-06","6.414966e-06","1.563532e-05","2.712973e-06","8.044932e-06"
"158","965.0924_3.2445","-0.457018408937688","0.086774901094142","7.105878e-06","3.058625e-05","7.691639e-03","1.244513e-04","4.621607e-06","1.626212e-07","1.833417e-07","3.204245e-04","1.553804e-02","6.927566e-06","5.029694e-05","2.182555e-07","1.117705e-03","3.336289e-06","2.187646e-06"
"159","965.0937_4.3542","-0.387307234055555","0.153784562878251","1.014622e-05","1.192298e-06","6.992032e-03","2.387280e-05","7.228720e-06","1.626212e-07","1.833417e-07","4.506247e-04","1.801234e-03","1.830873e-07","2.809251e-05","2.182555e-07","7.452927e-05","5.846855e-06","1.807972e-07"
"160","471.3473_13.8544","0.126354742347702","0.653633027494942","9.001679e-04","2.385347e-03","5.760493e-03","4.855660e-04","2.060688e-04","1.717958e-03","5.516598e-04","2.695813e-03","5.390245e-05","2.942712e-03","2.479897e-04","2.554661e-03","4.384299e-04","4.196026e-03","3.323636e-04"
"161","634.9936_4.525","-0.0703355091920341","0.8032964032921","8.735620e-04","4.750583e-05","6.374705e-03","1.260820e-04","9.368991e-06","1.626212e-07","1.476524e-05","9.101278e-03","1.986674e-03","5.791051e-06","1.016676e-03","2.182555e-07","1.739307e-04","1.909862e-04","1.807972e-07"
"162","475.0335_2.5431","-0.461047231481631","0.083680690541934","8.799442e-06","2.268228e-05","1.010464e-02","5.643429e-05","2.572132e-07","4.765615e-06","1.833417e-07","2.784189e-05","6.519664e-03","4.592653e-06","1.081351e-05","2.182555e-07","2.945680e-05","2.887051e-06","6.540338e-06"
"163","603.2394_11.2111","-0.230324576659408","0.408891630162926","3.573752e-05","7.261575e-06","5.762218e-03","2.416936e-07","1.553799e-05","4.540506e-05","2.195325e-05","8.439613e-04","8.204617e-05","8.071281e-04","7.033798e-05","4.761337e-04","2.957452e-05","3.891358e-05","1.346080e-05"
"164","461.3614_21.8688","0.143072416220091","0.610979938590928","8.236201e-05","3.942304e-05","5.700666e-03","6.118716e-05","1.861623e-05","2.952714e-05","1.833417e-07","9.876755e-03","2.708517e-05","3.358874e-04","1.332256e-04","1.936873e-03","1.023958e-04","3.719208e-04","4.888547e-04"
"165","621.4376_23.7776","-0.201224385144938","0.472057404587913","1.854659e-03","2.959100e-03","6.867587e-03","3.056502e-03","2.551056e-03","1.015409e-03","9.071748e-06","8.395650e-03","1.742237e-03","2.295759e-03","7.887345e-03","2.135251e-03","5.318863e-03","3.144261e-03","1.858312e-03"
"166","441.2867_18.9716","-0.326019898004446","0.235670916403193","2.134699e-07","1.120770e-05","5.695352e-03","2.416936e-07","2.572132e-07","8.679002e-06","7.476675e-06","1.977931e-05","1.113589e-04","1.830873e-07","2.868456e-07","9.961182e-06","9.670106e-06","1.609595e-07","4.308126e-05"
"167","867.0909_4.0883","-0.344794127726278","0.208187349832768","4.882056e-06","5.771288e-06","3.795112e-03","8.834298e-05","1.398777e-05","2.734069e-06","1.833417e-07","2.184080e-03","2.018396e-03","1.830873e-07","1.518601e-03","8.288254e-06","2.195973e-04","2.590603e-04","1.807972e-07"
"168","679.4439_18.8255","-0.528361320658248","0.0428951791458284","2.530773e-02","2.947217e-03","6.564977e-03","1.005991e-02","1.222663e-05","9.891436e-06","2.683389e-05","7.131170e-05","2.068202e-07","1.505069e-05","4.684499e-05","4.254800e-04","3.861129e-05","6.341805e-06","1.807972e-07"
"169","391.0294_2.6315","-0.528790021709957","0.042695622169579","1.920243e-04","1.891375e-04","5.414547e-03","6.094753e-04","1.573245e-05","6.505988e-06","4.651746e-06","1.079828e-04","6.459588e-03","4.154892e-06","1.558256e-04","2.182555e-07","5.481894e-04","3.452984e-06","3.098864e-06"
"170","392.0379_3.4414","-0.660836072865484","0.00731592915345983","7.834150e-04","1.013579e-03","4.125217e-03","6.487763e-04","5.040222e-06","1.149667e-05","6.969002e-06","4.446043e-04","1.953652e-03","1.830873e-07","1.022669e-03","7.347354e-06","4.291817e-03","8.213604e-06","1.807972e-07"
"171","624.0713_3.6299","-0.326602722905727","0.234785429351044","4.467092e-05","5.807336e-06","7.384723e-03","3.876161e-05","1.452432e-05","1.176890e-06","5.455516e-06","5.256262e-07","1.691065e-05","9.201968e-06","1.994997e-05","5.117874e-06","1.079367e-05","1.609595e-07","1.807972e-07"
"172","311.1263_7.2461","0.244318650947551","0.380182147535358","3.094057e-04","8.968752e-06","3.248092e-03","1.735741e-04","1.657851e-04","6.746391e-04","3.082078e-04","7.878857e-03","6.342336e-04","1.378469e-03","9.874777e-05","2.477461e-03","2.898958e-04","1.881629e-04","3.778987e-05"
"173","463.0507_3.5139","-0.376171865460839","0.166999809104599","2.063575e-04","3.977134e-05","3.644102e-03","2.796684e-04","1.961619e-04","9.892087e-06","3.729541e-05","3.014597e-03","3.937586e-03","3.152772e-05","2.571459e-03","1.759654e-05","8.210236e-04","8.151400e-04","1.746465e-05"
"174","363.033_2.1443","-0.283227723058264","0.3063479978905","5.921505e-05","6.221705e-06","4.375405e-03","6.362936e-05","1.981725e-05","2.737566e-06","8.061810e-06","9.755771e-04","4.165399e-05","1.830873e-07","6.488560e-05","5.048250e-06","1.755066e-04","2.846006e-06","5.998850e-06"
"175","309.1107_7.9875","0.179900958478034","0.521149122581829","0.0004043482","0.0002077876","0.0031274986","0.0001314979","0.0025990503","0.0006522040","0.0032160142","0.0170978845","0.0050698560","0.0040343203","0.0127030504","0.0018118847","0.0020396322","0.0046929383","0.0013275656"
"176","561.2891_21.9352","0.239092559788901","0.390773543657245","3.623651e-05","1.107205e-05","3.733307e-03","4.014289e-05","8.835274e-06","5.120737e-05","7.633432e-06","2.944135e-02","1.045652e-04","4.448603e-05","5.038730e-05","9.371953e-04","6.773333e-05","1.657456e-04","2.877864e-04"
"177","327.1579_9.0388","-0.192096374252984","0.49279310872404","0.0496295782","0.0020382884","0.0012212498","0.0685619590","0.0068371870","0.0158068556","0.0563113773","0.0009234721","0.0065806844","0.0155985497","0.0026772133","0.0052506450","0.0031535949","0.0289563906","0.0026731930"
"178","619.42_17.8346","-0.549017591197804","0.0340392445725536","4.241354e-02","5.175449e-02","4.325479e-03","2.054701e-02","6.553793e-05","1.786517e-05","8.202708e-06","2.484109e-05","2.867381e-05","2.501852e-05","4.313376e-04","2.014685e-03","1.185200e-04","4.107346e-05","5.260634e-05"
"179","387.1133_0.7924","0.104701090730301","0.710377207327787","0.0077342601","0.0062481931","0.0133726566","0.0064226744","0.0091996572","0.0038253717","0.0033187901","0.0336422634","0.0012530158","0.0028563321","0.0023448236","0.0025622489","0.0011277133","0.0025366816","0.0003799484"
"180","965.0922_3.4375","-0.572619331667527","0.0256832435337977","2.074482e-03","3.135393e-04","3.037093e-03","1.342375e-02","2.572132e-07","1.626212e-07","1.559505e-06","2.823394e-04","9.827452e-03","1.830873e-07","9.773475e-05","2.179718e-06","3.256952e-04","1.609595e-07","1.807972e-07"
"181","633.3798_13.2314","-0.443816412483425","0.097481627586611","1.237706e-02","6.178741e-04","5.729420e-03","1.168982e-02","1.226228e-04","3.046008e-03","1.077707e-03","3.344781e-05","1.413812e-05","3.578046e-03","5.787497e-05","1.386355e-03","6.245622e-05","9.412238e-04","3.388508e-05"
"182","453.3362_18.9741","-0.174431111502717","0.534101919394864","7.210641e-03","2.084516e-04","3.694323e-03","1.021750e-02","2.372324e-04","4.393683e-04","4.711957e-04","7.529069e-05","1.466065e-04","1.836032e-03","1.273866e-04","7.430309e-03","6.358400e-03","3.462649e-03","7.887512e-03"
"183","225.0586_0.7759","-0.760823830212025","0.000988467780639651","0.0036012213","0.0042211012","0.0024695758","0.0049332273","0.0028626244","0.0018309524","0.0017171295","0.0006360589","0.0069152552","0.0023544813","0.0061025509","0.0016394859","0.0058776321","0.0013147728","0.0019432452"
"184","497.3628_20.1014","-0.421599265243239","0.117535137277343","9.380793e-03","3.026412e-04","4.544431e-03","8.646687e-03","9.873096e-05","1.859727e-03","8.227460e-06","1.987918e-05","4.451367e-05","1.796351e-03","8.409166e-05","2.543124e-03","8.044938e-05","1.765552e-03","1.665160e-04"
"185","523.2166_5.3214","0.19999216183027","0.474831636226859","3.970942e-05","1.218601e-04","5.546441e-05","3.659211e-03","7.363007e-04","3.510791e-03","5.750067e-04","6.186997e-05","3.528577e-05","2.066095e-03","6.249808e-04","1.687967e-03","3.856884e-05","3.370631e-04","3.952716e-05"
"186","655.3303_9.0537","-0.268646216252505","0.332966857405005","3.084735e-03","2.466484e-07","5.267524e-05","5.599149e-03","3.780136e-04","6.474936e-04","2.960311e-03","1.637588e-05","8.006753e-05","4.048076e-04","1.291465e-05","5.500258e-04","3.686549e-05","1.147077e-03","8.451272e-05"
"187","649.4313_16.3317","-0.568138493679227","0.0271351624770812","7.344159e-03","1.069049e-02","7.162798e-04","7.158916e-03","5.847742e-06","1.169735e-05","1.882280e-05","4.252789e-04","6.397568e-06","4.029788e-05","1.867335e-04","2.726474e-04","9.973087e-05","1.460547e-05","2.784259e-05"
"188","895.1256_5.1208","-0.665224745635369","0.00680348951839218","2.339436e-03","8.142907e-04","3.258164e-03","7.009272e-03","6.278253e-05","1.626212e-07","2.155967e-03","1.060166e-04","3.525049e-03","1.830873e-07","4.362843e-04","7.580881e-04","7.177807e-04","4.851275e-04","1.391054e-05"
"189","543.3689_20.0475","-0.356913794950891","0.191580125902044","7.008462e-03","2.470874e-04","2.406993e-03","5.855432e-03","1.130748e-04","1.364505e-03","1.833417e-07","5.089638e-05","2.279158e-05","2.310604e-03","9.689214e-05","1.714402e-03","1.200749e-04","1.490291e-03","1.729987e-04"
"190","527.4436_26.0039","-0.266727632275257","0.336563912327519","2.134699e-07","1.961471e-05","5.246747e-07","4.495553e-03","2.572132e-07","1.467087e-05","1.833417e-07","5.256262e-07","2.068202e-07","2.410344e-05","2.868456e-07","7.598275e-04","3.835941e-05","1.609595e-07","1.807972e-07"
"191","499.3419_18.9783","-0.1468278219181","0.601550154631984","4.394190e-03","1.089603e-04","1.681322e-03","6.676491e-03","1.734215e-04","6.190215e-04","3.238355e-04","1.669571e-04","1.706260e-04","1.116523e-03","6.283799e-05","4.455657e-03","3.450257e-03","2.464292e-03","4.486597e-03"
"192","191.0165_1.0819","-0.448200723499397","0.0938283566561165","1.680378e-03","1.950438e-03","3.993228e-04","3.271090e-03","8.784374e-04","3.548202e-05","4.673780e-04","6.067460e-05","4.101331e-05","8.783998e-05","1.806760e-04","4.989616e-05","2.036192e-04","3.970395e-04","1.031537e-03"
"193","363.1355_9.0419","-0.0790599257656878","0.779422424305269","2.249603e-03","1.676222e-04","1.521646e-04","3.025754e-03","1.440907e-03","1.090633e-03","2.815592e-03","4.878126e-05","6.702931e-04","1.127926e-03","5.319530e-04","1.023370e-03","5.987024e-04","7.508274e-04","8.534858e-04"
"194","719.3468_17.8735","-0.425835280794208","0.11350929897682","6.808442e-03","4.163338e-04","2.387401e-04","2.006245e-03","2.572132e-07","2.917425e-06","1.833417e-07","1.266995e-04","8.918085e-06","9.548003e-06","2.257475e-05","2.705495e-05","1.025278e-05","3.256343e-05","2.014623e-05"
"195","593.2604_6.8205","0.449471455806131","0.0927877829749654","6.378360e-04","2.085757e-05","1.176947e-04","1.685421e-03","1.069086e-04","1.831429e-02","5.610823e-03","8.323816e-05","5.462250e-04","8.781897e-03","1.411148e-03","4.073627e-02","3.629715e-04","5.073347e-03","8.790492e-04"
"196","493.0304_3.4996","-0.486028183483981","0.0662248711221007","7.819765e-04","3.361021e-04","8.676282e-04","3.825327e-03","2.572132e-07","6.230345e-06","4.030218e-06","3.169924e-04","3.286485e-04","1.989610e-06","1.359619e-05","7.810710e-06","6.911641e-05","2.708225e-06","8.134065e-06"
"197","537.1965_5.8962","-0.462655993530911","0.0824673290858441","1.663271e-03","5.834402e-04","7.061117e-04","2.487448e-03","5.951271e-05","4.677934e-04","2.573014e-04","3.170183e-05","9.661086e-06","3.154444e-04","1.325616e-04","5.503397e-04","5.468722e-05","3.439237e-04","1.426991e-05"
"198","421.133_1.6269","-0.181137802467518","0.518240095601865","2.603736e-03","6.786193e-04","3.119820e-05","2.641104e-03","2.155654e-05","1.679379e-03","9.482220e-04","5.256262e-07","3.224119e-06","6.560004e-04","1.800018e-05","7.478213e-04","8.547928e-05","1.187028e-03","4.995613e-05"
"199","911.7158_17.2011","0.181062706166207","0.518416509538903","4.193248e-03","3.191383e-05","3.376150e-03","2.647001e-03","5.709876e-05","3.139391e-03","1.330166e-03","4.724328e-05","1.260311e-04","2.590702e-03","1.903507e-05","9.805112e-03","8.934625e-04","3.695413e-03","1.823608e-04"
"200","491.0449_4.4068","-0.575875723408533","0.0246656329103915","1.860373e-03","3.576449e-04","3.616860e-03","1.257042e-03","2.572132e-07","2.409819e-05","1.400648e-04","1.077403e-04","1.105096e-04","1.423870e-05","9.593841e-05","2.309090e-05","1.274928e-04","8.193355e-05","5.004556e-06"
"201","373.1114_2.0436","0.0238236168877339","0.932837939961574","1.356601e-03","3.728045e-04","3.701936e-04","2.256492e-03","3.628943e-05","1.194322e-03","1.353268e-03","1.072488e-05","2.068202e-07","4.725167e-04","1.796887e-05","2.360728e-03","5.236545e-05","9.298316e-04","2.834791e-05"
