CLUSTERID1	interact	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	SharedMotifs	topX
151	cosine	158	-14.015	151	0.8243	151	7	motif_58	motif_58,motif_64,motif_79,NA,NA
158	cosine	360	-2.015	158	0.8208	158	7	motif_58	motif_58,motif_64,motif_79,NA,NA
158	cosine	351	302.009	158	0.8778	158	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	cosine	440	-2.016	139	0.8884	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
351	cosine	354	-272	351	0.8537	351	7	motif_58	motif_58,motif_64,motif_79,NA,NA
353	cosine	449	-166.041	353	0.8297	353	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
147	cosine	173	5.952	147	0.8719	147	7	motif_79	motif_58,motif_64,motif_79,NA,NA
356	cosine	365	-74.998	356	0.764	356	7	motif_58	motif_58,motif_64,motif_79,NA,NA
354	cosine	387	141.018	354	0.8619	354	7	motif_58	motif_58,motif_64,motif_79,NA,NA
150	cosine	173	19.969	150	0.7913	150	7	motif_79	motif_58,motif_64,motif_79,NA,NA
39	cosine	140	-302.011	39	0.8668	39	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	cosine	140	-0.001	139	0.9758	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
146	cosine	358	-334.037	146	0.8554	146	7	motif_58	motif_58,motif_64,motif_79,NA,NA
361	cosine	448	76.007	361	0.7665	361	7	motif_64	motif_58,motif_64,motif_79,NA,NA
368	cosine	373	-1.011	368	0.719	368	7	motif_58	motif_58,motif_64,motif_79,NA,NA
358	cosine	387	21.033	358	0.8534	358	7	motif_58	motif_58,motif_64,motif_79,NA,NA
147	cosine	150	-14.016	147	0.7817	147	7	motif_79	motif_58,motif_64,motif_79,NA,NA
117	cosine	440	-0.001	117	0.8649	117	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
148	cosine	150	-49.98	148	0.7396	148	7	motif_58,motif_79	motif_58,motif_64,motif_79,NA,NA
365	cosine	373	-77.016	365	0.7345	365	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	cosine	358	-32.027	139	0.9166	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
162	cosine	353	7.997	162	0.775	162	7	motif_58	motif_58,motif_64,motif_79,NA,NA
354	cosine	447	77.974	354	0.861	354	7	motif_58	motif_58,motif_64,motif_79,NA,NA
351	cosine	387	-130.982	351	0.819	351	7	motif_58	motif_58,motif_64,motif_79,NA,NA
352	cosine	360	-152.01	352	0.8281	352	7	motif_58	motif_58,motif_64,motif_79,NA,NA
159	cosine	447	107.984	159	0.7772	159	7	motif_58	motif_58,motif_64,motif_79,NA,NA
352	cosine	355	14.015	352	0.8619	352	7	motif_58	motif_58,motif_64,motif_79,NA,NA
170	cosine	361	-76.006	170	0.769	170	7		motif_58,motif_64,motif_79,NA,NA
158	cosine	352	149.995	158	0.8327	158	7	motif_58	motif_58,motif_64,motif_79,NA,NA
157	cosine	368	0.002	157	0.7082	157	7		motif_58,motif_64,motif_79,NA,NA
350	cosine	440	-152.014	350	0.8768	350	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
353	cosine	361	-1.008	353	0.8328	353	7	motif_64	motif_58,motif_64,motif_79,NA,NA
352	cosine	449	182.02	352	0.8304	352	7	motif_58	motif_58,motif_64,motif_79,NA,NA
350	cosine	352	-182.024	350	0.8726	350	7	motif_58	motif_58,motif_64,motif_79,NA,NA
146	cosine	353	14.025	146	0.8119	146	7	motif_58	motif_58,motif_64,motif_79,NA,NA
140	cosine	350	149.999	140	0.9285	140	7	motif_58	motif_58,motif_64,motif_79,NA,NA
117	motif_58	354	-149.998	117	0.8957	117	7	motif_58	motif_58,motif_64,motif_79,NA,NA
355	motif_58	372	-149.998	355	0.828	355	7	motif_58	motif_58,motif_64,motif_79,NA,NA
151	motif_58	159	-14.016	151	0.8072	151	7	motif_58	motif_58,motif_64,motif_79,NA,NA
151	motif_58	388	-2.014	151	0.7763	151	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	motif_58	387	-10.994	139	0.8624	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
140	motif_58	351	119.988	140	0.8777	140	7	motif_58	motif_58,motif_64,motif_79,NA,NA
140	motif_58	387	-10.994	140	0.8626	140	7	motif_58	motif_58,motif_64,motif_79,NA,NA
159	motif_58	372	14.013	159	0.808	159	7	motif_58	motif_58,motif_64,motif_79,NA,NA
158	motif_58	372	14.012	158	0.8301	158	7	motif_58	motif_58,motif_64,motif_79,NA,NA
350	motif_58	354	-302.011	350	0.8896	350	7	motif_58	motif_58,motif_64,motif_79,NA,NA
39	motif_58	353	14.025	39	0.8546	39	7	motif_58	motif_58,motif_64,motif_79,NA,NA
350	motif_58	449	-0.005	350	0.903	350	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
350	motif_64	449	-0.005	350	0.903	350	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
117	motif_58	140	2.014	117	0.8853	117	7	motif_58	motif_58,motif_64,motif_79,NA,NA
159	motif_58	352	149.997	159	0.8179	159	7	motif_58	motif_58,motif_64,motif_79,NA,NA
39	motif_58	146	0	39	0.9137	39	7	motif_58	motif_58,motif_64,motif_79,NA,NA
354	motif_58	440	149.997	354	0.8812	354	7	motif_58	motif_58,motif_64,motif_79,NA,NA
61	motif_58	146	152.013	61	0.8315	61	7	motif_58	motif_58,motif_64,motif_79,NA,NA
140	motif_58	146	302.01	140	0.9112	140	7	motif_58	motif_58,motif_64,motif_79,NA,NA
355	motif_58	388	-152.01	355	0.7743	355	7	motif_58	motif_58,motif_64,motif_79,NA,NA
148	motif_79	173	-30.011	148	0.9131	148	7	motif_79	motif_58,motif_64,motif_79,NA,NA
146	motif_58	351	-182.022	146	0.8785	146	7	motif_58	motif_58,motif_64,motif_79,NA,NA
117	motif_58	358	-30.013	117	0.8462	117	7	motif_58	motif_58,motif_64,motif_79,NA,NA
39	motif_58	162	6.027	39	0.7942	39	7	motif_58	motif_58,motif_64,motif_79,NA,NA
356	motif_58	373	-152.014	356	0.7355	356	7	motif_58	motif_58,motif_64,motif_79,NA,NA
147	motif_79	148	35.963	147	0.8615	147	7	motif_79	motif_58,motif_64,motif_79,NA,NA
153	motif_58	350	-30.068	153	0.861	153	7	motif_58	motif_58,motif_64,motif_79,NA,NA
151	motif_58	351	287.995	151	0.8465	151	7	motif_58	motif_58,motif_64,motif_79,NA,NA
361	motif_64	373	-91.012	361	0.7319	361	7	motif_64	motif_58,motif_64,motif_79,NA,NA
354	motif_58	358	119.985	354	0.863	354	7	motif_58	motif_58,motif_64,motif_79,NA,NA
353	motif_58	373	-92.02	353	0.7876	353	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
353	motif_64	373	-92.02	353	0.7876	353	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
162	motif_58	382	75.001	162	0.7269	162	7	motif_58	motif_58,motif_64,motif_79,NA,NA
117	motif_58	449	152.009	117	0.8126	117	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
117	motif_64	449	152.009	117	0.8126	117	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
39	motif_58	139	-302.01	39	0.8722	39	7	motif_58	motif_58,motif_64,motif_79,NA,NA
151	motif_58	372	-0.003	151	0.8598	151	7	motif_58	motif_58,motif_64,motif_79,NA,NA
117	motif_58	360	-182.021	117	0.8762	117	7	motif_58	motif_58,motif_64,motif_79,NA,NA
151	motif_58	355	149.996	151	0.8344	151	7	motif_58	motif_58,motif_64,motif_79,NA,NA
61	motif_58	354	-302.01	61	0.8668	61	7	motif_58	motif_58,motif_64,motif_79,NA,NA
158	motif_58	358	149.994	158	0.8551	158	7	motif_58	motif_58,motif_64,motif_79,NA,NA
372	motif_58	388	-2.012	372	0.7626	372	7	motif_58	motif_58,motif_64,motif_79,NA,NA
351	motif_58	449	30.006	351	0.8555	351	7	motif_58	motif_58,motif_64,motif_79,NA,NA
140	motif_58	358	-32.027	140	0.9295	140	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	motif_58	354	-152.013	139	0.9059	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
358	motif_58	440	30.011	358	0.8478	358	7	motif_58	motif_58,motif_64,motif_79,NA,NA
39	motif_58	358	-334.037	39	0.8472	39	7	motif_58	motif_58,motif_64,motif_79,NA,NA
150	motif_58	153	-119.985	150	0.7627	150	7	motif_58	motif_58,motif_64,motif_79,NA,NA
61	motif_58	350	0.001	61	0.8705	61	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
61	motif_64	350	0.001	61	0.8705	61	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
440	motif_58	449	152.01	440	0.8429	440	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
440	motif_64	449	152.01	440	0.8429	440	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
150	motif_58	367	-484.032	150	0.7594	150	7	motif_58	motif_58,motif_64,motif_79,NA,NA
365	motif_58	368	-76.005	365	0.8216	365	7	motif_58	motif_58,motif_64,motif_79,NA,NA
140	motif_58	354	-152.012	140	0.9043	140	7	motif_58	motif_58,motif_64,motif_79,NA,NA
61	motif_58	449	-0.003	61	0.8526	61	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
61	motif_64	449	-0.003	61	0.8526	61	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
140	motif_58	440	-2.015	140	0.907	140	7	motif_58	motif_58,motif_64,motif_79,NA,NA
350	motif_58	358	-182.026	350	0.8864	350	7	motif_58	motif_58,motif_64,motif_79,NA,NA
146	motif_58	350	-152.011	146	0.8628	146	7	motif_58	motif_58,motif_64,motif_79,NA,NA
61	motif_58	153	30.069	61	0.8187	61	7	motif_58	motif_58,motif_64,motif_79,NA,NA
146	motif_58	440	-304.026	146	0.8479	146	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	motif_58	351	119.988	139	0.8973	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	motif_58	350	149.998	139	0.9278	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
360	motif_58	440	182.02	360	0.8442	360	7	motif_58	motif_58,motif_64,motif_79,NA,NA
117	motif_58	387	-8.979	117	0.8286	117	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	motif_58	146	302.01	139	0.9342	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
117	motif_58	139	2.015	117	0.8678	117	7	motif_58	motif_58,motif_64,motif_79,NA,NA
61	motif_58	447	-224.035	61	0.8531	61	7	motif_58	motif_58,motif_64,motif_79,NA,NA
151	motif_58	158	-14.015	151	0.8243	151	7	motif_58	motif_58,motif_64,motif_79,NA,NA
158	motif_58	360	-2.015	158	0.8208	158	7	motif_58	motif_58,motif_64,motif_79,NA,NA
158	motif_58	351	302.009	158	0.8778	158	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	motif_58	440	-2.016	139	0.8884	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
351	motif_58	354	-272	351	0.8537	351	7	motif_58	motif_58,motif_64,motif_79,NA,NA
353	motif_58	449	-166.041	353	0.8297	353	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
353	motif_64	449	-166.041	353	0.8297	353	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
147	motif_79	173	5.952	147	0.8719	147	7	motif_79	motif_58,motif_64,motif_79,NA,NA
356	motif_58	365	-74.998	356	0.764	356	7	motif_58	motif_58,motif_64,motif_79,NA,NA
354	motif_58	387	141.018	354	0.8619	354	7	motif_58	motif_58,motif_64,motif_79,NA,NA
150	motif_79	173	19.969	150	0.7913	150	7	motif_79	motif_58,motif_64,motif_79,NA,NA
39	motif_58	140	-302.011	39	0.8668	39	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	motif_58	140	-0.001	139	0.9758	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
146	motif_58	358	-334.037	146	0.8554	146	7	motif_58	motif_58,motif_64,motif_79,NA,NA
361	motif_64	448	76.007	361	0.7665	361	7	motif_64	motif_58,motif_64,motif_79,NA,NA
368	motif_58	373	-1.011	368	0.719	368	7	motif_58	motif_58,motif_64,motif_79,NA,NA
358	motif_58	387	21.033	358	0.8534	358	7	motif_58	motif_58,motif_64,motif_79,NA,NA
147	motif_79	150	-14.016	147	0.7817	147	7	motif_79	motif_58,motif_64,motif_79,NA,NA
117	motif_58	440	-0.001	117	0.8649	117	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
117	motif_64	440	-0.001	117	0.8649	117	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
148	motif_58	150	-49.98	148	0.7396	148	7	motif_58,motif_79	motif_58,motif_64,motif_79,NA,NA
148	motif_79	150	-49.98	148	0.7396	148	7	motif_58,motif_79	motif_58,motif_64,motif_79,NA,NA
365	motif_58	373	-77.016	365	0.7345	365	7	motif_58	motif_58,motif_64,motif_79,NA,NA
139	motif_58	358	-32.027	139	0.9166	139	7	motif_58	motif_58,motif_64,motif_79,NA,NA
162	motif_58	353	7.997	162	0.775	162	7	motif_58	motif_58,motif_64,motif_79,NA,NA
354	motif_58	447	77.974	354	0.861	354	7	motif_58	motif_58,motif_64,motif_79,NA,NA
351	motif_58	387	-130.982	351	0.819	351	7	motif_58	motif_58,motif_64,motif_79,NA,NA
352	motif_58	360	-152.01	352	0.8281	352	7	motif_58	motif_58,motif_64,motif_79,NA,NA
159	motif_58	447	107.984	159	0.7772	159	7	motif_58	motif_58,motif_64,motif_79,NA,NA
352	motif_58	355	14.015	352	0.8619	352	7	motif_58	motif_58,motif_64,motif_79,NA,NA
158	motif_58	352	149.995	158	0.8327	158	7	motif_58	motif_58,motif_64,motif_79,NA,NA
350	motif_58	440	-152.014	350	0.8768	350	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
350	motif_64	440	-152.014	350	0.8768	350	7	motif_58,motif_64	motif_58,motif_64,motif_79,NA,NA
353	motif_64	361	-1.008	353	0.8328	353	7	motif_64	motif_58,motif_64,motif_79,NA,NA
352	motif_58	449	182.02	352	0.8304	352	7	motif_58	motif_58,motif_64,motif_79,NA,NA
350	motif_58	352	-182.024	350	0.8726	350	7	motif_58	motif_58,motif_64,motif_79,NA,NA
146	motif_58	353	14.025	146	0.8119	146	7	motif_58	motif_58,motif_64,motif_79,NA,NA
140	motif_58	350	149.999	140	0.9285	140	7	motif_58	motif_58,motif_64,motif_79,NA,NA
175	cosine	400	-18.01	175	0.7971	175	8		motif_75,NA,NA,NA,NA
381	cosine	400	-2.015	381	0.7466	381	8	motif_75	motif_75,NA,NA,NA,NA
175	cosine	381	-15.995	175	0.7054	175	8		motif_75,NA,NA,NA,NA
381	motif_75	400	-2.015	381	0.7466	381	8	motif_75	motif_75,NA,NA,NA,NA
242	cosine	246	-116.027	242	0.8374	242	9	motif_41,motif_52	motif_41,motif_46,motif_52,motif_72,NA
242	cosine	443	-121.999	242	0.752	242	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
243	cosine	396	-348.148	243	0.7068	243	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
235	cosine	392	94.021	235	0.9103	235	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
81	cosine	205	16.032	81	0.7925	81	9	motif_46	motif_41,motif_46,motif_52,motif_72,NA
205	cosine	241	-32.027	205	0.8936	205	9	motif_41,motif_46	motif_41,motif_46,motif_52,motif_72,NA
202	cosine	213	-478.188	202	0.7069	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
213	cosine	243	288.123	213	0.7992	213	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
211	cosine	279	-190.065	211	0.7367	211	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
205	cosine	211	-134.059	205	0.7537	205	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	cosine	211	15.996	202	0.8519	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	cosine	205	150.055	202	0.784	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
242	cosine	243	-160.054	242	0.913	242	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	cosine	243	-190.065	202	0.9224	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	cosine	246	-146.038	202	0.8334	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
246	cosine	396	-392.174	246	0.7385	246	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
235	cosine	246	32.042	235	0.8872	235	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
242	cosine	392	-54.048	242	0.8741	242	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
213	cosine	242	448.178	213	0.7406	213	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
213	cosine	246	332.15	213	0.8794	213	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
243	cosine	443	38.055	243	0.8118	243	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
213	cosine	235	300.109	213	0.8454	213	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
246	cosine	443	-5.972	246	0.7861	246	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	cosine	392	-84.058	202	0.9026	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
71	cosine	211	30.01	71	0.7308	71	9	motif_41,motif_72	motif_41,motif_46,motif_52,motif_72,NA
392	cosine	443	-67.952	392	0.7511	392	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
211	cosine	241	102.032	211	0.707	211	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
235	cosine	443	26.07	235	0.7949	235	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
213	cosine	392	394.13	213	0.7222	213	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
235	cosine	242	148.069	235	0.9261	235	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
71	cosine	242	-15.997	71	0.8866	71	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
81	cosine	321	16.033	81	0.7125	81	9	motif_46	motif_41,motif_46,motif_52,motif_72,NA
243	cosine	279	15.996	243	0.7012	243	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
213	cosine	396	-60.024	213	0.8558	213	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
235	cosine	396	-360.133	235	0.7651	235	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	cosine	242	-30.011	202	0.9448	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	cosine	241	118.028	202	0.8136	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
81	cosine	241	-15.994	81	0.8177	81	9	motif_46	motif_41,motif_46,motif_52,motif_72,NA
205	cosine	242	-180.065	205	0.735	205	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
241	cosine	242	-148.039	241	0.7386	241	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	cosine	443	-152.01	202	0.7439	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	cosine	235	-178.08	202	0.9303	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
243	cosine	392	106.007	243	0.8933	243	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
205	cosine	208	-18.011	205	0.7887	205	9	motif_46	motif_41,motif_46,motif_52,motif_72,NA
205	cosine	321	0	205	0.7452	205	9	motif_46	motif_41,motif_46,motif_52,motif_72,NA
213	cosine	443	326.178	213	0.7162	213	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
208	cosine	321	18.012	208	0.8567	208	9	motif_46	motif_41,motif_46,motif_52,motif_72,NA
246	cosine	392	61.98	246	0.8319	246	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
243	cosine	246	44.027	243	0.9025	243	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
235	cosine	243	-11.985	235	0.9452	235	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
242	motif_41	246	-116.027	242	0.8374	242	9	motif_41,motif_52	motif_41,motif_46,motif_52,motif_72,NA
242	motif_52	246	-116.027	242	0.8374	242	9	motif_41,motif_52	motif_41,motif_46,motif_52,motif_72,NA
242	motif_41	443	-121.999	242	0.752	242	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
243	motif_41	396	-348.148	243	0.7068	243	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
235	motif_41	392	94.021	235	0.9103	235	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
81	motif_46	205	16.032	81	0.7925	81	9	motif_46	motif_41,motif_46,motif_52,motif_72,NA
205	motif_41	241	-32.027	205	0.8936	205	9	motif_41,motif_46	motif_41,motif_46,motif_52,motif_72,NA
205	motif_46	241	-32.027	205	0.8936	205	9	motif_41,motif_46	motif_41,motif_46,motif_52,motif_72,NA
202	motif_41	213	-478.188	202	0.7069	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
213	motif_41	243	288.123	213	0.7992	213	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
211	motif_41	279	-190.065	211	0.7367	211	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
205	motif_41	211	-134.059	205	0.7537	205	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	motif_41	211	15.996	202	0.8519	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	motif_41	205	150.055	202	0.784	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
242	motif_41	243	-160.054	242	0.913	242	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	motif_41	243	-190.065	202	0.9224	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	motif_41	246	-146.038	202	0.8334	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
246	motif_41	396	-392.174	246	0.7385	246	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
235	motif_41	246	32.042	235	0.8872	235	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
242	motif_41	392	-54.048	242	0.8741	242	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
213	motif_41	242	448.178	213	0.7406	213	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
213	motif_41	246	332.15	213	0.8794	213	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
243	motif_41	443	38.055	243	0.8118	243	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
213	motif_41	235	300.109	213	0.8454	213	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
246	motif_41	443	-5.972	246	0.7861	246	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	motif_41	392	-84.058	202	0.9026	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
71	motif_41	211	30.01	71	0.7308	71	9	motif_41,motif_72	motif_41,motif_46,motif_52,motif_72,NA
71	motif_72	211	30.01	71	0.7308	71	9	motif_41,motif_72	motif_41,motif_46,motif_52,motif_72,NA
392	motif_41	443	-67.952	392	0.7511	392	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
211	motif_41	241	102.032	211	0.707	211	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
235	motif_41	443	26.07	235	0.7949	235	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
213	motif_41	392	394.13	213	0.7222	213	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
235	motif_41	242	148.069	235	0.9261	235	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
71	motif_41	242	-15.997	71	0.8866	71	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
81	motif_46	321	16.033	81	0.7125	81	9	motif_46	motif_41,motif_46,motif_52,motif_72,NA
243	motif_41	279	15.996	243	0.7012	243	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
213	motif_41	396	-60.024	213	0.8558	213	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
235	motif_41	396	-360.133	235	0.7651	235	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	motif_41	242	-30.011	202	0.9448	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	motif_41	241	118.028	202	0.8136	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
81	motif_46	241	-15.994	81	0.8177	81	9	motif_46	motif_41,motif_46,motif_52,motif_72,NA
205	motif_41	242	-180.065	205	0.735	205	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
241	motif_41	242	-148.039	241	0.7386	241	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	motif_41	443	-152.01	202	0.7439	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
202	motif_41	235	-178.08	202	0.9303	202	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
243	motif_41	392	106.007	243	0.8933	243	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
205	motif_46	208	-18.011	205	0.7887	205	9	motif_46	motif_41,motif_46,motif_52,motif_72,NA
205	motif_46	321	0	205	0.7452	205	9	motif_46	motif_41,motif_46,motif_52,motif_72,NA
213	motif_41	443	326.178	213	0.7162	213	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
208	motif_46	321	18.012	208	0.8567	208	9	motif_46	motif_41,motif_46,motif_52,motif_72,NA
246	motif_41	392	61.98	246	0.8319	246	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
243	motif_41	246	44.027	243	0.9025	243	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
235	motif_41	243	-11.985	235	0.9452	235	9	motif_41	motif_41,motif_46,motif_52,motif_72,NA
250	cosine	303	-21.979	250	0.88	250	10	motif_41	motif_41,NA,NA,NA,NA
250	motif_41	303	-21.979	250	0.88	250	10	motif_41	motif_41,NA,NA,NA,NA
409	cosine	411	0.001	409	0.7414	409	11		NA
229	cosine	418	-51.992	229	0.8573	229	12		motif_70,motif_90,NA,NA,NA
402	cosine	418	-67.988	402	0.8322	402	12		motif_70,motif_90,NA,NA,NA
229	cosine	402	15.996	229	0.94	229	12	motif_70,motif_90	motif_70,motif_90,NA,NA,NA
403	cosine	407	-31.992	403	0.752	403	12	motif_70	motif_70,motif_90,NA,NA,NA
407	cosine	418	426.125	407	0.7375	407	12		motif_70,motif_90,NA,NA,NA
403	cosine	418	394.133	403	0.8017	403	12		motif_70,motif_90,NA,NA,NA
229	motif_70	402	15.996	229	0.94	229	12	motif_70,motif_90	motif_70,motif_90,NA,NA,NA
229	motif_90	402	15.996	229	0.94	229	12	motif_70,motif_90	motif_70,motif_90,NA,NA,NA
403	motif_70	407	-31.992	403	0.752	403	12	motif_70	motif_70,motif_90,NA,NA,NA
460	cosine	461	173.994	460	0.7243	460	13	motif_29	motif_64,motif_29,NA,NA,NA
371	cosine	410	152.013	371	0.8189	371	13	motif_64	motif_64,motif_29,NA,NA,NA
421	cosine	461	152.013	421	0.7542	421	13		motif_64,motif_29,NA,NA,NA
453	cosine	461	173.992	453	0.7225	453	13	motif_29	motif_64,motif_29,NA,NA,NA
421	cosine	460	-21.981	421	0.744	421	13	motif_64	motif_64,motif_29,NA,NA,NA
152	cosine	410	-152.012	152	0.81	152	13	motif_64	motif_64,motif_29,NA,NA,NA
410	cosine	421	0	410	0.8777	410	13	motif_64	motif_64,motif_29,NA,NA,NA
371	cosine	384	152.013	371	0.7874	371	13	motif_64	motif_64,motif_29,NA,NA,NA
371	cosine	421	152.012	371	0.7448	371	13	motif_64	motif_64,motif_29,NA,NA,NA
384	cosine	460	-21.982	384	0.743	384	13	motif_64	motif_64,motif_29,NA,NA,NA
371	cosine	408	-152.013	371	0.7322	371	13	motif_64	motif_64,motif_29,NA,NA,NA
