cluster index	CF_componentindex	CF_NrNodes	CF_kingdom	CF_kingdom_score	CF_superclass	CF_superclass_score	CF_class	CF_class_score	CF_subclass	CF_subclass_score	CF_Dparent	CF_Dparent_score	CF_MFramework	CF_MFramework_score
17	14	5	Organic compounds	1.0	Organic acids and derivatives	0.4444444444444445	Carboxylic acids and derivatives	0.4444444444444445	Dicarboxylic acids and derivatives	0.2	Dicarboxylic acids and derivatives	0.2	Aromatic heteropolycyclic compounds	0.45555555555555555
155	14	5	Organic compounds	1.0	Organic acids and derivatives	0.4444444444444445	Carboxylic acids and derivatives	0.4444444444444445	Dicarboxylic acids and derivatives	0.2	Dicarboxylic acids and derivatives	0.2	Aromatic heteropolycyclic compounds	0.45555555555555555
200	14	5	Organic compounds	1.0	Organic acids and derivatives	0.4444444444444445	Carboxylic acids and derivatives	0.4444444444444445	Dicarboxylic acids and derivatives	0.2	Dicarboxylic acids and derivatives	0.2	Aromatic heteropolycyclic compounds	0.45555555555555555
308	14	5	Organic compounds	1.0	Organic acids and derivatives	0.4444444444444445	Carboxylic acids and derivatives	0.4444444444444445	Dicarboxylic acids and derivatives	0.2	Dicarboxylic acids and derivatives	0.2	Aromatic heteropolycyclic compounds	0.45555555555555555
414	14	5	Organic compounds	1.0	Organic acids and derivatives	0.4444444444444445	Carboxylic acids and derivatives	0.4444444444444445	Dicarboxylic acids and derivatives	0.2	Dicarboxylic acids and derivatives	0.2	Aromatic heteropolycyclic compounds	0.45555555555555555
18	S7	1	no matches		no matches		no matches		no matches		no matches		no matches	
20	S8	1	no matches		no matches		no matches		no matches		no matches		no matches	
21	2	4	Organic compounds	1.0	Organoheterocyclic compounds	0.5	Indoles and derivatives	0.5	Indolecarboxylic acids and derivatives	0.5	Indolecarboxylic acids and derivatives	0.5	Aromatic heteropolycyclic compounds	0.65
176	2	4	Organic compounds	1.0	Organoheterocyclic compounds	0.5	Indoles and derivatives	0.5	Indolecarboxylic acids and derivatives	0.5	Indolecarboxylic acids and derivatives	0.5	Aromatic heteropolycyclic compounds	0.65
247	2	4	Organic compounds	1.0	Organoheterocyclic compounds	0.5	Indoles and derivatives	0.5	Indolecarboxylic acids and derivatives	0.5	Indolecarboxylic acids and derivatives	0.5	Aromatic heteropolycyclic compounds	0.65
273	2	4	Organic compounds	1.0	Organoheterocyclic compounds	0.5	Indoles and derivatives	0.5	Indolecarboxylic acids and derivatives	0.5	Indolecarboxylic acids and derivatives	0.5	Aromatic heteropolycyclic compounds	0.65
23	S9	1	no matches		no matches		no matches		no matches		no matches		no matches	
24	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
83	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
85	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
89	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
92	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
95	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
102	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
108	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
111	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
119	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
122	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
127	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
131	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
215	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
444	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
459	16	16	Organic compounds	0.6875	Phenylpropanoids and polyketides	0.3587797619047619	Flavonoids	0.3228422619047619	Flavonoid glycosides	0.26607142857142857	Flavonoid-3-O-glycosides	0.18459821428571432	Aromatic heteropolycyclic compounds	0.48586309523809523
25	S10	1	no matches		no matches		no matches		no matches		no matches		no matches	
26	S11	1	no matches		no matches		no matches		no matches		no matches		no matches	
27	S12	1	no matches		no matches		no matches		no matches		no matches		no matches	
28	S13	1	no matches		no matches		no matches		no matches		no matches		no matches	
30	S14	1	no matches		no matches		no matches		no matches		no matches		no matches	
31	S15	1	no matches		no matches		no matches		no matches		no matches		no matches	
32	S16	1	no matches		no matches		no matches		no matches		no matches		no matches	
33	S17	1	no matches		no matches		no matches		no matches		no matches		no matches	
34	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
39	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
61	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
117	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
139	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
140	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
141	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
146	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
147	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
148	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
150	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
151	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
153	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
157	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
158	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
159	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
162	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
170	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
173	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
196	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
350	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
351	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
352	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
353	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
354	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
355	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
356	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
358	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
360	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
361	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
365	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
367	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
368	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
372	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
373	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
382	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
387	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
388	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
440	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
447	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
448	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
449	7	42	Organic compounds	0.6904761904761905	Phenylpropanoids and polyketides	0.4013605442176872	Tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Hydrolyzable tannins	0.346797052154195	Aromatic heteropolycyclic compounds	0.5773809523809523
35	S18	1	no matches		no matches		no matches		no matches		no matches		no matches	
37	S19	1	no matches		no matches		no matches		no matches		no matches		no matches	
40	S20	1	no matches		no matches		no matches		no matches		no matches		no matches	
42	S21	1	no matches		no matches		no matches		no matches		no matches		no matches	
43	S22	1	no matches		no matches		no matches		no matches		no matches		no matches	
44	S23	1	no matches		no matches		no matches		no matches		no matches		no matches	
46	S24	1	no matches		no matches		no matches		no matches		no matches		no matches	
47	S25	1	no matches		no matches		no matches		no matches		no matches		no matches	
48	S26	1	no matches		no matches		no matches		no matches		no matches		no matches	
49	S27	1	no matches		no matches		no matches		no matches		no matches		no matches	
51	S28	1	no matches		no matches		no matches		no matches		no matches		no matches	
52	20	7	Organic compounds	1.0	Organoheterocyclic compounds	0.45873015873015877	Diazines	0.11706349206349206		0.16428571428571428	Phenylpyrimidines	0.11706349206349206	Aromatic heteromonocyclic compounds	0.49563492063492065
217	20	7	Organic compounds	1.0	Organoheterocyclic compounds	0.45873015873015877	Diazines	0.11706349206349206		0.16428571428571428	Phenylpyrimidines	0.11706349206349206	Aromatic heteromonocyclic compounds	0.49563492063492065
262	20	7	Organic compounds	1.0	Organoheterocyclic compounds	0.45873015873015877	Diazines	0.11706349206349206		0.16428571428571428	Phenylpyrimidines	0.11706349206349206	Aromatic heteromonocyclic compounds	0.49563492063492065
292	20	7	Organic compounds	1.0	Organoheterocyclic compounds	0.45873015873015877	Diazines	0.11706349206349206		0.16428571428571428	Phenylpyrimidines	0.11706349206349206	Aromatic heteromonocyclic compounds	0.49563492063492065
313	20	7	Organic compounds	1.0	Organoheterocyclic compounds	0.45873015873015877	Diazines	0.11706349206349206		0.16428571428571428	Phenylpyrimidines	0.11706349206349206	Aromatic heteromonocyclic compounds	0.49563492063492065
474	20	7	Organic compounds	1.0	Organoheterocyclic compounds	0.45873015873015877	Diazines	0.11706349206349206		0.16428571428571428	Phenylpyrimidines	0.11706349206349206	Aromatic heteromonocyclic compounds	0.49563492063492065
530	20	7	Organic compounds	1.0	Organoheterocyclic compounds	0.45873015873015877	Diazines	0.11706349206349206		0.16428571428571428	Phenylpyrimidines	0.11706349206349206	Aromatic heteromonocyclic compounds	0.49563492063492065
53	S29	1	no matches		no matches		no matches		no matches		no matches		no matches	
54	S30	1	no matches		no matches		no matches		no matches		no matches		no matches	
55	S31	1	no matches		no matches		no matches		no matches		no matches		no matches	
56	S32	1	no matches		no matches		no matches		no matches		no matches		no matches	
57	S33	1	no matches		no matches		no matches		no matches		no matches		no matches	
58	S34	1	no matches		no matches		no matches		no matches		no matches		no matches	
59	S35	1	no matches		no matches		no matches		no matches		no matches		no matches	
60	S36	1	no matches		no matches		no matches		no matches		no matches		no matches	
62	S37	1	no matches		no matches		no matches		no matches		no matches		no matches	
64	3	5	Organic compounds	0.4	Organic oxygen compounds	0.2	Organooxygen compounds	0.2	Carbohydrates and carbohydrate conjugates	0.2	Oligosaccharides	0.2	Aliphatic heteromonocyclic compounds	0.2
72	3	5	Organic compounds	0.4	Organic oxygen compounds	0.2	Organooxygen compounds	0.2	Carbohydrates and carbohydrate conjugates	0.2	Oligosaccharides	0.2	Aliphatic heteromonocyclic compounds	0.2
233	3	5	Organic compounds	0.4	Organic oxygen compounds	0.2	Organooxygen compounds	0.2	Carbohydrates and carbohydrate conjugates	0.2	Oligosaccharides	0.2	Aliphatic heteromonocyclic compounds	0.2
239	3	5	Organic compounds	0.4	Organic oxygen compounds	0.2	Organooxygen compounds	0.2	Carbohydrates and carbohydrate conjugates	0.2	Oligosaccharides	0.2	Aliphatic heteromonocyclic compounds	0.2
404	3	5	Organic compounds	0.4	Organic oxygen compounds	0.2	Organooxygen compounds	0.2	Carbohydrates and carbohydrate conjugates	0.2	Oligosaccharides	0.2	Aliphatic heteromonocyclic compounds	0.2
66	S38	1	no matches		no matches		no matches		no matches		no matches		no matches	
67	S39	1	no matches		no matches		no matches		no matches		no matches		no matches	
68	27	2	Organic compounds	1.0	Lignans, neolignans and related compounds	0.8125	Lignan glycosides	0.8125		0.8125	Lignan glycosides	0.8125	Aromatic heteromonocyclic compounds	0.8125
197	27	2	Organic compounds	1.0	Lignans, neolignans and related compounds	0.8125	Lignan glycosides	0.8125		0.8125	Lignan glycosides	0.8125	Aromatic heteromonocyclic compounds	0.8125
70	S40	1	no matches		no matches		no matches		no matches		no matches		no matches	
71	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
81	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
202	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
205	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
208	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
211	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
213	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
235	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
241	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
242	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
243	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
246	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
279	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
321	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
392	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
396	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
443	9	17	Organic compounds	0.8823529411764706	Phenylpropanoids and polyketides	0.2006069094304388	Carboxylic acids and derivatives	0.13333333333333333		0.18095238095238098	Linear diarylheptanoids	0.07236227824463119	Aromatic heteropolycyclic compounds	0.5578664799253035
73	S41	1	no matches		no matches		no matches		no matches		no matches		no matches	
74	S42	1	no matches		no matches		no matches		no matches		no matches		no matches	
75	S43	1	no matches		no matches		no matches		no matches		no matches		no matches	
76	S44	1	no matches		no matches		no matches		no matches		no matches		no matches	
78	S45	1	no matches		no matches		no matches		no matches		no matches		no matches	
80	S46	1	no matches		no matches		no matches		no matches		no matches		no matches	
86	S47	1	no matches		no matches		no matches		no matches		no matches		no matches	
87	S48	1	no matches		no matches		no matches		no matches		no matches		no matches	
88	S49	1	no matches		no matches		no matches		no matches		no matches		no matches	
93	S50	1	no matches		no matches		no matches		no matches		no matches		no matches	
97	23	2	Organic compounds	1.0	Phenylpropanoids and polyketides	0.5	Flavonoids	0.5	Terpene lactones	0.4444444444444444	Eudesmanolides, secoeudesmanolides, and derivatives	0.2222222222222222	Aromatic heteropolycyclic compounds	0.5555555555555556
485	23	2	Organic compounds	1.0	Phenylpropanoids and polyketides	0.5	Flavonoids	0.5	Terpene lactones	0.4444444444444444	Eudesmanolides, secoeudesmanolides, and derivatives	0.2222222222222222	Aromatic heteropolycyclic compounds	0.5555555555555556
98	S51	1	no matches		no matches		no matches		no matches		no matches		no matches	
99	S52	1	no matches		no matches		no matches		no matches		no matches		no matches	
100	S53	1	no matches		no matches		no matches		no matches		no matches		no matches	
101	S54	1	no matches		no matches		no matches		no matches		no matches		no matches	
103	S55	1	no matches		no matches		no matches		no matches		no matches		no matches	
