RT,BPI,TIC,Species,Parts
20.554,12073,167753,Alnus_hirsuta,twigs
20.588,13374,173387,Alnus_hirsuta,twigs
20.627,18018,205905,Alnus_hirsuta,twigs
20.661,47884,257667,Alnus_hirsuta,twigs
20.7,50528,281395,Alnus_hirsuta,twigs
20.734,28056,215454,Alnus_hirsuta,twigs
20.767,12811,177178,Alnus_hirsuta,twigs
20.807,14353,192440,Alnus_hirsuta,twigs
20.84,13563,176229,Alnus_hirsuta,twigs
20.879,12920,203898,Alnus_hirsuta,twigs
20.913,8645,125453,Alnus_hirsuta,twigs
20.946,7246,107079,Alnus_hirsuta,twigs
20.985,7796,104273,Alnus_hirsuta,twigs
21.019,6218,92696,Alnus_hirsuta,twigs
21.052,6388,88835,Alnus_hirsuta,twigs
21.091,6866,109225,Alnus_hirsuta,twigs
21.125,6956,108686,Alnus_hirsuta,twigs
21.164,5101,83732,Alnus_hirsuta,twigs
21.197,5927,80651,Alnus_hirsuta,twigs
21.231,5403,73294,Alnus_hirsuta,twigs
21.27,4948,79517,Alnus_hirsuta,twigs
21.303,5363,82012,Alnus_hirsuta,twigs
21.336,5744,79782,Alnus_hirsuta,twigs
21.375,5146,75662,Alnus_hirsuta,twigs
21.409,4908,65541,Alnus_hirsuta,twigs
21.448,4602,64178,Alnus_hirsuta,twigs
21.481,5188,63776,Alnus_hirsuta,twigs
21.505,5536,66879,Alnus_hirsuta,twigs
21.544,4806,69531,Alnus_hirsuta,twigs
21.577,5295,64277,Alnus_hirsuta,twigs
21.61,5456,59803,Alnus_hirsuta,twigs
21.65,5639,69386,Alnus_hirsuta,twigs
21.683,6823,74033,Alnus_hirsuta,twigs
21.722,7910,77853,Alnus_hirsuta,twigs
21.756,6550,68687,Alnus_hirsuta,twigs
21.789,6235,63208,Alnus_hirsuta,twigs
21.828,6429,69612,Alnus_hirsuta,twigs
21.861,7573,67179,Alnus_hirsuta,twigs
21.895,6835,64342,Alnus_hirsuta,twigs
21.934,7479,66709,Alnus_hirsuta,twigs
21.967,8264,71159,Alnus_hirsuta,twigs
22.006,7438,75925,Alnus_hirsuta,twigs
22.04,7141,70199,Alnus_hirsuta,twigs
22.073,7664,73555,Alnus_hirsuta,twigs
22.112,7328,74212,Alnus_hirsuta,twigs
22.146,8177,75039,Alnus_hirsuta,twigs
22.185,8731,81123,Alnus_hirsuta,twigs
22.218,8213,74037,Alnus_hirsuta,twigs
22.251,8944,73682,Alnus_hirsuta,twigs
22.291,10346,100632,Alnus_hirsuta,twigs
22.324,10804,99553,Alnus_hirsuta,twigs
22.357,9799,85137,Alnus_hirsuta,twigs
22.396,9274,81950,Alnus_hirsuta,twigs
22.43,8385,72237,Alnus_hirsuta,twigs
22.469,8573,73348,Alnus_hirsuta,twigs
22.502,8027,66682,Alnus_hirsuta,twigs
22.535,9158,66979,Alnus_hirsuta,twigs
22.575,8093,70840,Alnus_hirsuta,twigs
22.608,8867,66654,Alnus_hirsuta,twigs
22.647,10685,85093,Alnus_hirsuta,twigs
22.68,8862,67834,Alnus_hirsuta,twigs
22.714,9810,65708,Alnus_hirsuta,twigs
22.753,9721,72589,Alnus_hirsuta,twigs
22.786,10030,72784,Alnus_hirsuta,twigs
22.819,9853,71964,Alnus_hirsuta,twigs
22.859,9961,78130,Alnus_hirsuta,twigs
22.892,10463,76864,Alnus_hirsuta,twigs
22.931,10554,77180,Alnus_hirsuta,twigs
22.964,11521,76060,Alnus_hirsuta,twigs
22.998,10560,75879,Alnus_hirsuta,twigs
23.037,11631,77597,Alnus_hirsuta,twigs
23.07,10423,77417,Alnus_hirsuta,twigs
23.104,11595,82325,Alnus_hirsuta,twigs
23.143,10020,80737,Alnus_hirsuta,twigs
23.176,10451,83421,Alnus_hirsuta,twigs
23.215,10196,92892,Alnus_hirsuta,twigs
23.249,10387,90904,Alnus_hirsuta,twigs
23.282,10328,93623,Alnus_hirsuta,twigs
23.321,9460,94429,Alnus_hirsuta,twigs
23.354,10439,94963,Alnus_hirsuta,twigs
23.394,10361,102016,Alnus_hirsuta,twigs
23.427,9785,91214,Alnus_hirsuta,twigs
23.46,9288,83184,Alnus_hirsuta,twigs
23.499,10348,93121,Alnus_hirsuta,twigs
23.533,10163,87196,Alnus_hirsuta,twigs
23.566,10862,90544,Alnus_hirsuta,twigs
23.605,9040,82329,Alnus_hirsuta,twigs
23.639,8784,76058,Alnus_hirsuta,twigs
23.678,8282,76210,Alnus_hirsuta,twigs
23.711,8546,81781,Alnus_hirsuta,twigs
23.744,8567,76086,Alnus_hirsuta,twigs
23.784,9022,63096,Alnus_hirsuta,twigs
23.817,11640,68008,Alnus_hirsuta,twigs
23.856,13361,115534,Alnus_hirsuta,twigs
23.889,10609,87950,Alnus_hirsuta,twigs
23.923,10991,86260,Alnus_hirsuta,twigs
23.962,10887,88787,Alnus_hirsuta,twigs
23.995,10669,87052,Alnus_hirsuta,twigs
24.029,11799,89003,Alnus_hirsuta,twigs
24.068,11924,89711,Alnus_hirsuta,twigs
24.101,10856,89235,Alnus_hirsuta,twigs
24.14,12414,91786,Alnus_hirsuta,twigs
24.173,12197,94080,Alnus_hirsuta,twigs
24.207,11226,95856,Alnus_hirsuta,twigs
24.246,11135,96579,Alnus_hirsuta,twigs
24.279,11111,88223,Alnus_hirsuta,twigs
24.313,11491,91823,Alnus_hirsuta,twigs
24.352,12659,92242,Alnus_hirsuta,twigs
24.385,12290,90485,Alnus_hirsuta,twigs
24.424,11766,71413,Alnus_hirsuta,twigs
24.458,10498,64774,Alnus_hirsuta,twigs
24.491,9321,64244,Alnus_hirsuta,twigs
24.53,10972,66059,Alnus_hirsuta,twigs
24.563,11033,64364,Alnus_hirsuta,twigs
24.602,11002,89876,Alnus_hirsuta,twigs
24.636,9020,78245,Alnus_hirsuta,twigs
24.669,10599,76779,Alnus_hirsuta,twigs
24.708,10569,77105,Alnus_hirsuta,twigs
24.741,10882,78429,Alnus_hirsuta,twigs
24.775,10052,75571,Alnus_hirsuta,twigs
24.814,11527,73860,Alnus_hirsuta,twigs
24.847,10408,73149,Alnus_hirsuta,twigs
24.886,11161,84395,Alnus_hirsuta,twigs
24.92,11884,82447,Alnus_hirsuta,twigs
24.953,11321,76484,Alnus_hirsuta,twigs
24.992,11278,79586,Alnus_hirsuta,twigs
25.026,11236,84344,Alnus_hirsuta,twigs
25.065,14544,105164,Alnus_hirsuta,twigs
25.098,11997,81907,Alnus_hirsuta,twigs
25.131,11187,78781,Alnus_hirsuta,twigs
25.171,12849,86055,Alnus_hirsuta,twigs
25.204,12279,79140,Alnus_hirsuta,twigs
25.238,11222,66135,Alnus_hirsuta,twigs
25.278,13175,72108,Alnus_hirsuta,twigs
25.312,12300,74132,Alnus_hirsuta,twigs
25.351,11067,66399,Alnus_hirsuta,twigs
25.385,11372,66830,Alnus_hirsuta,twigs
25.419,11712,68171,Alnus_hirsuta,twigs
25.459,9535,63673,Alnus_hirsuta,twigs
25.493,11308,68693,Alnus_hirsuta,twigs
25.527,10716,63604,Alnus_hirsuta,twigs
25.566,10293,61537,Alnus_hirsuta,twigs
25.6,9545,63455,Alnus_hirsuta,twigs
25.639,10948,78883,Alnus_hirsuta,twigs
25.672,10382,78912,Alnus_hirsuta,twigs
25.706,10733,80121,Alnus_hirsuta,twigs
25.745,10504,77971,Alnus_hirsuta,twigs
25.778,11160,75738,Alnus_hirsuta,twigs
25.817,11596,82845,Alnus_hirsuta,twigs
25.851,12631,88851,Alnus_hirsuta,twigs
25.884,24162,147029,Alnus_hirsuta,twigs
25.923,38404,222263,Alnus_hirsuta,twigs
25.957,29458,212577,Alnus_hirsuta,twigs
25.99,18347,213611,Alnus_hirsuta,twigs
26.03,12393,286565,Alnus_hirsuta,twigs
26.063,10968,447440,Alnus_hirsuta,twigs
26.103,4326,191577,Alnus_hirsuta,twigs
26.127,6217,165174,Alnus_hirsuta,twigs
26.15,8287,158408,Alnus_hirsuta,twigs
26.174,5108,141589,Alnus_hirsuta,twigs
26.203,5349,155868,Alnus_hirsuta,twigs
26.226,4354,138153,Alnus_hirsuta,twigs
26.25,3192,139473,Alnus_hirsuta,twigs
26.273,2180,139039,Alnus_hirsuta,twigs
26.303,2108,137976,Alnus_hirsuta,twigs
26.336,2284,124215,Alnus_hirsuta,twigs
26.37,2537,123412,Alnus_hirsuta,twigs
26.409,2441,120764,Alnus_hirsuta,twigs
26.442,2510,116536,Alnus_hirsuta,twigs
26.472,2971,124121,Alnus_hirsuta,twigs
26.495,3511,110518,Alnus_hirsuta,twigs
26.529,3114,104402,Alnus_hirsuta,twigs
26.552,3153,102869,Alnus_hirsuta,twigs
26.581,2744,98574,Alnus_hirsuta,twigs
26.605,3064,97330,Alnus_hirsuta,twigs
26.638,3201,90457,Alnus_hirsuta,twigs
26.667,3705,91025,Alnus_hirsuta,twigs
26.691,2694,88505,Alnus_hirsuta,twigs
26.714,2786,87667,Alnus_hirsuta,twigs
26.738,2723,85585,Alnus_hirsuta,twigs
26.767,2349,81424,Alnus_hirsuta,twigs
26.79,2553,82958,Alnus_hirsuta,twigs
26.814,2247,81969,Alnus_hirsuta,twigs
26.837,2363,70464,Alnus_hirsuta,twigs
26.856,2237,76389,Alnus_hirsuta,twigs
26.87,2115,75764,Alnus_hirsuta,twigs
26.893,2106,65581,Alnus_hirsuta,twigs
26.917,2114,69956,Alnus_hirsuta,twigs
26.946,2249,69237,Alnus_hirsuta,twigs
26.969,1860,71443,Alnus_hirsuta,twigs
26.993,1697,64009,Alnus_hirsuta,twigs
27.006,1650,64579,Alnus_hirsuta,twigs
27.019,1913,66315,Alnus_hirsuta,twigs
27.039,1707,69766,Alnus_hirsuta,twigs
27.052,1621,58753,Alnus_hirsuta,twigs
27.066,1522,57792,Alnus_hirsuta,twigs
27.079,1737,58691,Alnus_hirsuta,twigs
27.092,1753,59896,Alnus_hirsuta,twigs
27.106,1423,59794,Alnus_hirsuta,twigs
27.109,1469,56474,Alnus_hirsuta,twigs
27.113,1470,58548,Alnus_hirsuta,twigs
27.116,1269,59482,Alnus_hirsuta,twigs
27.12,1583,61634,Alnus_hirsuta,twigs
27.139,1929,67735,Alnus_hirsuta,twigs
27.152,1378,59120,Alnus_hirsuta,twigs
27.156,1255,59093,Alnus_hirsuta,twigs
27.159,1540,57252,Alnus_hirsuta,twigs
27.173,1235,57128,Alnus_hirsuta,twigs
27.176,1699,59709,Alnus_hirsuta,twigs
27.189,1852,55692,Alnus_hirsuta,twigs
27.203,1519,53926,Alnus_hirsuta,twigs
27.216,1673,53426,Alnus_hirsuta,twigs
27.23,1644,53917,Alnus_hirsuta,twigs
27.249,1252,52262,Alnus_hirsuta,twigs
27.252,1363,53503,Alnus_hirsuta,twigs
27.256,1807,54452,Alnus_hirsuta,twigs
27.269,1548,55057,Alnus_hirsuta,twigs
27.283,1340,51193,Alnus_hirsuta,twigs
27.286,1721,56837,Alnus_hirsuta,twigs
27.299,1022,50885,Alnus_hirsuta,twigs
27.303,1266,55094,Alnus_hirsuta,twigs
27.306,1402,50961,Alnus_hirsuta,twigs
27.31,1302,53974,Alnus_hirsuta,twigs
27.313,1344,51948,Alnus_hirsuta,twigs
27.317,1352,50010,Alnus_hirsuta,twigs
27.32,1309,51658,Alnus_hirsuta,twigs
27.324,1551,53725,Alnus_hirsuta,twigs
27.343,1236,53768,Alnus_hirsuta,twigs
27.346,1202,48469,Alnus_hirsuta,twigs
27.35,1307,52182,Alnus_hirsuta,twigs
27.353,1545,51775,Alnus_hirsuta,twigs
27.367,1322,50611,Alnus_hirsuta,twigs
27.37,1027,50434,Alnus_hirsuta,twigs
27.374,1169,52756,Alnus_hirsuta,twigs
27.377,1116,53434,Alnus_hirsuta,twigs
27.381,1192,48256,Alnus_hirsuta,twigs
27.384,1222,49850,Alnus_hirsuta,twigs
27.387,969,50830,Alnus_hirsuta,twigs
27.391,972,50627,Alnus_hirsuta,twigs
27.394,1092,50993,Alnus_hirsuta,twigs
27.398,867,44843,Alnus_hirsuta,twigs
27.401,1465,54806,Alnus_hirsuta,twigs
27.405,1173,48359,Alnus_hirsuta,twigs
27.408,1279,49483,Alnus_hirsuta,twigs
27.412,1252,50943,Alnus_hirsuta,twigs
27.415,1241,50463,Alnus_hirsuta,twigs
27.418,1207,49504,Alnus_hirsuta,twigs
27.422,1239,47535,Alnus_hirsuta,twigs
27.425,1180,50638,Alnus_hirsuta,twigs
27.429,1208,49052,Alnus_hirsuta,twigs
27.432,1183,46770,Alnus_hirsuta,twigs
27.436,1282,48482,Alnus_hirsuta,twigs
27.439,1167,48550,Alnus_hirsuta,twigs
27.443,1441,48173,Alnus_hirsuta,twigs
27.446,1529,50155,Alnus_hirsuta,twigs
27.465,1119,44822,Alnus_hirsuta,twigs
27.469,1110,47577,Alnus_hirsuta,twigs
27.472,1259,48119,Alnus_hirsuta,twigs
27.476,1612,53947,Alnus_hirsuta,twigs
27.489,1639,47667,Alnus_hirsuta,twigs
27.502,1091,43910,Alnus_hirsuta,twigs
27.506,1497,49973,Alnus_hirsuta,twigs
27.509,1092,48074,Alnus_hirsuta,twigs
27.513,1474,49133,Alnus_hirsuta,twigs
27.516,1233,45622,Alnus_hirsuta,twigs
27.52,1189,50040,Alnus_hirsuta,twigs
27.523,1232,46349,Alnus_hirsuta,twigs
27.527,844,47311,Alnus_hirsuta,twigs
27.53,1032,46728,Alnus_hirsuta,twigs
27.534,1783,50212,Alnus_hirsuta,twigs
27.547,1301,47034,Alnus_hirsuta,twigs
27.55,1304,45488,Alnus_hirsuta,twigs
27.554,1292,47560,Alnus_hirsuta,twigs
27.557,1100,46451,Alnus_hirsuta,twigs
27.561,1319,46509,Alnus_hirsuta,twigs
27.57,1533,51559,Alnus_hirsuta,twigs
27.583,1288,43397,Alnus_hirsuta,twigs
27.587,1157,44162,Alnus_hirsuta,twigs
27.59,1026,40677,Alnus_hirsuta,twigs
27.594,1263,46780,Alnus_hirsuta,twigs
27.597,1493,43233,Alnus_hirsuta,twigs
27.601,1349,46026,Alnus_hirsuta,twigs
27.604,950,43709,Alnus_hirsuta,twigs
27.607,886,43722,Alnus_hirsuta,twigs
27.611,1492,44336,Alnus_hirsuta,twigs
27.614,1210,43751,Alnus_hirsuta,twigs
27.618,1247,46123,Alnus_hirsuta,twigs
27.621,1071,45367,Alnus_hirsuta,twigs
27.625,1415,45362,Alnus_hirsuta,twigs
27.628,1678,45635,Alnus_hirsuta,twigs
27.641,1545,44951,Alnus_hirsuta,twigs
27.655,1550,39860,Alnus_hirsuta,twigs
27.668,1128,42009,Alnus_hirsuta,twigs
27.678,814,49197,Alnus_hirsuta,twigs
27.681,1454,45325,Alnus_hirsuta,twigs
27.684,1701,45182,Alnus_hirsuta,twigs
27.698,1313,42185,Alnus_hirsuta,twigs
27.701,1358,46373,Alnus_hirsuta,twigs
27.705,1279,43135,Alnus_hirsuta,twigs
27.708,935,42951,Alnus_hirsuta,twigs
27.712,1399,46293,Alnus_hirsuta,twigs
27.715,1101,41853,Alnus_hirsuta,twigs
27.719,1161,41256,Alnus_hirsuta,twigs
27.722,1491,42291,Alnus_hirsuta,twigs
27.725,1636,43470,Alnus_hirsuta,twigs
27.739,1605,39256,Alnus_hirsuta,twigs
27.752,1327,40236,Alnus_hirsuta,twigs
27.756,1681,41730,Alnus_hirsuta,twigs
27.769,1460,40996,Alnus_hirsuta,twigs
27.772,1338,42552,Alnus_hirsuta,twigs
27.776,1201,43870,Alnus_hirsuta,twigs
27.785,1292,45945,Alnus_hirsuta,twigs
27.789,1477,44976,Alnus_hirsuta,twigs
27.792,991,42639,Alnus_hirsuta,twigs
27.795,1542,42100,Alnus_hirsuta,twigs
27.809,1060,42163,Alnus_hirsuta,twigs
27.812,1192,42547,Alnus_hirsuta,twigs
27.816,1601,43986,Alnus_hirsuta,twigs
27.829,1366,40496,Alnus_hirsuta,twigs
27.833,1419,41210,Alnus_hirsuta,twigs
27.836,1426,40659,Alnus_hirsuta,twigs
27.839,1149,41211,Alnus_hirsuta,twigs
27.843,1427,42966,Alnus_hirsuta,twigs
27.846,1264,44345,Alnus_hirsuta,twigs
27.85,1239,41660,Alnus_hirsuta,twigs
27.853,1668,41414,Alnus_hirsuta,twigs
27.867,1693,38964,Alnus_hirsuta,twigs
27.88,1001,38226,Alnus_hirsuta,twigs
27.883,1437,37417,Alnus_hirsuta,twigs
27.893,1641,42718,Alnus_hirsuta,twigs
27.906,1498,37540,Alnus_hirsuta,twigs
27.91,1260,41624,Alnus_hirsuta,twigs
27.913,1522,39383,Alnus_hirsuta,twigs
27.926,1310,39827,Alnus_hirsuta,twigs
27.93,1237,40656,Alnus_hirsuta,twigs
27.933,1284,39422,Alnus_hirsuta,twigs
27.937,1259,40901,Alnus_hirsuta,twigs
27.94,1310,38395,Alnus_hirsuta,twigs
27.944,1634,39067,Alnus_hirsuta,twigs
27.957,1540,37690,Alnus_hirsuta,twigs
27.97,1140,37730,Alnus_hirsuta,twigs
27.974,1122,41914,Alnus_hirsuta,twigs
27.977,1286,38715,Alnus_hirsuta,twigs
27.981,1617,40677,Alnus_hirsuta,twigs
28,1597,38680,Alnus_hirsuta,twigs
28.013,1439,37812,Alnus_hirsuta,twigs
28.017,1227,39617,Alnus_hirsuta,twigs
28.02,1723,40826,Alnus_hirsuta,twigs
28.034,1332,37375,Alnus_hirsuta,twigs
28.037,1180,40942,Alnus_hirsuta,twigs
28.04,1532,38894,Alnus_hirsuta,twigs
28.054,1318,37215,Alnus_hirsuta,twigs
28.057,1439,38679,Alnus_hirsuta,twigs
28.061,1542,37839,Alnus_hirsuta,twigs
28.074,1191,35681,Alnus_hirsuta,twigs
28.078,1459,36013,Alnus_hirsuta,twigs
28.081,1273,35665,Alnus_hirsuta,twigs
28.084,1171,37565,Alnus_hirsuta,twigs
28.088,1103,41043,Alnus_hirsuta,twigs
28.091,1482,38381,Alnus_hirsuta,twigs
28.095,1418,36867,Alnus_hirsuta,twigs
28.104,985,43964,Alnus_hirsuta,twigs
28.107,1804,41994,Alnus_hirsuta,twigs
28.121,769,38269,Alnus_hirsuta,twigs
28.124,952,39138,Alnus_hirsuta,twigs
28.128,1791,41741,Alnus_hirsuta,twigs
28.141,1593,34614,Alnus_hirsuta,twigs
28.154,1335,35086,Alnus_hirsuta,twigs
28.158,1069,39921,Alnus_hirsuta,twigs
28.161,999,34886,Alnus_hirsuta,twigs
28.165,1475,38144,Alnus_hirsuta,twigs
28.168,1360,37439,Alnus_hirsuta,twigs
28.171,1454,37953,Alnus_hirsuta,twigs
28.175,1476,39321,Alnus_hirsuta,twigs
28.178,1029,36970,Alnus_hirsuta,twigs
28.182,1398,38446,Alnus_hirsuta,twigs
28.185,1494,36575,Alnus_hirsuta,twigs
28.189,1953,37141,Alnus_hirsuta,twigs
28.202,1427,39369,Alnus_hirsuta,twigs
28.211,1775,39078,Alnus_hirsuta,twigs
28.225,1339,35381,Alnus_hirsuta,twigs
28.228,1530,38364,Alnus_hirsuta,twigs
28.241,1470,34855,Alnus_hirsuta,twigs
28.245,1724,33418,Alnus_hirsuta,twigs
28.258,1497,35304,Alnus_hirsuta,twigs
28.262,1705,39935,Alnus_hirsuta,twigs
28.275,1303,33434,Alnus_hirsuta,twigs
28.278,1272,38723,Alnus_hirsuta,twigs
28.282,1363,37445,Alnus_hirsuta,twigs
28.285,1279,35242,Alnus_hirsuta,twigs
28.289,1510,39229,Alnus_hirsuta,twigs
28.302,1487,36077,Alnus_hirsuta,twigs
28.306,1425,36311,Alnus_hirsuta,twigs
28.315,1535,40114,Alnus_hirsuta,twigs
28.328,1546,34197,Alnus_hirsuta,twigs
28.342,1594,36505,Alnus_hirsuta,twigs
28.355,1562,33921,Alnus_hirsuta,twigs
28.368,1716,33985,Alnus_hirsuta,twigs
28.382,1350,34116,Alnus_hirsuta,twigs
28.385,1605,33874,Alnus_hirsuta,twigs
28.398,1516,36222,Alnus_hirsuta,twigs
28.418,1361,32665,Alnus_hirsuta,twigs
28.421,1623,37433,Alnus_hirsuta,twigs
28.435,1870,35500,Alnus_hirsuta,twigs
28.448,1406,34885,Alnus_hirsuta,twigs
28.451,1637,33805,Alnus_hirsuta,twigs
28.465,1518,34489,Alnus_hirsuta,twigs
28.478,1579,31679,Alnus_hirsuta,twigs
28.491,1432,33537,Alnus_hirsuta,twigs
28.495,1539,31893,Alnus_hirsuta,twigs
28.514,1665,35587,Alnus_hirsuta,twigs
28.527,1369,32532,Alnus_hirsuta,twigs
28.531,1392,33906,Alnus_hirsuta,twigs
28.534,1341,36822,Alnus_hirsuta,twigs
28.538,1466,34893,Alnus_hirsuta,twigs
28.541,1416,32666,Alnus_hirsuta,twigs
28.545,1385,32690,Alnus_hirsuta,twigs
28.548,1523,35943,Alnus_hirsuta,twigs
28.561,1451,32423,Alnus_hirsuta,twigs
28.565,720,33146,Alnus_hirsuta,twigs
28.568,1548,34611,Alnus_hirsuta,twigs
28.582,1582,34745,Alnus_hirsuta,twigs
28.595,1764,31066,Alnus_hirsuta,twigs
28.614,1447,37152,Alnus_hirsuta,twigs
28.618,1973,35494,Alnus_hirsuta,twigs
28.631,1397,34670,Alnus_hirsuta,twigs
28.634,1227,34239,Alnus_hirsuta,twigs
28.638,882,35506,Alnus_hirsuta,twigs
28.641,1705,36679,Alnus_hirsuta,twigs
28.655,1543,33451,Alnus_hirsuta,twigs
28.668,1303,30147,Alnus_hirsuta,twigs
28.671,1868,35721,Alnus_hirsuta,twigs
28.685,1553,30837,Alnus_hirsuta,twigs
28.698,1506,32909,Alnus_hirsuta,twigs
28.717,1500,33073,Alnus_hirsuta,twigs
28.721,1433,32807,Alnus_hirsuta,twigs
28.724,1713,34338,Alnus_hirsuta,twigs
28.737,1566,31154,Alnus_hirsuta,twigs
28.751,1554,31446,Alnus_hirsuta,twigs
28.764,1487,31936,Alnus_hirsuta,twigs
28.768,1452,35637,Alnus_hirsuta,twigs
28.771,2117,34412,Alnus_hirsuta,twigs
28.784,1973,31992,Alnus_hirsuta,twigs
28.798,1268,31975,Alnus_hirsuta,twigs
28.801,1845,34740,Alnus_hirsuta,twigs
28.82,2037,30611,Alnus_hirsuta,twigs
28.834,1257,31796,Alnus_hirsuta,twigs
28.837,1498,32646,Alnus_hirsuta,twigs
28.841,1837,34718,Alnus_hirsuta,twigs
28.854,1616,31744,Alnus_hirsuta,twigs
28.867,1448,32794,Alnus_hirsuta,twigs
28.871,1548,34577,Alnus_hirsuta,twigs
28.884,1543,32799,Alnus_hirsuta,twigs
28.898,1519,31287,Alnus_hirsuta,twigs
28.917,1445,34358,Alnus_hirsuta,twigs
28.92,1472,33588,Alnus_hirsuta,twigs
28.924,1224,31631,Alnus_hirsuta,twigs
28.927,1894,33637,Alnus_hirsuta,twigs
28.94,1301,29497,Alnus_hirsuta,twigs
28.944,1456,32338,Alnus_hirsuta,twigs
28.947,1422,34862,Alnus_hirsuta,twigs
28.951,1786,31887,Alnus_hirsuta,twigs
28.964,1304,31036,Alnus_hirsuta,twigs
28.968,1679,33230,Alnus_hirsuta,twigs
28.981,1713,30582,Alnus_hirsuta,twigs
28.994,1754,32044,Alnus_hirsuta,twigs
29.008,1241,30950,Alnus_hirsuta,twigs
29.017,1778,37318,Alnus_hirsuta,twigs
29.03,1556,29596,Alnus_hirsuta,twigs
29.044,1823,30906,Alnus_hirsuta,twigs
29.057,1863,33844,Alnus_hirsuta,twigs
29.07,1638,30296,Alnus_hirsuta,twigs
29.084,1489,31023,Alnus_hirsuta,twigs
29.087,1608,34123,Alnus_hirsuta,twigs
29.101,1793,32656,Alnus_hirsuta,twigs
29.12,1382,29263,Alnus_hirsuta,twigs
29.123,1475,30046,Alnus_hirsuta,twigs
29.127,2144,33429,Alnus_hirsuta,twigs
29.14,1290,31017,Alnus_hirsuta,twigs
29.143,1588,32777,Alnus_hirsuta,twigs
29.157,1472,31080,Alnus_hirsuta,twigs
29.16,1471,30412,Alnus_hirsuta,twigs
29.164,1713,30603,Alnus_hirsuta,twigs
29.177,1432,28502,Alnus_hirsuta,twigs
29.18,1639,33273,Alnus_hirsuta,twigs
29.194,1618,30106,Alnus_hirsuta,twigs
29.207,1386,29632,Alnus_hirsuta,twigs
29.216,1488,35912,Alnus_hirsuta,twigs
29.22,1487,33971,Alnus_hirsuta,twigs
29.223,1285,32583,Alnus_hirsuta,twigs
29.227,1446,30132,Alnus_hirsuta,twigs
29.23,1348,32756,Alnus_hirsuta,twigs
29.233,1881,33575,Alnus_hirsuta,twigs
29.247,1524,29310,Alnus_hirsuta,twigs
29.26,1480,29596,Alnus_hirsuta,twigs
29.264,1560,32039,Alnus_hirsuta,twigs
29.277,1553,29300,Alnus_hirsuta,twigs
29.29,1775,28541,Alnus_hirsuta,twigs
29.304,1209,28826,Alnus_hirsuta,twigs
29.307,1426,30880,Alnus_hirsuta,twigs
29.311,1545,30918,Alnus_hirsuta,twigs
29.33,1734,30759,Alnus_hirsuta,twigs
29.343,1847,29865,Alnus_hirsuta,twigs
29.356,2071,29375,Alnus_hirsuta,twigs
29.37,1497,29073,Alnus_hirsuta,twigs
29.373,1498,33436,Alnus_hirsuta,twigs
29.377,1691,32045,Alnus_hirsuta,twigs
29.39,2082,29323,Alnus_hirsuta,twigs
29.403,1716,30480,Alnus_hirsuta,twigs
29.423,1952,28288,Alnus_hirsuta,twigs
29.436,1310,27588,Alnus_hirsuta,twigs
29.439,1687,31711,Alnus_hirsuta,twigs
29.453,1332,29986,Alnus_hirsuta,twigs
29.456,1000,32935,Alnus_hirsuta,twigs
29.459,2006,32153,Alnus_hirsuta,twigs
29.473,1302,29404,Alnus_hirsuta,twigs
29.476,1526,33472,Alnus_hirsuta,twigs
29.49,1767,31145,Alnus_hirsuta,twigs
29.503,1701,28980,Alnus_hirsuta,twigs
29.522,1041,26137,Alnus_hirsuta,twigs
29.526,1243,31303,Alnus_hirsuta,twigs
29.529,1481,28364,Alnus_hirsuta,twigs
29.532,1163,29777,Alnus_hirsuta,twigs
29.536,1519,31532,Alnus_hirsuta,twigs
29.549,1430,28606,Alnus_hirsuta,twigs
29.553,1561,31457,Alnus_hirsuta,twigs
29.566,1928,30048,Alnus_hirsuta,twigs
29.579,1533,28600,Alnus_hirsuta,twigs
29.593,1485,29210,Alnus_hirsuta,twigs
29.596,1610,33940,Alnus_hirsuta,twigs
29.609,1623,27057,Alnus_hirsuta,twigs
29.629,1560,25642,Alnus_hirsuta,twigs
29.642,1636,28352,Alnus_hirsuta,twigs
29.655,1476,28008,Alnus_hirsuta,twigs
29.659,1905,30341,Alnus_hirsuta,twigs
29.672,1691,29457,Alnus_hirsuta,twigs
29.686,1610,28889,Alnus_hirsuta,twigs
29.699,1831,30127,Alnus_hirsuta,twigs
29.718,1800,28275,Alnus_hirsuta,twigs
29.731,1402,28928,Alnus_hirsuta,twigs
29.735,1458,29234,Alnus_hirsuta,twigs
29.738,1901,31521,Alnus_hirsuta,twigs
29.752,1606,30633,Alnus_hirsuta,twigs
29.765,1859,28496,Alnus_hirsuta,twigs
29.778,1892,25932,Alnus_hirsuta,twigs
29.792,1680,26618,Alnus_hirsuta,twigs
29.805,1234,28589,Alnus_hirsuta,twigs
29.814,1725,32698,Alnus_hirsuta,twigs
29.828,1303,26691,Alnus_hirsuta,twigs
29.831,1726,30734,Alnus_hirsuta,twigs
29.844,733,24971,Alnus_hirsuta,twigs
29.848,1608,31918,Alnus_hirsuta,twigs
29.861,1941,27703,Alnus_hirsuta,twigs
29.875,1791,29727,Alnus_hirsuta,twigs
29.888,1622,29043,Alnus_hirsuta,twigs
29.901,1751,29217,Alnus_hirsuta,twigs
29.921,1423,27896,Alnus_hirsuta,twigs
29.924,1840,27893,Alnus_hirsuta,twigs
29.937,1892,30566,Alnus_hirsuta,twigs
29.951,1718,26803,Alnus_hirsuta,twigs
