RT,BPI,TIC,Species,Parts
16.339,4068,68416,Alnus_japonica,barks
16.363,4649,63580,Alnus_japonica,barks
16.376,4299,66009,Alnus_japonica,barks
16.39,4005,65081,Alnus_japonica,barks
16.403,4458,65888,Alnus_japonica,barks
16.423,5161,79093,Alnus_japonica,barks
16.436,4368,66677,Alnus_japonica,barks
16.45,4621,64239,Alnus_japonica,barks
16.463,4377,70397,Alnus_japonica,barks
16.477,4068,65889,Alnus_japonica,barks
16.49,3952,75522,Alnus_japonica,barks
16.52,4943,90400,Alnus_japonica,barks
16.533,3357,72929,Alnus_japonica,barks
16.547,4176,71549,Alnus_japonica,barks
16.56,4836,72201,Alnus_japonica,barks
16.573,3844,73837,Alnus_japonica,barks
16.587,4478,70196,Alnus_japonica,barks
16.616,5254,87052,Alnus_japonica,barks
16.63,4799,76434,Alnus_japonica,barks
16.643,4722,74653,Alnus_japonica,barks
16.667,4081,70357,Alnus_japonica,barks
16.68,4780,75414,Alnus_japonica,barks
16.694,4057,70846,Alnus_japonica,barks
16.713,5087,87915,Alnus_japonica,barks
16.727,5102,67288,Alnus_japonica,barks
16.74,4002,65315,Alnus_japonica,barks
16.754,4060,70874,Alnus_japonica,barks
16.767,4617,70139,Alnus_japonica,barks
16.781,4672,69585,Alnus_japonica,barks
16.794,4558,68195,Alnus_japonica,barks
16.813,3906,68174,Alnus_japonica,barks
16.827,4426,67962,Alnus_japonica,barks
16.84,3839,67241,Alnus_japonica,barks
16.854,4888,69026,Alnus_japonica,barks
16.867,4733,65048,Alnus_japonica,barks
16.881,5497,69716,Alnus_japonica,barks
16.894,4871,70991,Alnus_japonica,barks
16.914,4165,73724,Alnus_japonica,barks
16.927,5160,72975,Alnus_japonica,barks
16.941,5167,70608,Alnus_japonica,barks
16.954,4489,73271,Alnus_japonica,barks
16.968,4744,70119,Alnus_japonica,barks
16.981,4300,71304,Alnus_japonica,barks
16.994,4812,71601,Alnus_japonica,barks
17.014,4917,72894,Alnus_japonica,barks
17.037,3832,68809,Alnus_japonica,barks
17.051,5384,68713,Alnus_japonica,barks
17.064,4774,68922,Alnus_japonica,barks
17.078,4563,64276,Alnus_japonica,barks
17.091,4515,66288,Alnus_japonica,barks
17.111,4862,70025,Alnus_japonica,barks
17.124,7824,93202,Alnus_japonica,barks
17.158,24659,158345,Alnus_japonica,barks
17.197,25990,203511,Alnus_japonica,barks
17.231,24730,145050,Alnus_japonica,barks
17.264,22379,136068,Alnus_japonica,barks
17.303,14497,110340,Alnus_japonica,barks
17.337,7076,90098,Alnus_japonica,barks
17.37,4427,81640,Alnus_japonica,barks
17.4,4137,85447,Alnus_japonica,barks
17.423,4354,83388,Alnus_japonica,barks
17.437,5026,89836,Alnus_japonica,barks
17.46,5379,80136,Alnus_japonica,barks
17.48,6443,110826,Alnus_japonica,barks
17.493,5723,81479,Alnus_japonica,barks
17.507,4426,80992,Alnus_japonica,barks
17.52,5112,82410,Alnus_japonica,barks
17.534,4335,74294,Alnus_japonica,barks
17.547,5050,81441,Alnus_japonica,barks
17.561,4913,82679,Alnus_japonica,barks
17.59,3289,70828,Alnus_japonica,barks
17.614,4761,80719,Alnus_japonica,barks
17.637,3996,71119,Alnus_japonica,barks
17.676,3086,62203,Alnus_japonica,barks
17.71,3611,59262,Alnus_japonica,barks
17.743,4282,61766,Alnus_japonica,barks
17.783,3543,72675,Alnus_japonica,barks
17.816,10145,102011,Alnus_japonica,barks
17.84,9737,104148,Alnus_japonica,barks
17.869,5388,80129,Alnus_japonica,barks
17.893,4563,73548,Alnus_japonica,barks
17.916,4381,68692,Alnus_japonica,barks
17.93,4466,75822,Alnus_japonica,barks
17.959,4512,73485,Alnus_japonica,barks
17.983,4930,81974,Alnus_japonica,barks
18.016,9711,87794,Alnus_japonica,barks
18.04,10421,100494,Alnus_japonica,barks
18.069,7377,84984,Alnus_japonica,barks
18.093,4373,73372,Alnus_japonica,barks
18.116,4543,70591,Alnus_japonica,barks
18.145,4130,73678,Alnus_japonica,barks
18.159,4503,72756,Alnus_japonica,barks
18.172,4234,71811,Alnus_japonica,barks
18.186,5205,75804,Alnus_japonica,barks
18.199,3927,70495,Alnus_japonica,barks
18.223,9326,88180,Alnus_japonica,barks
18.252,7412,80561,Alnus_japonica,barks
18.276,4346,72741,Alnus_japonica,barks
18.299,4844,64659,Alnus_japonica,barks
18.323,4497,60719,Alnus_japonica,barks
18.342,4183,63899,Alnus_japonica,barks
18.356,3404,61789,Alnus_japonica,barks
18.369,4120,63077,Alnus_japonica,barks
18.382,4870,59248,Alnus_japonica,barks
18.396,4836,64028,Alnus_japonica,barks
18.409,4813,63190,Alnus_japonica,barks
18.423,4779,67326,Alnus_japonica,barks
18.442,4388,66274,Alnus_japonica,barks
18.456,4495,75561,Alnus_japonica,barks
18.479,10663,93791,Alnus_japonica,barks
18.513,20737,141085,Alnus_japonica,barks
18.552,13505,203232,Alnus_japonica,barks
18.586,14533,195739,Alnus_japonica,barks
18.625,17501,149159,Alnus_japonica,barks
18.659,10124,108140,Alnus_japonica,barks
18.693,4578,84617,Alnus_japonica,barks
18.722,4322,81278,Alnus_japonica,barks
18.745,3427,70140,Alnus_japonica,barks
18.759,4147,78692,Alnus_japonica,barks
18.772,4696,80628,Alnus_japonica,barks
18.786,5144,75480,Alnus_japonica,barks
18.799,4499,78075,Alnus_japonica,barks
18.819,3806,87036,Alnus_japonica,barks
18.852,3827,88569,Alnus_japonica,barks
18.876,4026,108843,Alnus_japonica,barks
18.915,9868,149888,Alnus_japonica,barks
18.949,7738,121390,Alnus_japonica,barks
18.982,3283,83675,Alnus_japonica,barks
19.022,4171,73387,Alnus_japonica,barks
19.035,3918,77893,Alnus_japonica,barks
19.049,3905,81805,Alnus_japonica,barks
19.062,4097,81163,Alnus_japonica,barks
19.076,4457,79740,Alnus_japonica,barks
19.095,4580,98319,Alnus_japonica,barks
19.109,4654,76464,Alnus_japonica,barks
19.122,5212,77661,Alnus_japonica,barks
19.136,4426,79214,Alnus_japonica,barks
19.149,4509,78184,Alnus_japonica,barks
19.163,4302,83085,Alnus_japonica,barks
19.192,4910,96979,Alnus_japonica,barks
19.216,3823,74054,Alnus_japonica,barks
19.229,3879,82797,Alnus_japonica,barks
19.253,3746,72735,Alnus_japonica,barks
19.276,4127,71502,Alnus_japonica,barks
19.295,4376,76225,Alnus_japonica,barks
19.309,4224,76082,Alnus_japonica,barks
19.323,5178,76438,Alnus_japonica,barks
19.336,4734,73996,Alnus_japonica,barks
19.349,4642,73672,Alnus_japonica,barks
19.363,3474,72009,Alnus_japonica,barks
19.376,4250,74646,Alnus_japonica,barks
19.396,3701,76432,Alnus_japonica,barks
19.429,4518,85071,Alnus_japonica,barks
19.453,3568,76447,Alnus_japonica,barks
19.482,3750,77035,Alnus_japonica,barks
19.496,5202,87332,Alnus_japonica,barks
19.519,5090,90648,Alnus_japonica,barks
19.553,8060,103747,Alnus_japonica,barks
19.592,5347,99900,Alnus_japonica,barks
19.626,5754,92760,Alnus_japonica,barks
19.659,4936,77721,Alnus_japonica,barks
19.678,6381,92699,Alnus_japonica,barks
19.712,6282,92372,Alnus_japonica,barks
19.735,6945,93018,Alnus_japonica,barks
19.775,8564,137715,Alnus_japonica,barks
19.808,7516,129300,Alnus_japonica,barks
19.842,7927,109380,Alnus_japonica,barks
19.881,9491,108924,Alnus_japonica,barks
19.915,10370,134010,Alnus_japonica,barks
19.954,10040,130427,Alnus_japonica,barks
19.988,11897,138326,Alnus_japonica,barks
20.021,12841,161469,Alnus_japonica,barks
20.061,12211,171674,Alnus_japonica,barks
20.094,12399,142108,Alnus_japonica,barks
20.128,13127,134773,Alnus_japonica,barks
20.167,11877,124299,Alnus_japonica,barks
20.201,11866,124519,Alnus_japonica,barks
20.24,13187,160246,Alnus_japonica,barks
20.274,15287,196478,Alnus_japonica,barks
20.308,12981,155086,Alnus_japonica,barks
20.347,11433,120637,Alnus_japonica,barks
20.381,11370,116007,Alnus_japonica,barks
20.42,10097,112841,Alnus_japonica,barks
20.453,9858,107505,Alnus_japonica,barks
20.487,11602,116278,Alnus_japonica,barks
20.526,10108,122920,Alnus_japonica,barks
20.56,9043,111984,Alnus_japonica,barks
20.594,9902,114159,Alnus_japonica,barks
20.633,17810,162648,Alnus_japonica,barks
20.667,41316,205609,Alnus_japonica,barks
20.706,34468,191653,Alnus_japonica,barks
20.74,15473,147483,Alnus_japonica,barks
20.773,10769,143932,Alnus_japonica,barks
20.813,15528,178518,Alnus_japonica,barks
20.847,17212,162012,Alnus_japonica,barks
20.887,13835,151425,Alnus_japonica,barks
20.921,9531,91111,Alnus_japonica,barks
20.955,7649,86837,Alnus_japonica,barks
20.995,8731,76614,Alnus_japonica,barks
21.029,7480,66805,Alnus_japonica,barks
21.063,6612,65599,Alnus_japonica,barks
21.103,8583,77300,Alnus_japonica,barks
21.137,7923,70941,Alnus_japonica,barks
21.177,10244,75678,Alnus_japonica,barks
21.21,14025,73058,Alnus_japonica,barks
21.244,11263,97931,Alnus_japonica,barks
21.283,5610,82088,Alnus_japonica,barks
21.317,5473,76297,Alnus_japonica,barks
21.35,5666,71911,Alnus_japonica,barks
21.39,5545,70612,Alnus_japonica,barks
21.423,5582,66581,Alnus_japonica,barks
21.462,5562,81077,Alnus_japonica,barks
21.496,5854,73503,Alnus_japonica,barks
21.529,5691,77783,Alnus_japonica,barks
21.569,5548,75196,Alnus_japonica,barks
21.602,6542,76109,Alnus_japonica,barks
21.641,7241,80642,Alnus_japonica,barks
21.675,7883,89306,Alnus_japonica,barks
21.708,9038,91545,Alnus_japonica,barks
21.748,9206,85102,Alnus_japonica,barks
21.781,8469,81015,Alnus_japonica,barks
21.815,7227,82746,Alnus_japonica,barks
21.854,7722,85050,Alnus_japonica,barks
21.887,8285,76324,Alnus_japonica,barks
21.927,8219,86452,Alnus_japonica,barks
21.96,8197,79760,Alnus_japonica,barks
21.994,8225,78729,Alnus_japonica,barks
22.033,7958,78591,Alnus_japonica,barks
22.066,7795,75922,Alnus_japonica,barks
22.106,8913,100617,Alnus_japonica,barks
22.139,7551,78073,Alnus_japonica,barks
22.173,8758,72428,Alnus_japonica,barks
22.212,8782,79500,Alnus_japonica,barks
22.246,6545,72877,Alnus_japonica,barks
22.279,8685,85492,Alnus_japonica,barks
22.318,8986,97040,Alnus_japonica,barks
22.352,8477,79213,Alnus_japonica,barks
22.391,8517,82339,Alnus_japonica,barks
22.425,8798,75208,Alnus_japonica,barks
22.458,8173,72766,Alnus_japonica,barks
22.497,9158,74290,Alnus_japonica,barks
22.531,9235,72257,Alnus_japonica,barks
22.564,9181,72317,Alnus_japonica,barks
22.603,9670,75078,Alnus_japonica,barks
22.637,10196,77251,Alnus_japonica,barks
22.676,9810,75701,Alnus_japonica,barks
22.71,8842,72443,Alnus_japonica,barks
22.743,9750,72543,Alnus_japonica,barks
22.783,10243,81605,Alnus_japonica,barks
22.816,9863,76901,Alnus_japonica,barks
22.855,9100,83999,Alnus_japonica,barks
22.889,9592,75146,Alnus_japonica,barks
22.922,9934,79318,Alnus_japonica,barks
22.961,10085,79678,Alnus_japonica,barks
22.995,10299,83402,Alnus_japonica,barks
23.028,10512,77745,Alnus_japonica,barks
23.068,11087,81387,Alnus_japonica,barks
23.101,9223,79405,Alnus_japonica,barks
23.14,10632,90668,Alnus_japonica,barks
23.174,11040,87236,Alnus_japonica,barks
23.207,10081,83759,Alnus_japonica,barks
23.247,9079,83345,Alnus_japonica,barks
23.28,11206,84438,Alnus_japonica,barks
23.319,11697,103320,Alnus_japonica,barks
23.353,10118,79127,Alnus_japonica,barks
23.386,10507,81869,Alnus_japonica,barks
23.426,8576,80327,Alnus_japonica,barks
23.459,10622,81360,Alnus_japonica,barks
23.492,10028,79700,Alnus_japonica,barks
23.532,9968,81471,Alnus_japonica,barks
23.565,9356,75501,Alnus_japonica,barks
23.605,9550,80194,Alnus_japonica,barks
23.638,10388,79292,Alnus_japonica,barks
23.671,9727,71083,Alnus_japonica,barks
23.711,9747,72916,Alnus_japonica,barks
23.744,10191,73895,Alnus_japonica,barks
23.778,9881,75058,Alnus_japonica,barks
23.817,10072,77270,Alnus_japonica,barks
23.85,9354,71197,Alnus_japonica,barks
23.89,9099,81685,Alnus_japonica,barks
23.923,11167,76272,Alnus_japonica,barks
23.957,10398,78395,Alnus_japonica,barks
23.996,11209,79145,Alnus_japonica,barks
24.029,11224,80517,Alnus_japonica,barks
24.069,11024,80887,Alnus_japonica,barks
24.102,9927,73271,Alnus_japonica,barks
24.136,12103,74269,Alnus_japonica,barks
24.175,11519,78304,Alnus_japonica,barks
24.208,10916,77870,Alnus_japonica,barks
24.242,12286,75285,Alnus_japonica,barks
24.281,11469,75949,Alnus_japonica,barks
24.315,10442,74061,Alnus_japonica,barks
24.354,11119,82384,Alnus_japonica,barks
24.387,10795,78865,Alnus_japonica,barks
24.421,10926,74781,Alnus_japonica,barks
24.46,9569,73851,Alnus_japonica,barks
24.493,9854,69328,Alnus_japonica,barks
24.533,12365,94302,Alnus_japonica,barks
24.566,9590,74829,Alnus_japonica,barks
24.6,10839,72320,Alnus_japonica,barks
24.639,9947,75323,Alnus_japonica,barks
24.672,10720,71155,Alnus_japonica,barks
24.706,10941,73263,Alnus_japonica,barks
24.745,11810,76939,Alnus_japonica,barks
24.779,10891,72305,Alnus_japonica,barks
24.818,10947,76596,Alnus_japonica,barks
24.851,10215,70411,Alnus_japonica,barks
24.885,11103,75039,Alnus_japonica,barks
24.924,11450,80067,Alnus_japonica,barks
24.958,9124,71020,Alnus_japonica,barks
24.991,10232,73274,Alnus_japonica,barks
25.03,10150,76881,Alnus_japonica,barks
25.064,11392,73121,Alnus_japonica,barks
25.103,10612,76731,Alnus_japonica,barks
25.136,10472,71820,Alnus_japonica,barks
25.17,11225,70871,Alnus_japonica,barks
25.209,10569,72616,Alnus_japonica,barks
25.243,10440,72756,Alnus_japonica,barks
25.282,10853,64982,Alnus_japonica,barks
25.315,10818,61250,Alnus_japonica,barks
25.349,11167,61573,Alnus_japonica,barks
25.388,11346,73486,Alnus_japonica,barks
25.422,10696,68216,Alnus_japonica,barks
25.455,11405,75700,Alnus_japonica,barks
25.494,11114,72805,Alnus_japonica,barks
25.528,11241,69376,Alnus_japonica,barks
25.567,11457,76720,Alnus_japonica,barks
25.601,10271,72651,Alnus_japonica,barks
25.634,10890,70394,Alnus_japonica,barks
25.673,10306,68784,Alnus_japonica,barks
25.707,12676,68378,Alnus_japonica,barks
25.746,12874,89766,Alnus_japonica,barks
25.779,10154,72472,Alnus_japonica,barks
25.813,10967,72134,Alnus_japonica,barks
25.852,13647,86470,Alnus_japonica,barks
25.886,25693,147691,Alnus_japonica,barks
25.919,35628,208747,Alnus_japonica,barks
25.959,29513,214004,Alnus_japonica,barks
25.992,16820,214877,Alnus_japonica,barks
26.032,12277,369666,Alnus_japonica,barks
26.066,10723,437825,Alnus_japonica,barks
26.1,4133,195121,Alnus_japonica,barks
26.129,5891,158407,Alnus_japonica,barks
26.143,6351,156997,Alnus_japonica,barks
26.157,4828,146531,Alnus_japonica,barks
26.17,4029,149827,Alnus_japonica,barks
26.194,4916,149456,Alnus_japonica,barks
26.223,3641,151799,Alnus_japonica,barks
26.237,3392,159561,Alnus_japonica,barks
26.26,2189,150703,Alnus_japonica,barks
26.294,2223,138424,Alnus_japonica,barks
26.324,2296,129683,Alnus_japonica,barks
26.337,2788,141521,Alnus_japonica,barks
26.371,2947,131796,Alnus_japonica,barks
26.41,2791,132231,Alnus_japonica,barks
26.444,2615,108246,Alnus_japonica,barks
26.467,3441,117855,Alnus_japonica,barks
26.507,3081,104110,Alnus_japonica,barks
26.54,2901,105439,Alnus_japonica,barks
26.574,2893,106201,Alnus_japonica,barks
26.613,3090,99300,Alnus_japonica,barks
26.647,3302,93970,Alnus_japonica,barks
26.67,2123,86044,Alnus_japonica,barks
26.7,2688,90063,Alnus_japonica,barks
26.723,2590,90684,Alnus_japonica,barks
26.747,2635,80389,Alnus_japonica,barks
26.77,2423,82598,Alnus_japonica,barks
26.8,2448,78624,Alnus_japonica,barks
26.813,2631,77314,Alnus_japonica,barks
26.826,2284,78706,Alnus_japonica,barks
26.85,2169,72441,Alnus_japonica,barks
26.863,2283,74603,Alnus_japonica,barks
26.893,1811,66294,Alnus_japonica,barks
26.906,2016,66134,Alnus_japonica,barks
26.93,1694,66615,Alnus_japonica,barks
26.943,2387,72505,Alnus_japonica,barks
26.967,2165,66720,Alnus_japonica,barks
26.996,1849,64114,Alnus_japonica,barks
27.009,1802,66732,Alnus_japonica,barks
27.023,1551,58254,Alnus_japonica,barks
27.036,1596,60248,Alnus_japonica,barks
27.05,1330,59159,Alnus_japonica,barks
27.053,2231,62668,Alnus_japonica,barks
27.073,1706,69964,Alnus_japonica,barks
27.086,1739,59290,Alnus_japonica,barks
27.1,1503,59639,Alnus_japonica,barks
27.113,1684,54320,Alnus_japonica,barks
27.127,1640,57346,Alnus_japonica,barks
27.14,1754,56889,Alnus_japonica,barks
27.153,1591,55745,Alnus_japonica,barks
27.173,1183,54330,Alnus_japonica,barks
27.176,1361,51163,Alnus_japonica,barks
27.18,1454,56440,Alnus_japonica,barks
27.183,1368,55571,Alnus_japonica,barks
27.187,1588,58856,Alnus_japonica,barks
27.2,1236,49460,Alnus_japonica,barks
27.203,1262,57005,Alnus_japonica,barks
27.207,1238,58090,Alnus_japonica,barks
27.21,1274,56463,Alnus_japonica,barks
27.214,1547,54013,Alnus_japonica,barks
27.227,1202,50769,Alnus_japonica,barks
27.231,1466,53978,Alnus_japonica,barks
27.234,1266,53285,Alnus_japonica,barks
27.238,1001,53092,Alnus_japonica,barks
27.241,1102,55338,Alnus_japonica,barks
27.245,1628,56059,Alnus_japonica,barks
27.258,1066,51644,Alnus_japonica,barks
27.262,1082,52621,Alnus_japonica,barks
27.265,1132,49226,Alnus_japonica,barks
27.268,1238,53802,Alnus_japonica,barks
27.272,1184,54696,Alnus_japonica,barks
27.281,1359,57230,Alnus_japonica,barks
27.285,1200,53722,Alnus_japonica,barks
27.288,1546,50432,Alnus_japonica,barks
27.302,1118,51684,Alnus_japonica,barks
27.305,1468,50523,Alnus_japonica,barks
27.309,1084,48978,Alnus_japonica,barks
27.312,1371,47761,Alnus_japonica,barks
27.315,1287,52268,Alnus_japonica,barks
27.319,1178,53621,Alnus_japonica,barks
27.322,1219,49460,Alnus_japonica,barks
27.326,1242,50123,Alnus_japonica,barks
27.329,1346,53046,Alnus_japonica,barks
27.333,1299,45172,Alnus_japonica,barks
27.336,1317,48794,Alnus_japonica,barks
27.34,1440,50972,Alnus_japonica,barks
27.343,882,50129,Alnus_japonica,barks
27.347,1225,48355,Alnus_japonica,barks
27.35,1269,49929,Alnus_japonica,barks
27.354,1185,52612,Alnus_japonica,barks
27.357,1076,50476,Alnus_japonica,barks
27.361,1244,55148,Alnus_japonica,barks
27.364,1693,52786,Alnus_japonica,barks
27.377,1174,45186,Alnus_japonica,barks
27.381,1326,50101,Alnus_japonica,barks
27.384,1079,48435,Alnus_japonica,barks
27.388,1271,45362,Alnus_japonica,barks
27.397,1323,56248,Alnus_japonica,barks
27.401,976,47463,Alnus_japonica,barks
27.404,1240,47864,Alnus_japonica,barks
27.408,1171,46562,Alnus_japonica,barks
27.411,1116,48097,Alnus_japonica,barks
27.415,1133,47464,Alnus_japonica,barks
27.418,1581,48814,Alnus_japonica,barks
27.431,1116,46156,Alnus_japonica,barks
27.435,1068,44829,Alnus_japonica,barks
27.438,1094,48453,Alnus_japonica,barks
27.442,1127,48564,Alnus_japonica,barks
27.445,1304,47951,Alnus_japonica,barks
27.449,1122,49396,Alnus_japonica,barks
27.452,1154,46374,Alnus_japonica,barks
27.456,1272,46423,Alnus_japonica,barks
27.459,1187,49026,Alnus_japonica,barks
27.462,1143,48536,Alnus_japonica,barks
27.466,1348,45554,Alnus_japonica,barks
27.469,1368,48230,Alnus_japonica,barks
27.473,1183,45426,Alnus_japonica,barks
27.476,1228,47005,Alnus_japonica,barks
27.48,860,48882,Alnus_japonica,barks
27.483,1406,49210,Alnus_japonica,barks
27.487,1121,46776,Alnus_japonica,barks
27.49,1354,44423,Alnus_japonica,barks
27.494,1260,45962,Alnus_japonica,barks
27.497,1065,45537,Alnus_japonica,barks
27.501,1038,47945,Alnus_japonica,barks
27.504,964,44052,Alnus_japonica,barks
27.507,1167,45418,Alnus_japonica,barks
27.517,1345,49483,Alnus_japonica,barks
27.52,1245,50444,Alnus_japonica,barks
27.524,971,47643,Alnus_japonica,barks
27.527,1323,42622,Alnus_japonica,barks
27.531,910,46553,Alnus_japonica,barks
27.534,1324,47636,Alnus_japonica,barks
27.537,1288,48941,Alnus_japonica,barks
27.541,1625,47061,Alnus_japonica,barks
27.554,1071,42119,Alnus_japonica,barks
27.558,1374,46225,Alnus_japonica,barks
27.561,1294,45203,Alnus_japonica,barks
27.565,1159,47729,Alnus_japonica,barks
27.568,1303,47775,Alnus_japonica,barks
27.572,1373,47431,Alnus_japonica,barks
27.575,1205,44716,Alnus_japonica,barks
27.578,1525,49139,Alnus_japonica,barks
27.592,1040,42444,Alnus_japonica,barks
27.595,844,45887,Alnus_japonica,barks
27.599,1240,42512,Alnus_japonica,barks
27.602,1793,43831,Alnus_japonica,barks
27.616,1432,40559,Alnus_japonica,barks
27.619,1027,44675,Alnus_japonica,barks
27.629,1133,47844,Alnus_japonica,barks
27.632,1435,46008,Alnus_japonica,barks
27.635,1579,42303,Alnus_japonica,barks
27.649,1423,40787,Alnus_japonica,barks
27.652,1313,46306,Alnus_japonica,barks
27.656,1234,43577,Alnus_japonica,barks
27.659,1522,43467,Alnus_japonica,barks
27.673,1092,40353,Alnus_japonica,barks
27.676,1497,44030,Alnus_japonica,barks
27.68,1064,40584,Alnus_japonica,barks
27.683,1252,45360,Alnus_japonica,barks
27.687,1559,42179,Alnus_japonica,barks
27.7,1354,40713,Alnus_japonica,barks
27.703,1251,45506,Alnus_japonica,barks
27.707,953,41546,Alnus_japonica,barks
27.71,1698,42407,Alnus_japonica,barks
27.724,1630,40483,Alnus_japonica,barks
27.743,1374,38763,Alnus_japonica,barks
27.747,1094,43731,Alnus_japonica,barks
27.75,1405,42590,Alnus_japonica,barks
27.753,1567,41129,Alnus_japonica,barks
27.767,1491,39807,Alnus_japonica,barks
27.77,1260,40967,Alnus_japonica,barks
27.774,2036,42928,Alnus_japonica,barks
27.787,1159,40725,Alnus_japonica,barks
27.791,1852,39289,Alnus_japonica,barks
27.804,1657,38915,Alnus_japonica,barks
27.818,851,37023,Alnus_japonica,barks
27.821,1416,43468,Alnus_japonica,barks
27.824,1366,41642,Alnus_japonica,barks
27.828,1410,40295,Alnus_japonica,barks
27.831,1487,41004,Alnus_japonica,barks
27.841,1542,47636,Alnus_japonica,barks
27.854,921,37244,Alnus_japonica,barks
27.858,1473,40421,Alnus_japonica,barks
27.861,1403,43117,Alnus_japonica,barks
27.865,1690,39234,Alnus_japonica,barks
27.878,1275,37967,Alnus_japonica,barks
27.881,1540,40259,Alnus_japonica,barks
27.895,1269,38435,Alnus_japonica,barks
27.898,1616,40745,Alnus_japonica,barks
27.912,1531,37376,Alnus_japonica,barks
27.925,951,36625,Alnus_japonica,barks
27.929,1357,38042,Alnus_japonica,barks
27.932,1168,39343,Alnus_japonica,barks
27.936,1481,39019,Alnus_japonica,barks
27.945,1474,41683,Alnus_japonica,barks
27.948,1202,44052,Alnus_japonica,barks
27.952,1781,38006,Alnus_japonica,barks
27.965,1410,39568,Alnus_japonica,barks
27.969,1253,36862,Alnus_japonica,barks
27.972,1321,38967,Alnus_japonica,barks
27.975,1429,41431,Alnus_japonica,barks
27.979,1283,39989,Alnus_japonica,barks
27.982,1374,38623,Alnus_japonica,barks
27.986,1623,39660,Alnus_japonica,barks
27.999,1302,35487,Alnus_japonica,barks
28.003,1308,37678,Alnus_japonica,barks
28.006,1160,37852,Alnus_japonica,barks
28.01,1375,42384,Alnus_japonica,barks
28.013,1442,39212,Alnus_japonica,barks
28.016,1502,41533,Alnus_japonica,barks
28.03,1775,38194,Alnus_japonica,barks
28.043,1518,36020,Alnus_japonica,barks
28.063,1427,36523,Alnus_japonica,barks
28.066,1380,38235,Alnus_japonica,barks
28.069,1333,39544,Alnus_japonica,barks
28.073,1517,37508,Alnus_japonica,barks
28.086,1355,36904,Alnus_japonica,barks
28.09,1298,38643,Alnus_japonica,barks
28.093,1256,37819,Alnus_japonica,barks
28.097,1121,39959,Alnus_japonica,barks
28.1,1280,36499,Alnus_japonica,barks
28.104,1361,37065,Alnus_japonica,barks
28.107,1741,39462,Alnus_japonica,barks
28.12,1506,34781,Alnus_japonica,barks
28.134,1568,38133,Alnus_japonica,barks
28.147,1367,33274,Alnus_japonica,barks
28.157,1379,41055,Alnus_japonica,barks
28.16,941,36629,Alnus_japonica,barks
28.164,1621,37827,Alnus_japonica,barks
28.177,1502,34671,Alnus_japonica,barks
28.19,1200,35773,Alnus_japonica,barks
28.194,1372,35534,Alnus_japonica,barks
28.197,1467,36301,Alnus_japonica,barks
28.201,1220,38661,Alnus_japonica,barks
28.204,1482,36618,Alnus_japonica,barks
28.208,1870,35794,Alnus_japonica,barks
28.221,1655,34094,Alnus_japonica,barks
28.234,1401,35612,Alnus_japonica,barks
28.238,1878,38688,Alnus_japonica,barks
28.251,1268,33086,Alnus_japonica,barks
28.261,1133,37035,Alnus_japonica,barks
28.264,1252,34164,Alnus_japonica,barks
28.268,1146,35565,Alnus_japonica,barks
28.271,1643,37063,Alnus_japonica,barks
28.285,1492,33643,Alnus_japonica,barks
28.288,1574,35552,Alnus_japonica,barks
28.301,1500,35258,Alnus_japonica,barks
28.305,1527,36077,Alnus_japonica,barks
28.318,1398,35414,Alnus_japonica,barks
28.322,1619,35182,Alnus_japonica,barks
28.335,1270,33669,Alnus_japonica,barks
28.339,1528,35672,Alnus_japonica,barks
28.352,1526,31895,Alnus_japonica,barks
28.371,1624,31566,Alnus_japonica,barks
28.385,1575,33333,Alnus_japonica,barks
28.398,1275,34830,Alnus_japonica,barks
28.402,1464,34866,Alnus_japonica,barks
28.405,1521,34868,Alnus_japonica,barks
28.419,1431,34367,Alnus_japonica,barks
28.422,1911,33840,Alnus_japonica,barks
28.435,1501,33658,Alnus_japonica,barks
28.449,1383,31506,Alnus_japonica,barks
28.452,1667,37308,Alnus_japonica,barks
28.471,1824,33833,Alnus_japonica,barks
28.485,1702,32472,Alnus_japonica,barks
28.498,1646,31769,Alnus_japonica,barks
28.512,725,33999,Alnus_japonica,barks
28.515,966,36088,Alnus_japonica,barks
28.519,1958,34419,Alnus_japonica,barks
28.532,1606,34691,Alnus_japonica,barks
28.545,1512,33796,Alnus_japonica,barks
28.565,1732,34186,Alnus_japonica,barks
28.578,1575,33203,Alnus_japonica,barks
28.592,1321,30861,Alnus_japonica,barks
28.595,1799,36426,Alnus_japonica,barks
28.608,1721,34137,Alnus_japonica,barks
28.622,1412,30785,Alnus_japonica,barks
28.625,1370,33751,Alnus_japonica,barks
28.629,1291,29478,Alnus_japonica,barks
28.632,1497,32151,Alnus_japonica,barks
28.636,1435,34731,Alnus_japonica,barks
28.639,1934,34776,Alnus_japonica,barks
28.652,2097,32751,Alnus_japonica,barks
28.672,1712,32817,Alnus_japonica,barks
28.685,1515,30641,Alnus_japonica,barks
28.699,1301,31604,Alnus_japonica,barks
28.702,1556,34436,Alnus_japonica,barks
28.715,1512,33076,Alnus_japonica,barks
28.729,1564,29914,Alnus_japonica,barks
28.742,1662,33265,Alnus_japonica,barks
28.762,1509,36054,Alnus_japonica,barks
28.775,1496,30694,Alnus_japonica,barks
28.778,1443,31158,Alnus_japonica,barks
28.782,1451,30898,Alnus_japonica,barks
28.785,1411,32976,Alnus_japonica,barks
